frame,x0,y0,z0,sdf0,x1,y1,z1,sdf1,x2,y2,z2,sdf2,x3,y3,z3,sdf3,x4,y4,z4,sdf4,x5,y5,z5,sdf5,x6,y6,z6,sdf6,x7,y7,z7,sdf7,x8,y8,z8,sdf8,x9,y9,z9,sdf9,x10,y10,z10,sdf10,x11,y11,z11,sdf11,x12,y12,z12,sdf12,x13,y13,z13,sdf13,x14,y14,z14,sdf14,x15,y15,z15,sdf15,x16,y16,z16,sdf16,x17,y17,z17,sdf17,x18,y18,z18,sdf18,x19,y19,z19,sdf19,x20,y20,z20,sdf20,x21,y21,z21,sdf21,x22,y22,z22,sdf22,x23,y23,z23,sdf23,x24,y24,z24,sdf24
115,51.06669,-34.06262,25.06201,65.95775,35.05386,-14.50316,49.9354,62.18033,48.61983,-35.61956,49.88223,77.90273,38.48865,-12.15047,25.29174,47.00335,54.11797,-31.81797,0.3102942,62.381,20.62231,5.912204,49.84739,53.47706,37.23836,-13.34194,0.378356,38.95169,48.98807,-35.53646,-23.91492,64.76994,21.61444,6.336047,24.95491,32.61707,7.566877,27.463,49.78721,56.31036,38.23065,-12.94515,-24.60243,46.66164,48.71738,-36.04772,-49.09874,77.66907,34.67084,-15.36614,-49.2197,61.62157,7.075112,27.30868,24.7925,36.22158,0.1400076,51.33,49.8615,70.32647,0.1400038,51.33,24.86149,55.60983,20.45386,5.674779,-0.01012893,19.98777,24.43258,7.89988,-24.64334,34.53255,23.38013,6.940483,-49.59577,54.4381,8.227567,27.47772,-0.2099905,27.05445,0.14,51.33,-0.1385164,49.80148,10.92672,28.77812,-25.03102,38.29737,11.83112,29.22973,-50.01743,58.02668,0.1399962,51.33,-25.13853,55.73313,0.1399924,51.33,-50.13853,70.52177
116,60.74608,-26.57359,24.82877,69.98364,41.44357,-10.66869,49.78115,64.80085,63.77343,-22.23489,49.2651,82.74506,40.96305,-11.1057,24.79567,48.20813,63.75054,-22.8344,0.2589713,66.79139,24.39895,7.616486,49.83405,55.01707,43.08896,-8.763794,0.004721686,42.8756,60.35484,-27.89233,-23.99313,69.89149,25.02463,8.155695,24.87919,34.92542,9.581458,28.1794,49.8068,56.89629,41.13344,-11.37603,-24.78096,48.40901,72.76868,-12.92773,-39.7039,82.842,50.80305,-2.652336,-46.07919,67.57208,9.847076,28.29765,24.81235,37.45289,0.1400076,51.33,49.8615,70.32896,0.1400038,51.33,24.86149,55.61297,24.52002,7.784276,-0.1144514,24.13097,24.67138,7.43299,-25.13645,34.72902,30.82775,12.09945,-48.91038,57.93298,11.45272,29.10251,-0.1495008,29.51427,0.14,51.33,-0.1385164,49.80497,10.78047,28.70154,-25.14047,38.18721,12.97769,29.88304,-50.03994,58.5252,0.1399962,51.33,-25.13853,55.73626,0.1399924,51.33,-50.13853,70.52425
117,4.125692,-48.58209,24.66829,54.99258,8.077415,-23.20663,49.07177,54.68175,10.41288,-48.14235,48.85662,69.44857,2.407353,-23.61634,24.72075,34.43474,5.297213,-48.43353,-0.4857373,49.14906,7.660772,1.787124,48.77032,48.72394,4.28447,-23.45701,-0.1390481,24.20185,12.93892,-47.72266,-24.28373,55.25109,0.5872455,1.312604,24.7392,24.2449,2.408938,26.43012,49.70443,55.33529,8.870574,-23.06952,-24.71161,34.89521,11.65018,-48.00643,-49.40491,69.91351,11.55803,-22.9213,-49.52551,55.51017,-0.4330618,26.34268,24.86988,35.01624,0.1400076,51.33,49.8615,70.33124,0.1400038,51.33,24.86149,55.61584,4.714211,1.554529,0.08709626,3.215777,4.683487,1.58004,-24.98999,24.76067,8.836298,1.935613,-49.64571,49.76282,1.955677,26.40164,-0.07996519,24.8884,0.14,51.33,-0.1385164,49.80819,1.923111,26.39158,-25.08429,35.18216,3.683235,26.58806,-50.04759,55.75815,0.1399962,51.33,-25.13853,55.73913,0.1399924,51.33,-50.13853,70.52652
118,-47.58397,-36.52765,24.91194,65.5499,-39.22458,-12.09541,49.07413,64.11094,-54.1334,-32.20969,48.64984,79.98888,-33.90246,-15.50004,24.88351,45.21444,-50.87038,-34.40569,0.2344161,62.07251,-25.65618,8.897218,49.21117,55.87657,-36.37259,-14.04601,0.05966859,39.52147,-57.29519,-30.00613,-23.52181,69.35728,-21.01009,5.922647,24.79965,32.82145,-9.413786,28.23001,49.81282,57.14946,-40.74645,-11.2607,-24.39508,49.13917,-62.17143,-26.81367,-47.85358,83.27433,-45.84516,-7.725565,-48.62164,67.37665,-9.125628,28.11007,24.80976,37.51856,0.1400076,51.33,49.8615,70.32778,0.1400038,51.33,24.86149,55.61148,-21.54239,6.239826,-0.1952219,22.3459,-25.97663,8.909786,-24.70974,36.70675,-28.41566,10.17163,-49.55896,57.70156,-9.590475,28.20065,-0.1652641,28.55477,0.14,51.33,-0.1385164,49.80332,-11.26648,29.07839,-25.09853,38.99508,-12.256,29.61718,-50.06411,58.58907,0.1399962,51.33,-25.13853,55.73478,0.1399924,51.33,-50.13853,70.52308
119,-41.69725,-39.38206,24.80688,62.88704,-35.12812,-14.27051,48.62943,61.61948,-52.54374,-32.2245,46.15911,77.19215,-28.31516,-18.06921,24.88354,42.00454,-48.88324,-34.37811,1.404803,60.17366,-20.10851,5.689517,49.57486,53.33887,-31.42796,-16.53874,0.0787764,35.8261,-54.63673,-30.37749,-22.59659,66.74913,-17.1922,4.320813,24.85527,30.10946,-7.254625,27.44366,49.811,56.39382,-35.32614,-14.35094,-24.52228,45.45558,-63.06948,-22.64418,-44.80347,80.69116,-41.77474,-9.754964,-48.22458,64.44499,-6.922865,27.34362,24.80869,36.392,0.1400076,51.33,49.8615,70.32592,0.1400038,51.33,24.86149,55.60914,-18.77948,5.21913,-0.07999511,19.09956,-20.3816,5.68128,-24.95414,32.28487,-23.53728,7.278743,-49.70681,55.00882,-6.987255,27.26835,-0.1877417,26.75016,0.14,51.33,-0.1385164,49.8007,-8.360277,27.82247,-25.14084,37.26326,-9.654391,28.33179,-50.10608,57.43475,0.1399962,51.33,-25.13853,55.73244,0.1399924,51.33,-50.13853,70.52122
120,-15.59859,-46.87463,20.35723,53.84806,-0.8800541,-23.42633,42.04871,48.15229,6.951932,-45.01466,31.76852,55.86647,-17.38156,-21.22273,22.64659,35.7136,-23.74762,-44.87589,-4.137893,51.36652,-4.445702,0.7474229,47.28291,46.99568,-18.14344,-20.14359,-2.569364,27.52528,-6.59914,-47.03913,-22.44769,52.96555,-12.22797,3.68105,23.8617,26.4595,-2.136834,26.43948,49.66336,55.32842,-4.566439,-22.44942,-23.36652,32.94339,10.99811,-47.66706,-40.99334,64.09122,4.361116,-24.00427,-46.6997,52.6628,1.062746,26.34496,24.86764,35.00072,0.1400076,51.33,49.8615,70.32564,0.1400038,51.33,24.86149,55.60878,-9.008893,3.726668,-0.9291868,8.984,0.3780605,2.025042,-23.9838,23.50687,1.404574,0.7101693,-48.9248,48.44498,1.668899,26.2735,0.0929976,24.79643,0.14,51.33,-0.1385164,49.8003,3.326982,26.53034,-24.84492,35.25426,0.7783781,26.33581,-49.73514,55.30788,0.1399962,51.33,-25.13853,55.73208,0.1399924,51.33,-50.13853,70.52094
121,-54.9766,-30.80301,26.05073,67.97586,-32.87125,-15.61672,48.50154,60.2851,-52.38842,-30.96141,50.92231,79.10412,-40.38705,-10.50216,25.20787,48.29394,-51.52672,-33.15152,1.007968,61.14845,-17.95709,4.444102,48.01795,50.79869,-43.94205,-9.355261,0.3869429,44.42844,-32.35296,-39.04258,-13.91105,52.70789,-23.60262,7.947909,23.57612,33.40978,-8.273249,27.80346,49.13221,56.02833,-30.82928,-14.79714,-20.19507,39.43153,-10.74847,-43.13117,-26.34559,51.98708,-13.05163,-20.15926,-37.14228,44.14162,-13.73429,30.54977,24.88566,40.4026,0.1400076,51.33,49.8615,70.32654,0.1400038,51.33,24.86149,55.60992,-31.9327,13.18464,0.5895072,33.45603,-26.18707,9.496077,-23.82974,35.73799,-14.44474,3.513281,-45.07248,46.82541,-18.13,34.00604,-0.02012916,37.02006,0.14,51.33,-0.1385164,49.80157,-16.39683,32.59064,-24.91956,42.84002,-11.08047,29.00233,-49.44586,57.33625,0.1399962,51.33,-25.13853,55.73321,0.1399924,51.33,-50.13853,70.52184
122,-68.96861,-17.32672,18.74508,72.76135,-57.76837,4.595893,43.6193,71.52387,-74.11586,-14.47726,43.01732,86.10546,-48.27261,-4.10557,22.18644,52.36309,-57.99185,-28.55671,-0.9387216,64.10612,-38.54169,20.42556,45.72664,62.02395,-39.84156,-11.37358,-0.4770402,40.69009,-59.29714,-26.04218,-25.78254,69.12009,-29.45147,12.27807,23.77119,38.56332,-16.511,32.70284,49.31828,60.24286,-37.96395,-12.51408,-25.38349,46.6842,-61.36156,-22.25661,-50.33915,81.79436,-38.85358,-11.23766,-50.46144,64.01953,-11.38807,29.15801,25.10836,38.7266,0.1400076,51.33,49.8615,70.32908,0.1400038,51.33,24.86149,55.61313,-24.22726,8.266944,-0.3491258,24.24545,-22.02209,6.741176,-25.23602,33.11289,-22.12625,7.34217,-50.23004,54.52483,-8.864871,27.99061,-0.07019325,27.70897,0.14,51.33,-0.1385164,49.80515,-7.24832,27.44969,-25.0111,36.48925,-6.221244,27.15247,-50.01519,56.20874,0.1399962,51.33,-25.13853,55.73642,0.1399924,51.33,-50.13853,70.52438
123,-19.24666,-46.56293,24.95679,56.28568,-15.44201,-21.57677,49.57432,55.89341,-29.02187,-42.70858,47.63777,70.02227,-10.54705,-22.92851,25.09816,35.51442,-16.75356,-47.16933,-0.0132875,50.24036,-6.875685,1.903306,49.91741,49.78168,-11.97138,-22.62922,0.1174555,25.62278,-23.47651,-45.70743,-24.05515,56.70875,-5.603213,1.576442,24.9792,24.92442,0.1609518,26.33025,49.82323,55.38897,-16.7575,-21.59375,-24.40375,36.36341,-29.41719,-44.27731,-48.38575,71.66159,-21.32071,-20.4981,-48.93752,56.73146,-0.8169556,26.35011,24.83714,34.96827,0.1400076,51.33,49.8615,70.33316,0.1400038,51.33,24.86149,55.61828,-7.233506,1.912702,0.03484397,5.897119,-9.792173,2.409022,-24.77163,25.85616,-15.21315,3.745305,-49.14223,50.75685,-2.402883,26.44629,-0.08526678,24.96096,0.14,51.33,-0.1385164,49.8109,-3.034906,26.5303,-25.08162,35.33184,-4.377944,26.73716,-50.04322,55.86749,0.1399962,51.33,-25.13853,55.74155,0.1399924,51.33,-50.13853,70.52844
124,45.28067,-37.45861,24.21347,64.30669,44.84444,-8.248553,43.86689,63.55108,62.37608,-25.49414,37.98359,77.91926,31.16925,-16.70399,24.72773,43.70526,39.87405,-40.36608,-0.1061945,57.60168,27.51187,9.332515,47.75611,55.68326,28.74972,-17.98604,-0.09395118,34.72016,38.50805,-40.99259,-25.05867,62.321,18.77702,5.005493,24.76686,31.37807,11.3978,29.00845,49.60075,57.75937,29.26297,-17.65263,-25.08295,42.94802,40.93275,-39.83775,-49.95924,76.41361,32.59572,-16.19624,-49.66037,61.82623,7.593176,27.46702,24.93933,36.82217,0.1400076,51.33,49.8615,70.33313,0.1400038,51.33,24.86149,55.61824,16.56295,4.086863,-0.117877,17.22447,17.55169,4.435153,-25.05676,30.80074,21.11185,6.005231,-49.75225,54.12933,6.702518,27.05675,-0.2010994,26.61388,0.14,51.33,-0.1385164,49.81085,6.664619,27.1977,-25.19699,36.60516,8.889372,27.90729,-50.1097,57.19849,0.1399962,51.33,-25.13853,55.74152,0.1399924,51.33,-50.13853,70.52841
125,55.10437,-31.37847,23.20142,67.96488,45.45226,-7.852223,47.54693,66.26064,66.1017,-21.59066,43.40507,82.20332,37.77556,-13.30035,24.38306,47.14154,47.74519,-36.55182,-0.2068948,60.70531,27.50771,9.480038,49.19808,56.76957,33.70139,-15.86732,-0.1973772,37.70455,53.45792,-32.5701,-24.22354,67.57332,23.08411,6.921489,24.73468,34.223,11.60791,29.12056,49.80233,57.95918,37.04504,-13.6626,-24.87545,46.92366,62.28554,-25.20453,-46.43247,81.92651,42.35823,-10.0875,-49.0098,65.5891,10.15779,28.42333,24.85654,38.01196,0.1400076,51.33,49.8615,70.32905,0.1400038,51.33,24.86149,55.61308,20.90418,5.831783,-0.1499338,21.4979,22.62995,6.766203,-25.05526,34.12037,25.61034,8.448586,-49.8203,56.26378,9.315978,27.99078,-0.1525526,28.21403,0.14,51.33,-0.1385164,49.8051,9.409473,28.11282,-25.14938,37.78074,10.09978,28.40352,-50.14828,57.61927,0.1399962,51.33,-25.13853,55.73637,0.1399924,51.33,-50.13853,70.52434
126,22.79323,-45.47217,25.3061,57.27087,11.75724,-22.7128,49.87727,56.04673,16.54462,-47.30862,49.44748,70.67854,13.07848,-22.39506,24.91164,36.22977,22.08463,-46.03325,0.2121134,51.62822,6.165362,1.647954,49.83548,49.76061,14.07493,-22.35214,0.0008678883,26.9625,26.77689,-44.58016,-24.30214,57.85746,6.211442,1.639234,24.8507,25.20412,1.434847,26.36018,49.80334,55.4026,16.34085,-21.7647,-24.88909,37.14224,33.07131,-42.07644,-48.38531,72.40311,19.39331,-21.00569,-49.63408,57.27604,2.282666,26.42192,24.81582,35.10047,0.1400076,51.33,49.8615,70.32711,0.1400038,51.33,24.86149,55.61064,7.109913,1.802111,-0.1378645,6.979838,8.814242,2.071016,-25.01922,26.1578,10.18472,2.237981,-49.9865,50.59443,2.454436,26.35733,-0.1510121,24.98024,0.14,51.33,-0.1385164,49.80238,2.558751,26.45202,-25.15446,35.37984,3.561493,26.56338,-50.11977,55.88332,0.1399962,51.33,-25.13853,55.73394,0.1399924,51.33,-50.13853,70.52241
127,-10.57727,-47.58489,21.83094,53.83191,-23.57861,-18.14511,35.59629,46.30716,-33.80925,-38.78033,24.57498,57.22446,-2.322437,-23.49656,23.51679,33.55882,-5.5391,-47.29696,-2.902831,48.23033,-12.02576,2.280074,44.15767,45.28397,-3.465704,-22.4275,-1.993428,23.29634,-21.12804,-44.6642,-22.27997,54.55371,2.483083,1.010993,23.76749,23.39646,-3.192939,26.58727,48.51077,54.42438,-12.44818,-21.62258,-25.29976,35.67,-37.92339,-40.85349,-40.80839,69.19952,-27.35085,-18.40783,-45.66293,56.16753,4.359291,26.72986,24.67216,35.39106,0.1400076,51.33,49.8615,70.32569,0.1400038,51.33,24.86149,55.60885,-5.793795,2.115814,0.2001496,5.40179,-11.4153,3.305613,-24.33744,26.47935,-17.42911,4.343616,-48.57573,51.21545,-3.660304,27.01159,0.2344208,25.73974,0.14,51.33,-0.1385164,49.80038,-3.599022,26.61884,-24.76162,35.28976,-5.856143,27.06504,-50.01218,56.18668,0.1399962,51.33,-25.13853,55.73215,0.1399924,51.33,-50.13853,70.521
128,31.5699,-43.39199,23.83223,58.80253,17.22997,-21.71078,47.73991,55.01233,20.33323,-46.49397,45.95203,68.56497,25.64959,-19.07158,24.27385,39.92309,35.67206,-41.93459,-1.029717,55.13803,13.34724,2.950089,48.96701,50.20231,29.97549,-17.60954,-0.5254697,34.51651,18.00403,-45.13801,-18.45955,52.26712,18.83261,4.986343,24.59783,30.52899,7.960471,27.58959,49.72628,56.3879,18.72949,-20.44793,-22.67356,35.74472,-1.492071,-47.06823,-34.30978,58.60961,2.301169,-23.15381,-41.5848,47.64572,10.47395,28.56307,24.86612,37.95977,0.1400076,51.33,49.8615,70.32584,0.1400038,51.33,24.86149,55.60903,21.38956,6.246003,-0.2412633,21.19055,16.87727,4.375261,-24.93257,29.60662,4.808645,1.212021,-46.59032,46.30478,8.25678,27.50228,-0.1769495,27.13218,0.14,51.33,-0.1385164,49.80058,10.3026,28.49748,-25.07285,38.00228,4.516023,26.72278,-49.50157,55.42843,0.1399962,51.33,-25.13853,55.73233,0.1399924,51.33,-50.13853,70.52113
129,66.95222,-18.79733,22.67523,72.30486,45.39735,-7.855462,48.66637,66.19223,68.47292,-17.85194,47.60897,84.47236,45.25787,-6.355534,23.71402,50.5385,60.90651,-26.19298,-0.5538644,65.60421,26.76863,8.789487,49.53162,56.02168,42.25843,-9.547213,-0.6882715,42.41739,60.82956,-26.32772,-25.55576,70.35652,24.68001,7.815252,24.53059,34.48919,12.89778,29.83493,49.70455,58.23475,41.36177,-10.18867,-25.66491,48.8996,67.81081,-17.79785,-48.025,84.16818,47.05828,-3.655266,-49.0373,67.16409,10.97104,28.79829,24.79951,38.12892,0.1400076,51.33,49.8615,70.32755,0.1400038,51.33,24.86149,55.61119,25.08697,8.752808,-0.4459123,25.11253,23.28803,7.073043,-25.45365,34.08261,25.91105,9.619543,-50.18929,56.33157,9.137764,28.0023,-0.1613273,27.77056,0.14,51.33,-0.1385164,49.80299,8.522807,27.78184,-25.15572,37.05168,8.444894,27.75301,-50.15589,56.86003,0.1399962,51.33,-25.13853,55.73449,0.1399924,51.33,-50.13853,70.52284
130,40.31245,-39.79171,24.74218,61.33714,25.67206,-19.26265,49.73568,58.61006,38.89085,-40.61275,49.69222,74.59285,27.05459,-18.52249,24.78621,40.43103,39.64386,-40.05522,-0.3627672,55.90261,15.87445,3.739876,49.7494,51.49529,26.3322,-18.90065,-0.09547134,31.73066,35.53233,-42.1022,-24.93511,60.11708,17.07381,4.400121,24.84015,29.27695,7.31355,27.37586,49.8387,56.22588,25.61109,-19.12742,-25.08459,40.01079,46.78044,-37.1246,-46.80772,75.27811,33.87172,-15.71863,-48.42305,60.37422,6.074737,27.04118,24.87709,35.84797,0.1400076,51.33,49.8615,70.33082,0.1400038,51.33,24.86149,55.61531,15.42755,3.717614,-0.09915252,14.17328,16.73423,4.248884,-24.98703,29.20167,23.14085,6.854397,-49.01191,53.5942,6.577968,27.10301,-0.14894,26.16282,0.14,51.33,-0.1385164,49.80759,7.116225,27.32007,-25.14402,36.38852,10.11664,28.40679,-49.95544,57.18965,0.1399962,51.33,-25.13853,55.7386,0.1399924,51.33,-50.13853,70.52611
131,-33.10636,-42.69802,23.65281,59.60226,-25.19902,-19.22105,48.91343,58.42126,-36.90217,-41.44891,48.33252,74.01164,-23.78443,-19.37694,23.95559,39.35247,-28.7579,-44.13932,-0.890479,53.4159,-16.51172,4.213619,49.21534,51.72468,-18.55143,-21.32471,-0.3763093,28.98303,-23.86547,-45.73225,-25.35048,58.0767,-12.90267,3.120847,24.52619,27.60801,-5.258836,26.9255,49.7495,55.89781,-16.86621,-21.65667,-25.32267,37.75389,-32.46437,-43.14544,-48.69396,73.12271,-24.41665,-19.52136,-49.01751,58.27328,-3.84193,26.65577,24.79115,35.43908,0.1400076,51.33,49.8615,70.32752,0.1400038,51.33,24.86149,55.61116,-9.605216,2.229825,-0.2395935,9.845501,-9.538316,2.243864,-25.30482,26.81245,-16.81605,4.296058,-49.14021,51.76001,-3.997541,26.59109,-0.1800956,25.48396,0.14,51.33,-0.1385164,49.80296,-4.253155,26.71913,-25.18281,35.80867,-7.381426,27.48992,-49.95037,56.59602,0.1399962,51.33,-25.13853,55.73446,0.1399924,51.33,-50.13853,70.52282
132,-56.38488,-30.8101,24.90883,69.15178,-45.07996,-7.651377,48.94741,66.83291,-64.6936,-23.13576,47.20253,83.40925,-39.56448,-12.15059,24.98671,48.38783,-54.70671,-32.16264,0.01477341,63.77538,-27.64282,10.26074,49.52559,57.12587,-39.4322,-12.3704,-0.04774566,41.46417,-58.34091,-29.2791,-24.55677,69.95937,-24.38102,7.70622,24.91333,35.22283,-10.49478,28.70981,49.8231,57.51547,-40.51746,-11.60863,-25.01609,49.04242,-67.49506,-19.98912,-45.8547,84.0302,-46.08997,-7.278535,-48.99923,67.50897,-10.25619,28.59208,24.82118,38.07369,0.1400076,51.33,49.8615,70.32583,0.1400038,51.33,24.86149,55.60902,-24.70564,8.009228,-0.086091,25.49506,-25.6028,8.450742,-25.03426,36.30412,-28.77772,10.73515,-49.72058,57.92832,-10.61012,28.66034,-0.1451606,29.21951,0.14,51.33,-0.1385164,49.80057,-11.3256,29.11296,-25.13504,38.9511,-11.51932,29.20814,-50.10786,58.1969,0.1399962,51.33,-25.13853,55.73232,0.1399924,51.33,-50.13853,70.52113
133,-30.98577,-43.46323,25.04914,59.26178,-22.10172,-19.963,49.88846,57.99001,-36.32194,-40.64596,49.31533,73.61577,-20.2003,-20.79136,24.97354,38.36736,-34.50876,-41.7211,0.357318,54.48515,-11.44548,2.651444,49.88014,50.71745,-21.30666,-20.48569,0.0486155,29.82857,-40.38683,-38.1769,-23.68077,60.61128,-11.34404,2.581934,24.90394,26.93828,-3.850482,26.65288,49.83228,55.67069,-23.5062,-19.57881,-24.83898,39.46825,-40.85902,-39.01971,-48.6708,74.6524,-27.43374,-17.78876,-49.442,59.12404,-4.020286,26.67538,24.82999,35.42953,0.1400076,51.33,49.8615,70.32559,0.1400038,51.33,24.86149,55.60873,-11.47416,2.681553,-0.09796615,11.16056,-12.55975,2.892923,-25.01782,27.58617,-14.23406,3.441802,-49.95782,51.52078,-4.536597,26.69676,-0.1289811,25.57691,0.14,51.33,-0.1385164,49.80024,-4.555101,26.77202,-25.13176,35.77168,-4.250846,26.71395,-50.09808,55.96361,0.1399962,51.33,-25.13853,55.73203,0.1399924,51.33,-50.13853,70.5209
134,-59.34501,-27.95266,25.62352,70.11946,-30.43155,-16.28006,42.53259,54.44299,-42.47379,-38.25174,40.93276,70.2121,-46.4166,-6.54072,25.95649,52.9893,-46.72733,-34.17546,4.530334,57.9703,-18.85974,5.804274,44.37581,47.85083,-42.07904,-9.672399,1.710795,42.69669,-27.26849,-38.84916,-10.39879,48.77187,-32.62038,14.29506,25.25174,42.63396,-12.75079,29.95203,49.19816,57.91968,-27.97739,-14.57057,-18.34776,36.2157,-2.278111,-38.13902,-13.55669,40.99761,-5.245769,-17.4782,-27.95249,33.39265,-18.894,35.16839,25.53259,46.02327,0.1400076,51.33,49.8615,70.32671,0.1400038,51.33,24.86149,55.61014,-33.69468,14.61592,0.2825957,35.58681,-26.28244,9.82971,-23.45007,35.615,-7.786669,4.572531,-39.42674,39.79399,-18.8724,34.74434,-0.2320013,38.00946,0.14,51.33,-0.1385164,49.80182,-18.03192,34.21182,-25.20854,44.80119,-10.75093,28.87858,-48.73275,56.59989,0.1399962,51.33,-25.13853,55.73343,0.1399924,51.33,-50.13853,70.52201
135,-62.68392,-25.7317,23.20553,70.98056,-55.4539,0.8867387,45.55495,70.80605,-70.71054,-19.07469,45.92588,85.69334,-46.25513,-6.893888,23.64717,51.52539,-55.87125,-31.19653,-0.5517129,63.48513,-37.93905,18.69855,46.54659,61.73497,-40.792,-11.2641,-0.3725709,41.53476,-50.82325,-34.56547,-24.8039,65.86977,-29.73299,11.86929,23.99239,38.7687,-17.19253,33.32622,49.23485,60.6762,-38.95802,-12.5639,-25.27232,47.4067,-43.51969,-38.65116,-48.66374,75.55991,-33.90952,-15.57237,-49.59973,61.51206,-12.03382,29.50953,25.06481,39.12486,0.1400076,51.33,49.8615,70.32939,0.1400038,51.33,24.86149,55.61352,-24.64105,7.957549,-0.1735029,24.52273,-25.34775,8.409965,-25.13405,35.53864,-22.14253,6.488101,-49.85043,54.08082,-10.55276,28.60427,-0.1781873,28.81705,0.14,51.33,-0.1385164,49.80559,-12.37925,29.68843,-25.08462,39.36684,-10.78831,28.84111,-50.06314,57.66905,0.1399962,51.33,-25.13853,55.73681,0.1399924,51.33,-50.13853,70.52469
136,-7.282206,-48.19135,25.22667,55.17285,-7.183562,-23.18138,49.46284,54.92437,-19.87964,-44.59943,46.52153,67.36278,-2.034284,-23.67422,25.00145,34.66516,-11.20461,-47.58244,0.4384881,49.18816,-2.003515,1.276872,49.80979,49.32195,-4.290254,-23.57634,-0.3203582,24.33668,-25.68287,-43.68642,-19.56944,54.2283,-1.511323,1.317,24.84778,24.35622,-0.4135171,26.33584,49.83875,55.39771,-13.71275,-21.72891,-23.40158,34.55682,-46.71933,-33.34364,-28.24863,63.34452,-32.82895,-14.62669,-38.21178,51.68011,-1.250085,26.3652,24.8483,34.9882,0.1400076,51.33,49.8615,70.33366,0.1400038,51.33,24.86149,55.6189,-1.665698,1.367948,-0.1545416,0.3235198,-4.861893,1.576871,-25.07407,24.88625,-19.213,5.118111,-45.23655,48.4622,0.3587039,26.28633,-0.2017462,24.79003,0.14,51.33,-0.1385164,49.81159,0.1365443,26.33963,-25.19829,35.23052,-6.490926,27.24664,-49.40211,55.70317,0.1399962,51.33,-25.13853,55.74218,0.1399924,51.33,-50.13853,70.52893
137,43.87985,-38.53033,24.17225,63.97809,43.63248,-9.648565,44.43047,63.32864,58.56339,-29.4828,42.27617,78.6076,30.36848,-17.22832,24.63456,43.31725,41.11605,-39.69899,-0.7971391,58.0451,28.25549,9.917067,46.85897,55.41651,28.90838,-17.8873,-0.3164205,34.83293,35.48298,-42.1486,-25.03047,61.28164,17.87009,4.425149,24.82385,30.82525,13.03657,29.94222,49.02127,58.10139,27.12744,-18.61385,-25.24618,42.05098,30.17741,-43.9907,-49.54211,73.31791,25.0584,-19.46511,-50.14879,59.58706,6.524055,27.18163,25.04222,36.46774,0.1400076,51.33,49.8615,70.33367,0.1400038,51.33,24.86149,55.61892,18.50637,4.856761,-0.1691389,19.31224,17.74782,4.565123,-25.14383,31.02217,15.95746,3.820035,-50.06356,52.40935,9.654785,28.24272,-0.1289863,28.69983,0.14,51.33,-0.1385164,49.81161,9.004395,27.9524,-25.11325,37.63429,7.557853,27.4513,-50.10025,56.77302,0.1399962,51.33,-25.13853,55.7422,0.1399924,51.33,-50.13853,70.52895
138,44.07785,-38.38602,24.37745,63.94429,40.3824,-11.18267,46.20796,62.52543,58.91353,-27.42185,41.25465,77.38065,29.53494,-17.69985,24.65184,42.77538,51.39943,-32.62113,0.8894644,61.52974,23.8057,7.383776,48.60114,54.30001,33.29155,-15.41487,-0.04234405,37.26186,60.16462,-24.2629,-20.97993,68.67054,17.26317,4.079044,24.71599,30.20673,8.954447,27.93213,49.71628,56.84692,39.16248,-11.15837,-23.96852,47.5851,67.01733,-17.98172,-44.44312,82.70136,44.36605,-7.495958,-48.1396,65.99204,6.842793,27.25016,24.82077,36.38472,0.1400076,51.33,49.8615,70.33056,0.1400038,51.33,24.86149,55.61499,19.09704,5.174308,-0.1933717,19.72849,21.29338,6.294326,-25.06617,33.26089,24.9992,8.224803,-49.71694,55.92749,8.777039,27.94376,-0.1394128,28.03439,0.14,51.33,-0.1385164,49.80723,8.676695,27.83173,-25.14399,37.42759,9.064563,27.97935,-50.16312,57.27526,0.1399962,51.33,-25.13853,55.73828,0.1399924,51.33,-50.13853,70.52585
139,13.00298,-47.41946,25.28647,55.76307,0.4901834,-23.75511,48.20998,53.71476,-0.6435738,-48.68808,46.19872,67.36962,10.16606,-22.58438,25.19468,35.60225,17.12283,-46.85461,0.530305,50.48174,0.2924838,1.215229,49.27053,48.77531,9.537016,-23.04064,0.0182858,25.52884,28.72399,-43.47566,-21.35056,56.79686,5.713843,2.006039,24.84677,25.09883,0.1612454,26.33264,49.82988,55.38846,17.80899,-20.91756,-23.47512,36.42115,47.39044,-35.741,-36.14597,69.78146,34.83008,-14.38694,-40.66837,55.45074,-0.166062,26.33125,24.82751,34.94854,0.1400076,51.33,49.8615,70.32738,0.1400038,51.33,24.86149,55.61098,4.043796,1.467053,-0.09173127,3.934103,8.145322,2.085345,-24.91466,25.85008,21.46521,6.126421,-45.69004,50.39433,2.035124,26.38284,-0.1751444,24.96706,0.14,51.33,-0.1385164,49.80276,1.623218,26.38172,-25.17554,35.28382,7.796992,27.54763,-49.47548,56.22452,0.1399962,51.33,-25.13853,55.73428,0.1399924,51.33,-50.13853,70.52267
