frame,x0,y0,z0,sdf0,x1,y1,z1,sdf1,x2,y2,z2,sdf2,x3,y3,z3,sdf3,x4,y4,z4,sdf4,x5,y5,z5,sdf5,x6,y6,z6,sdf6,x7,y7,z7,sdf7,x8,y8,z8,sdf8,x9,y9,z9,sdf9,x10,y10,z10,sdf10,x11,y11,z11,sdf11,x12,y12,z12,sdf12,x13,y13,z13,sdf13,x14,y14,z14,sdf14,x15,y15,z15,sdf15,x16,y16,z16,sdf16,x17,y17,z17,sdf17,x18,y18,z18,sdf18,x19,y19,z19,sdf19,x20,y20,z20,sdf20,x21,y21,z21,sdf21,x22,y22,z22,sdf22,x23,y23,z23,sdf23,x24,y24,z24,sdf24
126,-3.317945,-48.03971,20.49484,52.78469,-13.61741,-22.37018,41.24497,48.8526,-24.45448,-42.98967,32.84446,59.64361,2.755887,-23.52311,22.14027,32.67131,-1.190003,-46.74363,-4.906301,47.54106,-7.940279,1.74474,44.57679,44.79395,-0.9846926,-21.83282,-3.050732,22.58893,-17.15353,-44.93892,-24.03277,54.1524,5.290585,1.33647,23.19743,23.28267,-2.198037,26.48038,48.45108,54.27508,-11.5705,-20.74291,-25.59564,35.05801,-37.42495,-40.43903,-38.69729,67.48518,-26.59497,-18.79109,-45.91611,56.16957,5.783943,26.9943,24.76207,35.83337,0.1400076,51.33,49.8615,70.32561,0.1400038,51.33,24.86149,55.60875,-5.674864,2.423741,0.753356,5.445853,-13.01728,4.109256,-23.62268,26.67396,-18.6083,4.785142,-47.97798,51.11729,0.4183124,26.62734,-0.1698232,25.10047,0.14,51.33,-0.1385164,49.80026,-2.346707,26.45706,-25.02025,35.25362,-7.116184,27.41197,-49.78315,56.29622,0.1399962,51.33,-25.13853,55.73204,0.1399924,51.33,-50.13853,70.52091
127,38.8984,-40.23907,22.31958,60.21943,17.09336,-21.3613,42.45481,50.33242,19.48551,-45.84581,37.03535,62.22889,32.2571,-15.96746,23.15988,42.43019,33.05378,-41.00666,-2.285502,52.80551,13.34904,3.097164,46.00567,47.35003,27.4529,-16.66544,-1.812167,31.91416,14.58241,-44.21912,-18.86505,50.54681,24.53401,7.785521,24.1051,34.30359,10.3586,28.52603,49.34166,56.86455,15.94442,-19.75566,-23.7688,34.7138,-6.705106,-44.98225,-32.43883,56.2385,0.4833186,-23.45096,-43.49762,49.41369,15.06327,31.27771,24.94506,41.37477,0.1400076,51.33,49.8615,70.32589,0.1400038,51.33,24.86149,55.6091,15.0415,5.149879,1.132525,14.79485,6.950219,3.530214,-22.48236,23.06262,-1.009514,1.36683,-46.08571,45.60715,13.36446,30.03797,-0.3650455,31.2935,0.14,51.33,-0.1385164,49.80066,9.635584,28.20725,-25.02245,37.58995,3.364671,26.54585,-49.51065,55.28008,0.1399962,51.33,-25.13853,55.7324,0.1399924,51.33,-50.13853,70.52119
128,66.12419,-20.51854,24.01883,72.48862,45.2046,-7.240747,49.29865,66.4578,63.64221,-24.3112,48.60683,82.99895,45.8121,-5.698861,24.35024,51.24257,60.45399,-27.39552,0.5930815,65.71308,25.74548,8.450793,49.77571,55.73323,42.19869,-10.32791,0.09968476,42.56756,67.96487,-19.90798,-22.04297,73.35654,24.66587,7.63098,24.74763,34.60693,10.02518,28.3744,49.75767,57.04411,47.40095,-5.745654,-23.92107,52.4455,77.11517,-8.674331,-42.52576,87.52632,54.38556,1.279577,-46.87006,70.80035,11.2723,28.94744,24.79342,38.31759,0.1400076,51.33,49.8615,70.32744,0.1400038,51.33,24.86149,55.61105,24.63051,7.718297,-0.2532262,24.39134,28.18679,10.21008,-24.97556,37.7884,33.33337,14.59801,-49.03968,59.97146,11.31256,28.87253,-0.1843214,29.31283,0.14,51.33,-0.1385164,49.80284,11.80384,29.22379,-25.18202,38.91193,13.23844,30.03098,-50.11274,58.75085,0.1399962,51.33,-25.13853,55.73435,0.1399924,51.33,-50.13853,70.52274
129,49.87524,-33.31772,25.25277,64.38989,33.07841,-14.45466,50.05911,60.96243,51.71819,-31.26034,50.09809,77.79066,31.51438,-16.15885,25.17055,42.66149,47.87058,-35.5375,0.4275046,58.98508,16.14169,3.938521,49.68389,51.53457,31.59436,-16.57298,0.01709847,34.8364,61.35299,-23.62953,-16.93627,66.90102,17.91161,4.805853,24.85486,29.82427,5.839776,26.98921,49.7837,55.85745,41.16022,-9.473793,-21.9597,46.50054,75.85413,-4.85399,-25.27359,78.76738,55.53548,5.081604,-36.58089,65.33047,5.882447,27.00469,24.78161,35.73668,0.1400076,51.33,49.8615,70.33025,0.1400038,51.33,24.86149,55.61459,17.37565,4.443652,-0.1380434,16.2727,22.78237,7.254332,-24.52692,32.91803,34.69798,16.34959,-44.53031,57.43319,6.69842,27.0537,-0.2742752,26.15145,0.14,51.33,-0.1385164,49.80679,7.815176,27.55517,-25.23876,36.75114,13.67383,30.32239,-49.5014,58.40851,0.1399962,51.33,-25.13853,55.73788,0.1399924,51.33,-50.13853,70.52554
130,-26.23902,-45.04741,24.5956,58.29451,-26.25782,-18.73905,47.85925,57.90429,-39.738,-39.63733,44.92536,72.38259,-17.22219,-21.6358,24.72849,37.55846,-24.03944,-45.66908,-0.2458505,52.37411,-16.25575,4.151192,48.8225,51.29549,-16.58821,-21.80221,-0.3026494,28.17434,-27.16929,-44.7922,-25.0331,58.7127,-9.620646,2.184925,24.77994,26.38961,-5.883831,27.06761,49.68865,55.98898,-18.44506,-21.28451,-25.23396,38.27325,-36.65133,-41.52196,-47.84374,73.65517,-26.36335,-18.77193,-48.81046,58.74549,-3.063524,26.53242,24.85571,35.31574,0.1400076,51.33,49.8615,70.32824,0.1400038,51.33,24.86149,55.61206,-8.832428,2.079442,-0.2127761,9.147886,-10.92374,2.552541,-25.19687,27.3139,-18.06615,4.811142,-49.04901,52.17229,-4.295124,26.65836,-0.1897964,25.62204,0.14,51.33,-0.1385164,49.80396,-4.356218,26.73492,-25.1937,35.85381,-7.460123,27.52073,-49.98899,56.66783,0.1399962,51.33,-25.13853,55.73536,0.1399924,51.33,-50.13853,70.52354
131,-50.50168,-34.82752,24.76133,66.54905,-43.41114,-9.354867,48.17514,65.47742,-60.69647,-27.43574,46.35957,81.34826,-35.75166,-14.50628,24.94802,46.13451,-58.03697,-28.66672,1.678828,65.12124,-27.30134,9.739427,49.18852,56.6475,-39.30254,-12.17851,0.266284,41.39607,-67.88123,-18.82465,-19.08375,73.17754,-22.42386,6.638896,24.85609,33.7458,-11.14161,29.0148,49.81952,57.80642,-46.5388,-5.960745,-22.84161,52.2174,-80.30759,-0.09189188,-30.13118,85.70853,-58.5001,7.682533,-40.06158,71.0892,-9.659415,28.32825,24.8749,37.792,0.1400076,51.33,49.8615,70.32626,0.1400038,51.33,24.86149,55.60957,-22.68325,6.811037,-0.1472997,23.35098,-27.00052,9.494894,-24.81483,37.46436,-36.68975,18.27949,-46.11856,61.17881,-10.35003,28.55918,-0.2064971,29.07482,0.14,51.33,-0.1385164,49.80119,-10.60879,28.76679,-25.20246,38.57587,-15.13454,31.54657,-49.69482,59.86474,0.1399962,51.33,-25.13853,55.73287,0.1399924,51.33,-50.13853,70.52157
132,-34.397,-41.37873,26.41095,60.24469,-16.13834,-21.88503,49.74999,56.64587,-28.12416,-43.99631,50.46676,72.80759,-21.04884,-20.22447,25.28788,38.75373,-41.69112,-37.85624,2.684669,56.68819,-8.3338,1.86381,49.7257,49.95205,-25.84296,-18.60795,0.8109789,32.09185,-50.15113,-33.00356,-20.33253,63.55041,-10.93407,2.631617,24.86815,26.7758,-2.200069,26.44033,49.74866,55.4121,-31.90457,-15.93445,-23.28962,42.60509,-57.90576,-28.72567,-43.76994,78.06412,-38.88657,-12.59411,-47.09964,62.17598,-3.493116,26.59779,24.78146,35.29309,0.1400076,51.33,49.8615,70.32556,0.1400038,51.33,24.86149,55.60868,-13.86383,3.421717,0.0565844,13.72203,-17.94345,4.76539,-24.53082,30.21299,-24.08069,7.489343,-48.61186,54.20128,-5.153561,26.8517,-0.1442136,25.86224,0.14,51.33,-0.1385164,49.8002,-6.383169,27.19458,-25.11295,36.35106,-9.203938,28.13779,-49.94202,57.09026,0.1399962,51.33,-25.13853,55.73198,0.1399924,51.33,-50.13853,70.52087
133,-47.32384,-35.28948,20.83385,62.57985,-22.61362,-18.44185,39.08469,48.60843,-24.52679,-42.0505,29.09858,56.92094,-38.99165,-11.2409,21.4006,45.51826,-36.0377,-39.02589,-1.555001,53.30736,-22.11207,5.419462,46.33532,50.96663,-30.29055,-14.68505,-2.383912,33.57998,-16.5835,-42.97327,-16.99187,49.45258,-27.48749,10.95856,22.25232,36.12504,-13.81403,30.60815,49.08774,58.41805,-17.94202,-18.72689,-23.73884,35.14586,8.46005,-41.54802,-20.67522,47.60807,4.189053,-21.07726,-35.78305,41.78399,-8.876743,28.01665,24.72395,37.12724,0.1400076,51.33,49.8615,70.32613,0.1400038,51.33,24.86149,55.6094,-21.47612,8.485269,-1.884301,22.17554,-15.25264,5.85034,-26.92476,30.74806,-1.368413,0.500263,-47.01395,46.53287,-4.765328,26.98048,0.06798939,25.8588,0.14,51.33,-0.1385164,49.801,-2.134191,26.44942,-24.78956,35.06162,2.732758,26.47183,-49.27428,55.02944,0.1399962,51.33,-25.13853,55.7327,0.1399924,51.33,-50.13853,70.52143
134,-70.04365,-19.35409,22.58417,75.45753,-56.7926,2.518219,47.16061,72.99425,-77.20863,-11.99525,45.38165,89.62118,-49.57919,-4.852384,24.38508,54.66716,-63.65282,-25.25489,-1.217347,67.96621,-37.51407,18.37926,48.41937,62.89998,-47.3327,-6.338058,-0.6021547,46.96703,-56.08371,-30.59511,-24.44352,68.00777,-32.46266,13.36517,24.57075,41.7021,-16.30293,32.50657,49.72783,60.4517,-43.80578,-8.858038,-25.22532,50.62982,-39.75919,-40.07867,-41.29905,69.79331,-28.60851,-17.63613,-43.09129,54.25832,-15.2914,31.66006,24.76101,41.5919,0.1400076,51.33,49.8615,70.32797,0.1400038,51.33,24.86149,55.61173,-31.90707,13.27498,-0.4195642,33.26367,-30.86823,12.53236,-25.43873,40.79181,-20.4664,5.650507,-47.10236,50.88913,-17.55901,33.74258,-0.2163534,36.41955,0.14,51.33,-0.1385164,49.80359,-16.50432,32.69117,-25.1779,43.02312,-11.60957,29.27781,-49.61018,57.67009,0.1399962,51.33,-25.13853,55.73502,0.1399924,51.33,-50.13853,70.52327
135,-28.46676,-43.2983,25.32916,57.54797,-13.60085,-22.45674,49.78702,56.00756,-23.4408,-45.52596,49.71626,71.26187,-15.97949,-21.53131,24.91566,36.36295,-26.90071,-44.39014,0.2874728,51.8642,-8.641084,2.04513,49.77932,49.89644,-15.82075,-21.9951,-0.128313,26.96755,-42.499,-36.1234,-17.42253,57.97252,-6.729543,1.689011,24.8402,25.03637,-3.404493,26.57775,49.82631,55.55268,-25.7635,-17.9365,-22.70292,38.17969,-60.43639,-21.85492,-27.75458,69.10787,-42.40757,-7.958323,-38.6947,56.99415,-2.585752,26.48373,24.83868,35.10737,0.1400076,51.33,49.8615,70.3324,0.1400038,51.33,24.86149,55.61731,-7.739272,1.960624,-0.1406445,6.458935,-12.10813,2.88022,-24.91391,26.90439,-24.93657,8.517274,-45.62099,51.63226,-2.762551,26.46485,-0.2232277,25.00806,0.14,51.33,-0.1385164,49.80982,-2.884751,26.51723,-25.22434,35.41698,-8.543027,27.89552,-49.62212,56.45069,0.1399962,51.33,-25.13853,55.7406,0.1399924,51.33,-50.13853,70.52768
136,36.43221,-41.62319,24.70689,61.36036,35.64819,-14.71854,48.04576,61.91312,43.99109,-38.54166,48.3371,76.45161,28.20662,-18.04722,24.40837,42.03782,30.792,-43.58647,0.1546946,54.25239,22.33755,6.420711,49.13396,54.1373,25.89889,-19.0866,-0.4588537,33.04738,20.47308,-45.84026,-22.51,55.73354,17.7009,4.63773,24.68735,30.64662,8.272798,27.69072,49.8088,56.74212,20.3773,-20.84749,-24.77843,38.83436,10.86122,-47.86586,-45.69357,67.45638,11.7137,-22.84917,-48.20601,54.76527,7.66468,27.48893,24.81409,36.78166,0.1400076,51.33,49.8615,70.33385,0.1400038,51.33,24.86149,55.61915,16.69342,4.266684,-0.291665,17.43429,15.29706,3.631089,-25.18963,29.58412,9.544436,2.025196,-49.46058,50.07021,6.669594,27.16332,-0.169631,26.72031,0.14,51.33,-0.1385164,49.81187,8.074562,27.62206,-25.12174,37.17723,5.872566,27.00129,-50.04669,56.29475,0.1399962,51.33,-25.13853,55.74243,0.1399924,51.33,-50.13853,70.52914
137,53.69282,-32.40718,25.39739,68.16988,34.78038,-15.08739,49.86699,62.75636,50.66936,-34.55426,50.12159,79.57162,37.31224,-13.54279,25.04354,47.25158,56.63809,-30.191,0.5283347,64.74,20.58592,5.485236,49.69146,53.71988,38.21564,-13.31085,-0.01008315,40.92131,66.17587,-19.76442,-20.09925,72.30982,22.913,6.899609,24.87597,34.25908,9.273669,28.06501,49.7977,57.02444,44.2316,-8.243425,-23.74026,51.10821,75.33885,-8.105386,-40.43489,86.05527,51.99617,-0.7127992,-46.41306,69.70105,10.26165,28.47597,24.81711,38.07592,0.1400076,51.33,49.8615,70.3299,0.1400038,51.33,24.86149,55.61416,22.76894,6.732323,-0.1268606,23.59759,25.61439,8.403316,-24.91202,36.43877,30.32902,11.42186,-49.28125,58.6266,10.09166,28.28156,-0.1729393,28.79044,0.14,51.33,-0.1385164,49.8063,11.13181,28.87333,-25.14594,38.82221,13.07987,29.93571,-50.06966,58.92098,0.1399962,51.33,-25.13853,55.73745,0.1399924,51.33,-50.13853,70.52519
138,20.98458,-45.53078,25.87373,56.87842,7.058008,-23.42803,49.43595,55.14984,12.52361,-47.88658,49.2749,70.11469,10.32847,-22.86154,24.65895,35.45526,33.44642,-40.31544,4.635657,53.09811,4.855964,1.475068,49.694,49.46735,18.29302,-20.77608,0.939252,28.20092,44.87799,-35.6241,-17.09725,60.17048,4.909628,1.539832,24.67871,24.73695,1.133363,26.34411,49.82915,55.41003,29.35007,-16.18737,-21.0132,39.7462,61.36825,-25.46991,-32.99343,74.32825,44.30544,-7.879138,-39.27238,59.62741,1.440726,26.36349,24.82884,35.01681,0.1400076,51.33,49.8615,70.32722,0.1400038,51.33,24.86149,55.61077,7.683422,2.00181,-0.1574707,7.588005,14.85363,3.948027,-24.10658,28.14653,27.34443,9.567673,-45.0267,53.04409,1.815693,26.30193,-0.2536404,24.86535,0.14,51.33,-0.1385164,49.80253,3.872028,26.61775,-25.16689,35.63701,10.06855,28.3943,-49.4401,56.95919,0.1399962,51.33,-25.13853,55.73407,0.1399924,51.33,-50.13853,70.52251
139,-17.43437,-46.30499,22.01595,54.5245,-14.25921,-22.54688,48.14842,54.96337,-24.03235,-45.57223,46.1361,69.32624,-7.014112,-23.41032,24.13612,34.54926,-9.740767,-47.31393,-2.028127,48.84834,-9.171995,1.911344,49.21917,49.56603,-7.292075,-22.31927,-1.228588,23.97895,-24.46872,-45.10682,-22.22315,56.23619,-6.04178,1.713539,24.64071,24.86915,-4.213362,26.71155,49.91316,55.78713,-19.09859,-20.79835,-23.20316,36.62015,-21.78723,-46.55143,-47.37096,70.07428,-17.46074,-21.89491,-48.32019,55.7468,-2.661471,26.49049,24.9608,35.25087,0.1400076,51.33,49.8615,70.3258,0.1400038,51.33,24.86149,55.60899,-9.668216,2.435163,-0.08883472,9.225741,-13.57006,3.5488,-24.45068,27.55547,-12.29862,2.538882,-49.40099,50.4204,-4.304405,26.85401,0.03895096,25.67297,0.14,51.33,-0.1385164,49.80053,-6.260019,27.16376,-24.8813,36.1153,-6.210893,27.14407,-49.96331,56.2124,0.1399962,51.33,-25.13853,55.73228,0.1399924,51.33,-50.13853,70.5211
140,36.31962,-41.36003,22.64212,59.5253,14.32488,-21.90622,41.82539,49.20505,15.17413,-46.17608,35.08866,60.1567,30.77647,-16.7881,23.55262,41.89904,34.99974,-40.80174,-2.595422,53.8773,11.84947,2.61353,46.00336,46.94407,27.43985,-16.99941,-1.594569,32.07596,19.15539,-44.59769,-21.56996,53.35727,23.45131,7.09423,24.26473,33.54399,9.228384,28.04836,49.30535,56.41877,17.56185,-19.79183,-24.3656,35.8773,0.129418,-47.06388,-37.9258,60.74899,4.491854,-23.43489,-45.64761,51.45526,14.26277,30.70026,24.96008,40.69171,0.1400076,51.33,49.8615,70.32588,0.1400038,51.33,24.86149,55.60909,15.11127,4.755762,0.8176509,14.74134,7.728245,3.15148,-23.03901,23.78296,0.545837,1.220531,-46.90752,46.4083,12.51548,29.59714,-0.3121395,30.54927,0.14,51.33,-0.1385164,49.80065,9.173819,28.02476,-25.03593,37.35878,3.621317,26.58123,-49.61103,55.39981,0.1399962,51.33,-25.13853,55.73239,0.1399924,51.33,-50.13853,70.52119
141,66.28183,-20.74861,24.22212,72.76614,45.73135,-6.86955,49.5089,66.91981,64.5892,-23.46431,49.01158,83.70045,45.83049,-6.20819,24.51596,51.40634,60.92236,-27.30589,0.6646186,66.09988,26.30095,8.851682,49.84895,56.10231,42.7444,-10.15716,0.1462622,43.05123,68.18044,-20.19758,-22.17984,73.67727,25.25566,7.985095,24.79713,35.11564,10.18064,28.44047,49.7324,57.0794,47.86223,-5.600573,-23.89577,52.82462,78.6946,-6.877873,-40.58503,87.81699,56.14934,2.980336,-45.79799,71.4785,11.83335,29.23377,24.79708,38.683,0.1400076,51.33,49.8615,70.32743,0.1400038,51.33,24.86149,55.61104,25.23182,8.007144,-0.2014608,25.049,28.5149,10.18426,-25.09774,38.099,34.64056,15.36369,-48.7753,60.65159,12.27048,29.38298,-0.174592,30.14059,0.14,51.33,-0.1385164,49.80283,12.95981,29.86558,-25.16486,39.70167,14.80573,31.08622,-50.03823,59.56205,0.1399962,51.33,-25.13853,55.73434,0.1399924,51.33,-50.13853,70.52273
142,51.00179,-32.78477,24.53432,64.69169,35.92664,-13.02348,49.52435,61.73431,57.29878,-26.11829,47.78539,78.20823,32.67341,-15.61142,24.873,43.10733,47.11965,-36.21539,-0.02306457,58.8153,18.43116,4.836213,49.72141,52.34022,31.1717,-16.97534,-0.2118845,34.67424,60.6981,-24.35198,-17.34618,66.68823,18.3049,4.840051,24.78765,29.99475,6.546067,27.16325,49.77079,55.99183,40.54037,-10.18217,-22.37635,46.33309,75.00256,-7.308946,-29.10289,79.49635,54.10509,2.649034,-39.19888,65.5606,6.420604,27.139,24.7717,35.90301,0.1400076,51.33,49.8615,70.33026,0.1400038,51.33,24.86149,55.61462,17.57219,4.455746,-0.2034006,16.46691,22.42102,6.862942,-24.74443,32.77249,33.14408,14.4425,-46.01374,57.23417,7.417881,27.30114,-0.2347703,26.55521,0.14,51.33,-0.1385164,49.80681,8.243149,27.68274,-25.21296,36.90541,13.11149,29.96285,-49.71078,58.28799,0.1399962,51.33,-25.13853,55.7379,0.1399924,51.33,-50.13853,70.52555
143,-10.16899,-47.93233,24.47051,55.3363,-7.035649,-23.28494,49.61647,55.31494,-15.80699,-46.91087,48.80606,69.91345,-6.363061,-23.24319,24.62441,34.82254,-5.037683,-48.51712,-0.1219105,49.39671,-1.623991,1.120446,49.75154,49.31346,-3.236262,-23.58165,-0.2174046,24.45069,-6.146727,-48.50073,-25.09732,55.46627,-2.33534,1.430675,24.75291,24.46116,0.8364926,26.33551,49.78553,55.34773,-5.493299,-23.46915,-25.10989,35.1517,-4.441452,-48.45261,-50.08715,70.10685,-0.7255152,-23.70298,-49.68122,55.01981,0.1040978,26.3287,24.79241,34.92958,0.1400076,51.33,49.8615,70.32919,0.1400038,51.33,24.86149,55.61327,-1.468119,1.385503,-0.2323812,1.863801,-4.279448,1.496557,-25.10303,25.12743,-1.155598,1.297515,-49.91113,49.45242,-1.909835,26.38189,-0.1358904,25.00281,0.14,51.33,-0.1385164,49.80531,-2.603221,26.48211,-25.12101,35.4284,-0.9858023,26.35904,-50.09317,55.663,0.1399962,51.33,-25.13853,55.73656,0.1399924,51.33,-50.13853,70.52448
144,-47.87401,-36.30654,24.94347,65.54379,-45.67701,-7.64268,45.61714,65.02669,-61.40726,-27.1997,43.88839,80.51054,-34.04768,-15.34057,24.86476,45.14815,-53.04863,-32.71942,0.7801962,62.85,-29.28882,11.12115,47.68219,56.65078,-36.38019,-14.10877,-0.02610488,39.4194,-60.78568,-26.66155,-22.20919,70.37331,-20.89615,5.918923,24.7777,32.63736,-11.41507,29.16524,49.63019,57.79309,-41.93826,-10.04035,-24.05914,49.57258,-75.91913,-9.901336,-32.90242,83.46845,-55.55283,2.719436,-40.71287,68.84504,-8.2847,27.78956,24.86764,37.08529,0.1400076,51.33,49.8615,70.32679,0.1400038,51.33,24.86149,55.61023,-21.55945,6.270143,-0.2116994,22.22999,-24.64896,7.971985,-25.05955,35.715,-35.3334,16.40299,-46.02997,59.85915,-9.661649,28.25964,-0.2477073,28.58506,0.14,51.33,-0.1385164,49.80193,-9.801459,28.4017,-25.25014,38.15336,-14.84318,31.33332,-49.62442,59.65021,0.1399962,51.33,-25.13853,55.73353,0.1399924,51.33,-50.13853,70.52209
145,-32.80882,-42.92098,24.98966,59.8579,-21.48781,-20.3837,49.90915,57.96428,-33.11698,-42.66747,49.991,73.76903,-21.74764,-20.39818,24.90959,38.99144,-40.60239,-38.7842,1.564616,56.50126,-11.87993,2.693629,49.84981,50.81001,-25.09933,-19.21498,0.2356139,31.87158,-49.71884,-32.8973,-20.95549,63.35949,-13.03101,3.039567,24.86935,27.72252,-3.898246,26.65825,49.7834,55.63964,-31.11224,-16.33113,-23.86003,42.49566,-55.03027,-31.06001,-45.39017,77.83223,-37.07671,-13.611,-47.97128,61.96704,-4.838198,26.82919,24.79739,35.63149,0.1400076,51.33,49.8615,70.32556,0.1400038,51.33,24.86149,55.60868,-13.79083,3.29935,-0.1140203,13.63409,-17.34227,4.516548,-24.81292,30.0638,-22.47528,6.650669,-49.18994,53.9387,-5.731134,26.96966,-0.1571779,26.10055,0.14,51.33,-0.1385164,49.8002,-6.522206,27.23048,-25.14555,36.42435,-8.763413,27.9675,-50.03039,57.0177,0.1399962,51.33,-25.13853,55.73198,0.1399924,51.33,-50.13853,70.52087
146,-46.65769,-36.19502,21.68112,62.89851,-21.06488,-19.01792,38.34405,47.56144,-23.25899,-42.5788,28.23269,56.36081,-38.93105,-12.00821,22.02402,45.97096,-36.38446,-39.43391,-1.178578,53.83366,-20.584,4.6939,46.07053,50.03458,-31.80023,-14.8813,-2.511603,35.01964,-16.40882,-42.90472,-16.02621,49.01434,-28.16683,10.53032,22.66378,36.77234,-13.42469,30.33596,49.29414,58.36552,-18.76744,-18.98231,-23.4315,35.50542,8.61446,-39.98985,-17.93468,45.11773,4.104099,-20.75876,-34.44208,40.47617,-11.51883,29.22254,24.39725,38.48013,0.1400076,51.33,49.8615,70.32613,0.1400038,51.33,24.86149,55.6094,-22.00623,7.811316,-1.408622,22.43387,-16.47655,5.601445,-26.69206,31.12503,-1.807127,0.3916119,-46.26032,45.79464,-6.741555,27.54819,0.09643464,26.82694,0.14,51.33,-0.1385164,49.80099,-4.803528,26.85433,-24.81434,35.616,1.497065,26.3893,-49.04121,54.73428,0.1399962,51.33,-25.13853,55.7327,0.1399924,51.33,-50.13853,70.52143
147,-69.93146,-18.82079,21.41982,74.87514,-56.09949,2.148829,46.78588,72.21684,-75.66988,-13.68694,45.1887,88.48081,-50.49775,-2.961975,22.97792,54.72073,-59.94731,-27.26377,-0.4498567,65.38945,-38.06216,19.44908,47.26238,62.65175,-46.4477,-6.314925,-1.360341,46.10651,-48.25694,-34.79684,-21.2446,62.91136,-31.31273,12.99269,24.13754,40.47101,-16.20625,32.42584,49.54348,60.23478,-40.36747,-11.19912,-25.11051,48.22368,-27.3798,-42.994,-33.06217,60.79252,-23.41513,-19.58251,-41.58853,51.28965,-12.69265,29.87644,24.92159,39.54047,0.1400076,51.33,49.8615,70.32796,0.1400038,51.33,24.86149,55.61172,-27.39971,10.07737,-0.3818216,27.93637,-28.80018,10.95703,-25.4273,38.85967,-16.43595,4.004417,-46.01298,48.30362,-10.92801,28.85984,-0.5653743,29.24459,0.14,51.33,-0.1385164,49.80358,-15.53961,31.89286,-24.95096,41.96119,-9.951762,28.47517,-49.48781,56.88191,0.1399962,51.33,-25.13853,55.73501,0.1399924,51.33,-50.13853,70.52326
148,-46.82912,-34.71395,23.17377,62.2602,-33.98891,-14.01778,48.50707,60.20295,-55.08464,-27.22144,45.54416,75.82648,-29.69461,-16.43606,23.9919,40.96122,-41.4605,-38.27403,-1.183785,56.10698,-16.98357,4.27153,49.4982,51.69604,-27.01637,-17.87921,-0.7613763,31.8817,-46.81368,-33.54801,-25.14599,62.35479,-14.71062,3.555188,24.62324,27.92275,-7.012642,27.38088,49.74131,56.13841,-28.44722,-16.24247,-25.66844,41.03174,-58.74326,-20.24618,-42.75741,74.63472,-36.91848,-8.660559,-47.86728,60.27871,-5.923393,27.07912,24.76435,35.81384,0.1400076,51.33,49.8615,70.33103,0.1400038,51.33,24.86149,55.61559,-13.44845,3.478757,-0.3480243,12.4467,-12.83024,3.270814,-25.44768,27.7626,-16.34522,5.35463,-50.10983,52.16131,-3.662028,26.4875,-0.1541597,25.12508,0.14,51.33,-0.1385164,49.8079,-2.520955,26.47344,-25.12668,35.30349,-2.417443,26.46125,-50.15488,55.75899,0.1399962,51.33,-25.13853,55.73887,0.1399924,51.33,-50.13853,70.52631
149,19.98759,-46.30157,24.564,56.82291,20.15765,-20.83112,49.08443,57.26348,32.12797,-43.02169,46.16982,71.4198,14.71479,-21.91404,24.71019,36.71965,10.08679,-47.63359,1.201141,49.43436,9.983187,1.993331,49.74639,50.46262,10.78865,-22.68198,-0.0176086,25.99954,0.6749925,-48.13484,-21.95849,53.37305,10.15501,2.669162,24.76384,26.72701,4.439241,26.69778,49.81788,55.80898,4.803216,-23.25914,-24.28809,34.3431,-14.22686,-47.17794,-42.17865,64.89787,-13.42002,-21.88791,-41.32351,48.34747,2.199082,26.41277,24.91941,35.21789,0.1400076,51.33,49.8615,70.33543,0.1400038,51.33,24.86149,55.62113,8.193801,2.126409,-0.1545562,8.802047,6.77305,1.640588,-25.1812,25.87314,-6.861884,1.755482,-46.14138,46.01262,2.89218,26.55511,-0.288207,25.32814,0.14,51.33,-0.1385164,49.81408,5.716529,26.969,-25.12012,36.23597,0.08523619,26.33654,-49.6314,55.22224,0.1399962,51.33,-25.13853,55.7444,0.1399924,51.33,-50.13853,70.5307
150,49.20792,-35.44115,24.83781,66.07282,41.46915,-10.1545,47.94699,64.28613,60.85096,-25.76529,44.73677,80.12619,33.71911,-15.59496,24.81139,45.02567,50.10162,-34.76742,-0.2036981,61.5989,24.27443,7.943005,49.22588,55.10339,35.01958,-14.82803,-0.2617158,38.52815,56.11929,-30.14886,-24.02178,68.57139,20.04834,5.329643,24.77276,32.06087,8.601539,27.80502,49.7779,56.77267,38.37198,-12.48478,-24.92447,47.7272,66.25743,-20.61714,-44.83086,82.88918,45.61044,-6.684424,-48.17167,66.72488,8.0714,27.62059,24.77967,36.87635,0.1400076,51.33,49.8615,70.32986,0.1400038,51.33,24.86149,55.61411,20.6494,5.787254,-0.2187032,21.31616,22.86697,7.122315,-25.05715,34.3939,27.0138,9.963401,-49.54364,56.93819,8.805572,27.79572,-0.1850357,27.8843,0.14,51.33,-0.1385164,49.80625,8.578064,27.7979,-25.1783,37.38736,9.658902,28.20947,-50.14917,57.46329,0.1399962,51.33,-25.13853,55.7374,0.1399924,51.33,-50.13853,70.52515
