frame,x0,y0,z0,sdf0,x1,y1,z1,sdf1,x2,y2,z2,sdf2,x3,y3,z3,sdf3,x4,y4,z4,sdf4,x5,y5,z5,sdf5,x6,y6,z6,sdf6,x7,y7,z7,sdf7,x8,y8,z8,sdf8,x9,y9,z9,sdf9,x10,y10,z10,sdf10,x11,y11,z11,sdf11,x12,y12,z12,sdf12,x13,y13,z13,sdf13,x14,y14,z14,sdf14,x15,y15,z15,sdf15,x16,y16,z16,sdf16,x17,y17,z17,sdf17,x18,y18,z18,sdf18,x19,y19,z19,sdf19,x20,y20,z20,sdf20,x21,y21,z21,sdf21,x22,y22,z22,sdf22,x23,y23,z23,sdf23,x24,y24,z24,sdf24
10,68.82932,-16.35895,18.94706,72.26065,53.91039,1.577571,45.26482,69.31139,77.49864,-3.820375,38.76975,85.60844,46.44064,-5.776911,22.57133,50.90096,60.07556,-26.42041,-2.219464,64.89257,31.85192,12.83765,48.65162,58.43042,40.11615,-11.40971,-0.934945,40.78111,53.58519,-32.51862,-25.58195,67.10113,26.28048,8.880832,24.50669,35.73881,13.94864,30.48463,49.67715,58.73852,35.97036,-14.37351,-25.41433,45.57136,68.57274,-16.21414,-37.16682,78.7251,47.82366,-4.500449,-45.03845,64.87248,11.31242,28.96012,24.86524,38.35381,0.1400076,51.33,49.8615,70.32832,0.1400038,51.33,24.86149,55.61216,22.33325,6.561204,-0.07617469,21.76628,21.07973,5.680661,-25.2928,32.27257,27.87247,10.01066,-48.95893,56.17841,9.449127,27.97815,-0.1446638,27.81319,0.14,51.33,-0.1385164,49.80408,9.106218,27.98791,-25.14679,37.29768,11.47383,29.04335,-50.04956,57.84711,0.1399962,51.33,-25.13853,55.73545,0.1399924,51.33,-50.13853,70.52361
11,31.44294,-43.31927,23.23563,58.06106,26.78158,-18.75693,48.31161,57.69561,40.46151,-39.81789,46.28781,72.73232,21.03749,-20.49445,24.03995,37.44743,23.71931,-45.788,-0.417777,51.51142,16.03743,3.796381,49.1964,50.99783,16.21948,-21.93583,-0.3282852,27.01561,22.03936,-46.19981,-25.36276,57.06499,11.34743,2.548044,24.68279,26.28085,5.912875,27.00469,49.77319,55.85183,14.76833,-22.18797,-25.28969,36.46411,37.71619,-41.02952,-44.12889,70.6299,26.13883,-18.88594,-47.27188,56.59491,4.052999,26.63585,24.84982,35.3062,0.1400076,51.33,49.8615,70.33163,0.1400038,51.33,24.86149,55.61635,8.896834,2.090085,-0.1936588,7.402791,8.32449,1.96613,-25.22057,25.76047,15.72826,3.777667,-49.03125,50.74979,3.68489,26.54464,-0.1789906,25.14912,0.14,51.33,-0.1385164,49.80875,3.011682,26.49626,-25.16994,35.35854,5.487569,26.91286,-50.05308,56.02227,0.1399962,51.33,-25.13853,55.73964,0.1399924,51.33,-50.13853,70.52692
12,-34.38609,-42.21719,24.23047,60.27239,-34.24002,-15.2417,47.11501,60.41135,-47.0003,-36.78901,45.12302,75.31706,-24.68227,-19.18443,24.34763,40.11003,-28.59653,-44.37163,-0.0884809,53.57054,-21.63924,6.309609,48.53487,53.21794,-20.19381,-20.82687,-0.1836557,29.78493,-28.40901,-44.52742,-25.08314,59.13197,-14.79498,3.776318,24.66239,28.79163,-8.461398,27.85002,49.68895,56.71449,-19.47735,-21.02991,-25.17758,38.62093,-38.91858,-40.57283,-47.42705,74.03314,-28.82733,-17.56873,-48.08005,58.94342,-5.330101,26.93443,24.90627,35.94935,0.1400076,51.33,49.8615,70.32835,0.1400038,51.33,24.86149,55.6122,-13.18275,3.294073,-0.2853422,13.6367,-11.13719,2.531404,-25.16486,27.37958,-17.4121,4.644426,-49.26849,52.14014,-4.277298,26.65255,-0.1653933,25.61519,0.14,51.33,-0.1385164,49.80412,-3.765485,26.6385,-25.16467,35.68858,-5.733378,27.02618,-50.09486,56.31172,0.1399962,51.33,-25.13853,55.73549,0.1399924,51.33,-50.13853,70.52364
13,-59.71369,-27.24065,21.94181,69.52037,-50.88674,-2.082279,44.82521,67.7392,-72.55592,-12.8084,37.8108,82.89105,-40.21151,-11.47091,24.26467,48.49083,-50.14694,-34.97227,0.09071641,61.61547,-30.755,12.31547,48.29458,58.10701,-35.48771,-14.73064,-0.1313562,38.76109,-53.43678,-32.80328,-24.60084,67.73434,-23.8322,7.40794,24.80726,34.80887,-12.4204,29.72186,49.74305,58.35387,-37.51874,-13.31396,-25.01147,47.19205,-66.29076,-22.40344,-43.34181,82.4744,-48.01764,-5.295961,-46.13779,66.7298,-9.765039,28.37784,24.91741,37.88691,0.1400076,51.33,49.8615,70.32633,0.1400038,51.33,24.86149,55.60966,-22.10306,6.606499,-0.124547,22.75283,-22.51917,6.681308,-25.16388,34.04995,-29.51426,11.3098,-48.71452,57.61958,-9.509662,28.20715,-0.172656,28.45234,0.14,51.33,-0.1385164,49.80128,-9.368398,28.21376,-25.17172,37.83253,-11.75415,29.34637,-50.042,58.28324,0.1399962,51.33,-25.13853,55.73296,0.1399924,51.33,-50.13853,70.52164
14,-29.28388,-44.17885,24.4292,58.72885,-22.92896,-19.95607,49.41796,57.94683,-30.88012,-43.70033,49.37756,73.00475,-22.42852,-20.00723,24.42067,38.86433,-25.14169,-45.40392,-0.2230958,52.38434,-13.62192,3.245315,49.64602,51.0733,-18.06071,-21.4258,-0.1515169,28.42373,-29.8016,-43.98355,-24.74576,58.97072,-12.33373,2.857095,24.74154,27.28098,-4.892235,26.84166,49.82111,55.83821,-21.70565,-20.26921,-24.85354,38.86781,-33.33296,-42.72538,-49.49435,73.5713,-21.7976,-20.42252,-49.86729,58.06157,-4.557145,26.77337,24.82152,35.57158,0.1400076,51.33,49.8615,70.32556,0.1400038,51.33,24.86149,55.60869,-10.60097,2.500037,-0.2007017,10.37099,-12.63876,3.033255,-25.01055,27.67022,-13.13241,3.022447,-50.00945,51.28633,-3.892281,26.58386,-0.151328,25.37491,0.14,51.33,-0.1385164,49.8002,-4.55047,26.76946,-25.1473,35.79288,-5.243498,26.91047,-50.12789,56.17355,0.1399962,51.33,-25.13853,55.73199,0.1399924,51.33,-50.13853,70.52087
15,-54.58484,-31.37182,26.11184,67.95394,-31.00983,-16.80646,47.74051,59.03632,-47.99944,-35.03928,49.93996,77.45335,-41.27123,-10.28119,25.89146,49.32502,-49.15357,-34.13233,1.634475,59.76927,-18.28301,4.69698,48.18911,51.08952,-43.14925,-9.912013,0.6561194,43.79506,-28.27459,-38.8884,-11.34309,49.58527,-25.64274,9.195371,24.44162,35.6908,-8.952345,28.04698,49.37653,56.45616,-29.00612,-14.83996,-19.36664,37.64283,-4.64255,-40.80902,-19.92239,46.04953,-7.392836,-18.79102,-31.83987,37.68283,-14.3888,30.99995,25.1502,41.10705,0.1400076,51.33,49.8615,70.32654,0.1400038,51.33,24.86149,55.60992,-32.31406,13.28561,0.6959925,33.85035,-26.21534,9.596292,-23.74249,35.72462,-9.38922,4.20488,-41.42217,42.04094,-17.9322,33.71508,-0.0363111,36.67007,0.14,51.33,-0.1385164,49.80157,-17.45083,33.59365,-25.03061,44.03552,-10.89056,28.93337,-49.01908,56.90274,0.1399962,51.33,-25.13853,55.73321,0.1399924,51.33,-50.13853,70.52184
16,-69.48104,-18.09649,19.91929,73.77372,-58.53793,5.098342,43.57475,72.16367,-75.50552,-13.04336,43.54899,87.33859,-48.92412,-4.118715,22.41843,53.0808,-60.51157,-26.82428,-2.08529,65.66472,-38.80954,20.28444,45.86958,62.26886,-41.57098,-10.56894,-0.7758531,42.15376,-55.0437,-31.25746,-26.07444,68.01199,-29.50419,11.52478,24.17896,38.66831,-17.81578,33.96723,49.05826,61.06547,-38.01777,-12.74801,-25.43261,46.84809,-50.25917,-34.53779,-50.4495,78.76551,-37.16861,-13.13656,-50.5138,63.48894,-12.08656,29.53552,25.13288,39.22073,0.1400076,51.33,49.8615,70.32874,0.1400038,51.33,24.86149,55.61271,-25.14914,8.420225,-0.2410135,25.20373,-22.71689,7.024217,-25.20103,33.60567,-23.58627,7.854943,-50.17376,55.13713,-10.34245,28.57088,-0.2129163,28.73683,0.14,51.33,-0.1385164,49.80468,-7.778668,27.6136,-25.0603,36.74543,-8.13712,27.74486,-50.14787,56.82653,0.1399962,51.33,-25.13853,55.736,0.1399924,51.33,-50.13853,70.52404
17,-38.87658,-38.62337,22.75868,58.97821,-28.91673,-16.31036,48.45628,58.12928,-45.86731,-34.84681,46.46378,73.48725,-23.75788,-18.7222,24.11447,38.19373,-29.0106,-43.97086,0.4216395,52.59642,-13.15205,3.050167,49.75761,50.7997,-18.0681,-21.50391,0.02739625,27.86944,-34.30993,-41.79096,-23.91265,58.8814,-10.48944,2.458342,24.86694,26.21424,-4.620517,26.79188,49.86707,55.75605,-21.81373,-19.95024,-24.6435,38.07022,-52.30016,-31.33134,-37.69542,71.03366,-36.14351,-13.0073,-43.87457,57.54182,-4.456957,26.75057,24.86301,35.45622,0.1400076,51.33,49.8615,70.33224,0.1400038,51.33,24.86149,55.61712,-9.256199,2.177277,-0.09877582,8.0015,-10.86094,2.51341,-25.21487,26.67626,-20.81273,6.331823,-47.82639,51.60241,-3.963408,26.61441,-0.1702628,25.27577,0.14,51.33,-0.1385164,49.8096,-3.043495,26.53159,-25.15486,35.3885,-6.440436,27.21891,-49.9487,56.17605,0.1399962,51.33,-25.13853,55.7404,0.1399924,51.33,-50.13853,70.52753
18,29.82842,-43.97319,24.36058,59.20699,30.02835,-17.3105,47.64546,59.20765,43.87182,-38.20358,44.22176,73.67691,20.4458,-20.78302,24.82248,38.85696,22.10798,-45.98482,0.3909865,51.85822,18.35398,4.749152,49.06446,52.34978,19.57375,-21.12223,-0.2011308,29.68682,13.90128,-47.16879,-23.19602,55.00858,12.35082,2.871717,24.88806,27.77081,5.953858,27.01058,49.84982,56.134,14.91189,-22.14915,-24.74411,36.92419,10.19852,-48.22956,-48.03743,69.19926,7.241487,-23.24937,-48.49113,54.34234,4.78542,26.76729,24.87448,35.74687,0.1400076,51.33,49.8615,70.33367,0.1400038,51.33,24.86149,55.61892,11.86691,2.749184,-0.1128616,12.41428,11.80666,2.650478,-25.09124,27.68631,7.600588,1.718155,-49.71892,49.95045,5.47941,26.92438,-0.1330251,26.17662,0.14,51.33,-0.1385164,49.81161,6.513444,27.15174,-25.10884,36.48962,5.147004,26.83566,-50.096,56.17887,0.1399962,51.33,-25.13853,55.7422,0.1399924,51.33,-50.13853,70.52895
19,50.39579,-34.8298,25.12217,66.73669,47.42493,-5.746652,44.2127,65.15098,66.68123,-20.52276,37.5642,79.54071,34.45751,-15.26724,25.08504,45.60919,53.69332,-32.23983,0.3097449,63.20322,29.01007,10.77323,47.7854,56.56981,36.94026,-13.67961,0.1384459,39.8483,60.31622,-26.15844,-23.02259,70.09606,20.6298,5.547465,24.86208,32.52345,11.39728,29.01091,49.66818,57.76266,40.14399,-11.39217,-24.55449,48.69173,63.22839,-24.48311,-47.91582,83.31441,42.92483,-9.665843,-49.2981,66.14688,8.340166,27.71199,24.89497,37.07883,0.1400076,51.33,49.8615,70.32976,0.1400038,51.33,24.86149,55.61398,21.94956,6.388398,-0.08915801,22.70773,23.22759,7.006669,-24.99006,34.56354,25.47341,8.223524,-49.86522,56.2426,9.905182,28.28955,-0.1376237,28.72518,0.14,51.33,-0.1385164,49.8061,9.925331,28.33099,-25.14301,38.08691,10.21289,28.44441,-50.12469,57.65172,0.1399962,51.33,-25.13853,55.73727,0.1399924,51.33,-50.13853,70.52505
20,13.51802,-47.52872,25.12239,55.87491,1.359029,-23.74359,48.19268,53.71065,0.9374465,-48.69934,46.6913,67.72353,11.4194,-22.57413,25.33949,36.03746,17.13842,-47.07771,0.2750445,50.6482,0.6433313,1.225251,49.17249,48.68066,11.66541,-22.68091,0.1207753,26.02841,24.51483,-45.42359,-23.55446,57.1639,6.624077,1.949554,24.98578,25.42552,1.045743,26.34718,49.8699,55.44281,15.58835,-21.95515,-24.55712,36.67034,36.29134,-41.8852,-45.4203,71.87837,27.31112,-18.59216,-46.48829,56.98723,1.161118,26.34731,24.87246,35.01823,0.1400076,51.33,49.8615,70.32653,0.1400038,51.33,24.86149,55.60991,7.911281,2.035923,0.01815085,7.704615,8.721939,2.076691,-24.90808,25.98907,17.96782,4.552482,-48.00743,50.96196,2.265885,26.39309,-0.1340177,24.98609,0.14,51.33,-0.1385164,49.80156,2.818568,26.47182,-25.13156,35.39128,7.103113,27.32133,-49.77733,56.26981,0.1399962,51.33,-25.13853,55.73321,0.1399924,51.33,-50.13853,70.52184
21,-3.525564,-48.02467,20.13104,52.64632,-18.0064,-20.28616,36.07096,45.13083,-26.9241,-42.0124,26.55261,56.82589,2.70645,-23.46416,22.23843,32.68845,1.138103,-46.87513,-4.763838,47.65331,-8.808167,1.664495,43.69261,44.08959,0.4089291,-21.95357,-3.131663,22.69845,-14.08775,-45.62564,-24.54201,54.08426,5.639236,1.32516,23.11445,23.27824,-1.082896,26.39105,48.58117,54.31457,-9.013329,-21.32719,-26.22849,35.14051,-33.46581,-42.20069,-40.51704,67.58107,-23.43239,-20.03252,-47.11293,56.20556,5.694288,26.98392,24.52685,35.65009,0.1400076,51.33,49.8615,70.3256,0.1400038,51.33,24.86149,55.60873,-3.879088,2.085607,0.009100005,3.58571,-12.03267,3.377121,-24.21315,26.67001,-17.26496,4.120502,-48.64226,51.23053,-1.323512,26.94397,0.008969113,25.45129,0.14,51.33,-0.1385164,49.80025,-4.721124,26.8133,-24.75732,35.56435,-7.069781,27.39656,-49.90447,56.39111,0.1399962,51.33,-25.13853,55.73203,0.1399924,51.33,-50.13853,70.5209
22,37.36309,-41.43207,23.62834,60.57338,19.89182,-20.99395,46.51803,54.54688,26.92345,-44.93394,46.07799,69.79263,30.4217,-17.26604,24.03004,42.10762,37.16549,-41.07775,-1.596208,55.44337,15.03903,3.480989,48.14755,49.89277,31.12914,-16.82892,-1.19657,35.08955,20.12619,-44.49198,-19.5982,52.85469,21.88079,6.231886,24.34568,32.40241,9.137296,28.00352,49.50245,56.55228,20.16084,-19.85971,-23.44046,36.61589,-0.2779264,-46.12381,-34.29905,57.81229,5.253051,-23.3479,-43.47079,49.57849,12.93422,29.85941,24.8648,39.59116,0.1400076,51.33,49.8615,70.32593,0.1400038,51.33,24.86149,55.60915,23.10803,7.120997,-0.6101579,23.04949,13.38439,4.202538,-23.36252,26.43134,3.442948,1.442594,-46.13692,45.74112,14.11743,30.44029,-0.3301601,31.9672,0.14,51.33,-0.1385164,49.80071,11.06373,28.85096,-25.09455,38.46331,5.146649,26.85025,-49.51498,55.54688,0.1399962,51.33,-25.13853,55.73244,0.1399924,51.33,-50.13853,70.52123
23,66.85403,-18.65022,23.52996,72.44887,45.6649,-6.628141,49.42285,66.77533,66.47141,-20.8655,48.43435,84.08939,45.39881,-6.034452,24.4318,50.95531,60.2639,-27.25714,0.9016104,65.47443,25.65486,8.357809,49.93174,55.8135,41.41701,-10.84649,0.3142157,41.94547,64.23383,-23.56758,-23.49768,71.59559,24.94808,8.333967,24.92419,35.05386,10.60616,28.62829,49.89872,57.38187,44.119,-8.280124,-24.41108,50.20062,71.35452,-15.42105,-46.07022,85.46314,50.69809,-1.087352,-47.38464,68.4404,10.36041,28.51414,24.90021,37.83194,0.1400076,51.33,49.8615,70.32753,0.1400038,51.33,24.86149,55.61117,24.37938,7.68471,-0.06507583,24.12744,25.10269,7.934309,-25.01716,35.1451,28.91997,11.00316,-49.53519,57.39096,10.96906,28.77995,-0.167449,29.10061,0.14,51.33,-0.1385164,49.80297,9.46637,28.14052,-25.10772,37.48402,10.91925,28.77902,-50.09531,57.6776,0.1399962,51.33,-25.13853,55.73446,0.1399924,51.33,-50.13853,70.52283
