frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5
0,0,2.661644E-05,-0.2255689,0,0,0,0.5305321,-0.9102094,0.4134045,-0.02481132,1,0.5,0,0,-0.4999265,0.2254283,0,0,0,0.5326173,-0.9083714,-0.07159139,0.4119903,1,1,1,0,-0.5000547,-0.2255458,0,0,0,0.4412655,-0.9965308,-0.07867564,-0.02713985,1,1,0,0,-6.574384E-06,0.2254924,0,0,0,0.6146113,-0.841549,0.3821901,0.3817406,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
1,0,6.386459E-05,-0.2254929,0,-0.007624082,0.002536179,0.5305457,-0.9101974,0.4134352,-0.02473727,1,0.5,0,0,-0.4999989,0.2254232,0,-0.001962484,-0.003983082,0.5326203,-0.9083688,-0.07166132,0.4119841,1,1,1,0,-0.4999979,-0.2256142,0,-0.005471709,-0.004983695,0.4412629,-0.9965335,-0.0786156,-0.02721256,1,1,0,0,5.991416E-06,0.2255274,0,-0.002509662,-0.0008091333,0.6146294,-0.8415353,0.3821952,0.3817658,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
2,0,-4.850704E-05,-0.225584,0,-0.002000055,-0.001651049,0.5305015,-0.9102365,0.4133439,-0.02482679,1,0.5,0,0,-0.5000536,0.225495,0,-0.006443264,0.003064425,0.5326538,-0.9083393,-0.07171192,0.4120404,1,1,1,0,-0.5000449,-0.2255243,0,-2.980233E-06,0.002030284,0.4412642,-0.9965322,-0.07866542,-0.02711701,1,1,0,0,-2.726563E-05,0.2254537,0,-0.01030257,0.003962965,0.6145886,-0.8415661,0.3821793,0.3817137,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
3,0,4.083381E-05,-0.2254007,0,0,0,0.5305339,-0.9102078,0.4134176,-0.02464808,1,0.5,0,0,-0.5001035,0.2257247,0,0,0,0.5327522,-0.9082528,-0.07175346,0.4122235,1,1,1,0,-0.4998459,-0.2252912,0,0,0,0.4412422,-0.9965554,-0.07845578,-0.02687,1,1,0,0,-4.419764E-05,0.2256339,0,0,0,0.6146508,-0.8415191,0.3821428,0.381854,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
4,0,-1.616272E-05,-0.22549,0,-0.006870189,-0.005190821,0.5305125,-0.9102268,0.4133709,-0.02473528,1,0.5,0,0,-0.4999127,0.2255271,0,0.00458956,-0.001583249,0.532657,-0.9083365,-0.07157525,0.4120701,1,1,1,0,-0.5001196,-0.2254826,0,-0.0101462,-0.002045185,0.4412689,-0.9965271,-0.07874437,-0.02707261,1,1,0,0,3.333165E-05,0.2255553,0,-0.002262281,0.001557917,0.6146505,-0.8415194,0.3822125,0.3817836,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
5,0,0.0001453804,-0.2255513,0,0.004192533,-0.0001229346,0.3284641,-0.8570076,0.51438,-0.03084181,1,0.5,0,0,-0.5000385,0.2254561,0,-0.003995003,0.008329008,0.3310202,-0.8543715,-0.08909351,0.5119684,1,1,1,0,-0.4998951,-0.2255042,0,0.007443133,0.009171668,0.2142905,-0.9939933,-0.1034525,-0.03570558,1,1,0,0,6.212416E-06,0.2254592,0,-0.003569427,0.004558267,0.4309118,-0.762693,0.4576225,0.457035,1,0.5,1,0,0.5,-0.225496,0,0,0,0.6671444,-0.6083223,0.7933894,-0.02184476,0,0,0,0,0.5,0.225496,0,0,0,0.7420237,-0.5716477,0.7455574,0.3425828,0,0,1
6,0,4.203466E-05,-0.2255312,0,-0.001340663,-0.001943112,0.2041048,-0.7953361,0.6050832,-0.03626045,1,0.5,0,0,-0.4999841,0.2255229,0,-0.005020203,-0.005455317,0.2072082,-0.7918461,-0.1046143,0.601694,1,1,1,0,-0.4999957,-0.225509,0,-0.0006034973,-0.008307401,0.06544328,-0.9903734,-0.1308632,-0.0451132,1,1,0,0,-9.131824E-05,0.2255153,0,-0.01044775,0.002802165,0.3222296,-0.681075,0.5179924,0.517514,1,0.5,1,0,0.5,-0.225496,0,0,0,0.5824629,-0.5173388,0.8554566,-0.02355369,0,0,0,0,0.5,0.225496,0,0,0,0.6628082,-0.4815928,0.796348,0.3659211,0,0,1
7,0,0.000115126,-0.2255625,0,0,0,0.1805347,-0.7787993,0.6261475,-0.03756243,1,0.5,0,0,-0.5000392,0.2252807,0,0,0,0.1835535,-0.7753599,-0.1083151,0.6221614,1,1,1,0,-0.4999286,-0.2256984,0,0,0,0.03574789,-0.9892712,-0.1379913,-0.04796738,1,1,0,0,-1.975947E-05,0.2254348,0,0,0,0.3020934,-0.6607708,0.5310856,0.5304055,1,0.5,1,0,0.5,-0.225496,0,0,0,0.5672516,-0.4966027,0.8676493,-0.02388939,0,0,0,0,0.5,0.225496,0,0,0,0.6486613,-0.4614067,0.8061559,0.3704277,0,0,1
8,0,0.0001264284,-0.2253439,0,0.006243634,0.009471182,0.1805336,-0.7788005,0.6261651,-0.03724116,1,0.5,0,0,-0.4999959,0.2255402,0,-0.001135469,0.001595915,0.1837103,-0.775182,-0.108227,0.6223984,1,1,1,0,-0.4999745,-0.2255129,0,0.002156199,-0.001707674,0.03574538,-0.9892759,-0.1380778,-0.04762127,1,1,0,0,5.04031E-05,0.2256815,0,0.0007660817,0.008507077,0.3022616,-0.6606324,0.5310617,0.5306019,1,0.5,1,0,0.5,-0.225496,0,0,0,0.5672516,-0.4966027,0.8676493,-0.02388939,0,0,0,0,0.5,0.225496,0,0,0,0.6486613,-0.4614067,0.8061559,0.3704277,0,0,1
9,0,0.0001255603,-0.225488,0,0,0,0.1349273,-0.7402422,0.6711407,-0.04014319,1,0.5,0,0,-0.5000159,0.2256268,0,0,0,0.1383859,-0.7362318,-0.1159422,0.6667234,1,1,1,0,-0.4998696,-0.2254073,0,0,0,-0.02355248,-0.9864675,-0.1550426,-0.05332654,1,1,0,0,5.598697E-05,0.2255208,0,0,0,0.2638663,-0.6152909,0.5577625,0.5570619,1,0.5,1,0,0.5,-0.225496,0,0,0,0.5387617,-0.4524618,0.891446,-0.0245446,0,0,0,0,0.5,0.225496,0,0,0,0.6222401,-0.4188052,0.8251354,0.3791488,0,0,1
