frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5
0,0,6.819944E-05,-0.2255306,0,0.002066565,0.001914055,0.5305483,-0.9101951,0.4134383,-0.02477378,1,0.5,0,0,-0.5000219,0.2254491,0,-0.004771354,0.001037121,0.5326327,-0.9083579,-0.07168274,0.4120043,1,1,1,0,-0.4999982,-0.2255269,0,0.002820791,0.0009462241,0.4412605,-0.996536,-0.07861611,-0.02711989,1,1,0,0,5.886694E-05,0.2255559,0,0.00325846,0.003172458,0.6146605,-0.8415118,0.382232,0.3817807,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
1,0,3.984912E-05,-0.2254689,0,-0.004191025,-0.0003300608,0.5305351,-0.9102068,0.4134161,-0.02471428,1,0.5,0,0,-0.5000429,0.2256449,0,-0.001895428,0.00510514,0.5327148,-0.9082856,-0.07169735,0.4121611,1,1,1,0,-0.5000679,-0.2254061,0,-0.007186833,-0.001480431,0.4412627,-0.9965337,-0.07868993,-0.02699148,1,1,0,0,1.003851E-05,0.2255782,0,-0.001966928,0.003643335,0.6146504,-0.8415195,0.3821916,0.3818042,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
2,0,1.786142E-05,-0.2254951,0,0.0004192085,-5.289914E-05,0.5305266,-0.9102142,0.4133982,-0.02473983,1,0.5,0,0,-0.4998451,0.2256822,0,0.009228293,0.0138104,0.532716,-0.9082845,-0.07150573,0.4121968,1,1,1,0,-0.4999172,-0.225367,0,0.003342332,0.007403645,0.4412498,-0.9965473,-0.07853092,-0.02695031,1,1,0,0,0.0002196416,0.2255534,0,0.01085851,0.0001832844,0.6147209,-0.8414662,0.3823555,0.3817578,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
3,0,4.937889E-05,-0.2255557,0,0.002446447,-0.006586316,0.5305412,-0.9102014,0.4134229,-0.02479832,1,0.5,0,0,-0.5000497,0.2254478,0,-0.000229478,-0.003335626,0.5326341,-0.9083566,-0.07170954,0.4120025,1,1,1,0,-0.4999392,-0.2255903,0,0.003185869,-0.003354253,0.4412576,-0.9965391,-0.07855363,-0.02718735,1,1,0,0,4.119163E-05,0.2255256,0,0.001658304,-0.0002473594,0.6146421,-0.8415257,0.3822224,0.3817598,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
4,0,8.732302E-05,-0.2255179,0,0.00309526,-0.003181399,0.530556,-0.9101883,0.4134538,-0.02476126,1,0.5,0,0,-0.5000318,0.2256142,0,-0.003008546,0.01154989,0.5327014,-0.9082975,-0.07168749,0.4121367,1,1,1,0,-0.4999597,-0.2254522,0,0.001835824,0.006367269,0.4412555,-0.9965413,-0.07857563,-0.02704066,1,1,0,0,2.921105E-05,0.225528,0,-0.001111825,-0.0001244247,0.6146384,-0.8415285,0.3822129,0.3817632,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
5,0,-2.549369E-05,-0.2255704,0,-0.005720871,-0.002411009,0.5305107,-0.9102284,0.4133626,-0.02481334,1,0.5,0,0,-0.4999884,0.2255209,0,0.001974405,0.001040102,0.5326599,-0.908334,-0.07164838,0.412063,1,1,1,0,-0.5000268,-0.2254866,0,-0.0004649164,0.004585089,0.4412617,-0.9965348,-0.07864632,-0.02707708,1,1,0,0,5.850624E-05,0.2254485,0,0.00248337,-0.002537669,0.6146194,-0.8415429,0.3822457,0.3816984,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
6,0,2.543331E-05,-0.2255293,0,-0.0006443254,0.0006116929,0.5305307,-0.9102107,0.4134039,-0.02477297,1,0.5,0,0,-0.4999764,0.22563,0,-0.004822018,0.004900994,0.532704,-0.9082952,-0.07163366,0.412151,1,1,1,0,-0.4999194,-0.2253588,0,0.001889468,0.00964627,0.4412498,-0.9965474,-0.07853319,-0.02694164,1,1,0,0,2.570933E-05,0.2254617,0,-0.0007690754,-0.000651926,0.6146119,-0.8415486,0.3822189,0.3817129,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
7,0,8.961651E-06,-0.2254608,0,-0.005097962,0.003696979,0.5305222,-0.9102181,0.4133914,-0.02470671,1,0.5,0,0,-0.5000215,0.2254524,0,-0.001335145,-0.008483235,0.532634,-0.9083567,-0.07168218,0.412007,1,1,1,0,-0.5000592,-0.2254248,0,-0.00754148,-0.001665951,0.4412626,-0.9965338,-0.07868075,-0.02701139,1,1,0,0,4.80719E-05,0.2254875,0,0.001892899,-0.0001512468,0.6146302,-0.8415347,0.3822327,0.3817297,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
8,0,8.935462E-05,-0.2254034,0,0.000387991,0.003660472,0.5305539,-0.9101901,0.4134566,-0.02465019,1,0.5,0,0,-0.5000404,0.2257317,0,-0.0006198885,0.00650734,0.5327505,-0.9082543,-0.07169239,0.412231,1,1,1,0,-0.5000187,-0.2253155,0,-0.001007319,-0.0007301572,0.4412565,-0.9965403,-0.0786382,-0.02689547,1,1,0,0,-3.85876E-05,0.2256481,0,-0.005404915,0.004953148,0.6146585,-0.8415134,0.3821452,0.3818641,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
9,0,-6.834125E-06,-0.2254399,0,-0.001887688,0.005936625,0.5305151,-0.9102244,0.4133789,-0.02468656,1,0.5,0,0,-0.4999165,0.2257403,0,0.002540649,0.01260713,0.5327451,-0.908259,-0.0715728,0.4122414,1,1,1,0,-0.4999537,-0.2253352,0,0.002214313,0.00893921,0.4412519,-0.9965452,-0.07856946,-0.02691652,1,1,0,0,9.935813E-05,0.2256395,0,0.003648348,0.008159134,0.6147079,-0.841476,0.382252,0.3818395,1,0.5,1,0,0.5,-0.225496,0,0,0,0.818321,-0.7115111,0.7024086,-0.01933974,0,0,0,0,0.5,0.225496,0,0,0,0.8850513,-0.6772313,0.6685673,0.3072059,0,0,1
