frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5
0,0,0,-0.225496,0,0,0,0.54967,-0.9136205,0.4058419,-0.02428953,1,0.5,0,0,-0.5,0.225496,0,0,0,0.5517622,-0.9118031,-0.07035811,0.4045553,1,1,1,0,-0.5,-0.225496,0,0,0,0.4621887,-0.996686,-0.07690799,-0.02649791,1,1,0,0,0,0.225496,0,0,0,0.6323444,-0.8469155,0.3762106,0.3757655,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8333443,-0.7192441,0.6944942,-0.01912184,0,0,0,0,0.5,0.225496,0,0,0,0.8993584,-0.6853141,0.6617318,0.304065,0,0,1
1,0,0,-0.225496,0,0,0,0.5350724,-0.9110473,0.4115654,-0.02463208,1,0.5,0,0,-0.5,0.225496,0,0,0,0.5371943,-0.9091836,-0.07134633,0.4102375,1,1,1,0,-0.5,-0.225496,0,0,0,0.4462426,-0.9965732,-0.07820404,-0.02694445,1,1,0,0,0,0.225496,0,0,0,0.6188262,-0.8428476,0.3807562,0.3803057,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8218832,-0.7133762,0.7005157,-0.01928763,0,0,0,0,0.5,0.225496,0,0,0,0.8884423,-0.6791784,0.6669344,0.3064556,0,0,1
2,0,2.594733E-05,-0.22544,0,0.001297367,0.002802165,0.5205265,-0.9083547,0.417457,-0.02492826,1,0.5,0,0,-0.4999241,0.2255979,0,0.003796817,0.005094709,0.5227059,-0.906419,-0.07228282,0.4161489,1,1,1,0,-0.5000573,-0.2254574,0,-0.002866985,0.001931936,0.4303019,-0.9964508,-0.07960571,-0.02736461,1,1,0,0,7.997928E-05,0.2255804,0,0.003998966,0.004221501,0.6054374,-0.8385821,0.3854402,0.3849883,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8105171,-0.7073544,0.7065913,-0.01945491,0,0,0,0,0.5,0.225496,0,0,0,0.8776255,-0.672897,0.6721711,0.3088619,0,0,1
3,0,2.594733E-05,-0.22544,0,0,0,0.5205265,-0.9083547,0.417457,-0.02492826,1,0.5,0,0,-0.4999241,0.2255979,0,0,0,0.5227059,-0.906419,-0.07228282,0.4161489,1,1,1,0,-0.5000573,-0.2254574,0,0,0,0.4303019,-0.9964508,-0.07960571,-0.02736461,1,1,0,0,7.997928E-05,0.2255804,0,0,0,0.6054374,-0.8385821,0.3854402,0.3849883,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8105171,-0.7073544,0.7065913,-0.01945491,0,0,0,0,0.5,0.225496,0,0,0,0.8776255,-0.672897,0.6721711,0.3088619,0,0,1
4,0,2.594733E-05,-0.22544,0,0,0,0.5205265,-0.9083547,0.417457,-0.02492826,1,0.5,0,0,-0.4999241,0.2255979,0,0,0,0.5227059,-0.906419,-0.07228282,0.4161489,1,1,1,0,-0.5000573,-0.2254574,0,0,0,0.4303019,-0.9964508,-0.07960571,-0.02736461,1,1,0,0,7.997928E-05,0.2255804,0,0,0,0.6054374,-0.8385821,0.3854402,0.3849883,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8105171,-0.7073544,0.7065913,-0.01945491,0,0,0,0,0.5,0.225496,0,0,0,0.8776255,-0.672897,0.6721711,0.3088619,0,0,1
5,0,2.594733E-05,-0.22544,0,0,0,0.5205265,-0.9083547,0.417457,-0.02492826,1,0.5,0,0,-0.4999241,0.2255979,0,0,0,0.5227059,-0.906419,-0.07228282,0.4161489,1,1,1,0,-0.5000573,-0.2254574,0,0,0,0.4303019,-0.9964508,-0.07960571,-0.02736461,1,1,0,0,7.997928E-05,0.2255804,0,0,0,0.6054374,-0.8385821,0.3854402,0.3849883,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8105171,-0.7073544,0.7065913,-0.01945491,0,0,0,0,0.5,0.225496,0,0,0,0.8776255,-0.672897,0.6721711,0.3088619,0,0,1
6,0,0.0001292271,-0.2254619,0,0.005163991,-0.001095981,0.4561933,-0.8948103,0.4456517,-0.02662837,1,0.5,0,0,-0.5000197,0.2255708,0,-0.004780294,-0.001354516,0.4584678,-0.8926868,-0.07722708,0.4440115,1,1,1,0,-0.499965,-0.2254625,0,0.004617872,-0.0002548099,0.3591801,-0.9958466,-0.08608787,-0.02963575,1,1,0,0,6.13032E-05,0.2255638,0,-0.0009338048,-0.0008329753,0.546281,-0.8177647,0.407215,0.4067394,1,0.5,1,0,0.5,-0.225496,0,0,0,0.7610302,-0.6785021,0.7343202,-0.02021838,0,0,0,0,0.5,0.225496,0,0,0,0.8306367,-0.6430092,0.6959074,0.3197687,0,0,1
7,0,0.0001292271,-0.2254619,0,0,0,0.4561933,-0.8948103,0.4456517,-0.02662837,1,0.5,0,0,-0.5000197,0.2255708,0,0,0,0.4584678,-0.8926868,-0.07722708,0.4440115,1,1,1,0,-0.499965,-0.2254625,0,0,0,0.3591801,-0.9958466,-0.08608787,-0.02963575,1,1,0,0,6.13032E-05,0.2255638,0,0,0,0.546281,-0.8177647,0.407215,0.4067394,1,0.5,1,0,0.5,-0.225496,0,0,0,0.7610302,-0.6785021,0.7343202,-0.02021838,0,0,0,0,0.5,0.225496,0,0,0,0.8306367,-0.6430092,0.6959074,0.3197687,0,0,1
8,0,0.0001292271,-0.2254619,0,0,0,0.4561933,-0.8948103,0.4456517,-0.02662837,1,0.5,0,0,-0.5000197,0.2255708,0,0,0,0.4584678,-0.8926868,-0.07722708,0.4440115,1,1,1,0,-0.499965,-0.2254625,0,0,0,0.3591801,-0.9958466,-0.08608787,-0.02963575,1,1,0,0,6.13032E-05,0.2255638,0,0,0,0.546281,-0.8177647,0.407215,0.4067394,1,0.5,1,0,0.5,-0.225496,0,0,0,0.7610302,-0.6785021,0.7343202,-0.02021838,0,0,0,0,0.5,0.225496,0,0,0,0.8306367,-0.6430092,0.6959074,0.3197687,0,0,1
9,0,1.122076E-05,-0.2253688,0,-0.005900321,0.00465587,0.4064075,-0.8822228,0.4699997,-0.02798824,1,0.5,0,0,-0.5000323,0.2256151,0,-0.0006318095,0.002213568,0.4088863,-0.8798167,-0.08145387,0.468282,1,1,1,0,-0.5000977,-0.2253963,0,-0.00663549,0.003306569,0.3034804,-0.9952368,-0.0922209,-0.03160788,1,1,0,0,4.6498E-05,0.22557,0,-0.0007402599,0.0003114344,0.5010349,-0.7988266,0.425606,0.4251301,1,0.5,1,0,0.5,-0.225496,0,0,0,0.723753,-0.6534434,0.7566887,-0.02083426,0,0,0,0,0.5,0.225496,0,0,0,0.7953641,-0.6173193,0.7148569,0.328476,0,0,1
