frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5
0,0,0,-0.225496,0,0,0,0.8372562,0,0,0,1,0,0,0,-0.5,0.225496,0,0,0,0.8392763,0,0,0,1,0,0,0,-0.5,-0.225496,0,0,0,0.7530583,0,0,0,1,0,0,0,0,0.225496,0,0,0,0.9172715,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.113131,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.177768,0,0,0,0,0,0
1,0,0,-0.225496,0,0,0,0.8225586,0,0,0,1,0,0,0,-0.5,0.225496,0,0,0,0.8246064,0,0,0,1,0,0,0,-0.5,-0.225496,0,0,0,0.7371079,0,0,0,1,0,0,0,0,0.225496,0,0,0,0.9035939,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.101437,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.166608,0,0,0,0,0,0
2,0,2.594733E-05,-0.22544,0,0.001297367,0.002802165,0.8079081,0,0,0,1,0,0,0,-0.4999241,0.2255979,0,0.003796817,0.005094709,0.8100106,0,0,0,1,0,0,0,-0.5000573,-0.2254574,0,-0.002866985,0.001931936,0.7211626,0,0,0,1,0,0,0,7.997928E-05,0.2255804,0,0.003998966,0.004221501,0.8900381,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.089832,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.155542,0,0,0,0,0,0
3,0,2.594733E-05,-0.22544,0,0,0,0.8079081,0,0,0,1,0,0,0,-0.4999241,0.2255979,0,0,0,0.8100106,0,0,0,1,0,0,0,-0.5000573,-0.2254574,0,0,0,0.7211626,0,0,0,1,0,0,0,7.997928E-05,0.2255804,0,0,0,0.8900381,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.089832,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.155542,0,0,0,0,0,0
4,0,2.594733E-05,-0.22544,0,0,0,0.8079081,0,0,0,1,0,0,0,-0.4999241,0.2255979,0,0,0,0.8100106,0,0,0,1,0,0,0,-0.5000573,-0.2254574,0,0,0,0.7211626,0,0,0,1,0,0,0,7.997928E-05,0.2255804,0,0,0,0.8900381,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.089832,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.155542,0,0,0,0,0,0
5,0,2.594733E-05,-0.22544,0,0,0,0.8079081,0,0,0,1,0,0,0,-0.4999241,0.2255979,0,0,0,0.8100106,0,0,0,1,0,0,0,-0.5000573,-0.2254574,0,0,0,0.7211626,0,0,0,1,0,0,0,7.997928E-05,0.2255804,0,0,0,0.8900381,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.089832,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.155542,0,0,0,0,0,0
6,0,2.594733E-05,-0.22544,0,0,0,0.8079081,0,0,0,1,0,0,0,-0.4999241,0.2255979,0,0,0,0.8100106,0,0,0,1,0,0,0,-0.5000573,-0.2254574,0,0,0,0.7211626,0,0,0,1,0,0,0,7.997928E-05,0.2255804,0,0,0,0.8900381,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.089832,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.155542,0,0,0,0,0,0
7,0,2.594733E-05,-0.22544,0,0,0,0.8079081,0,0,0,1,0,0,0,-0.4999241,0.2255979,0,0,0,0.8100106,0,0,0,1,0,0,0,-0.5000573,-0.2254574,0,0,0,0.7211626,0,0,0,1,0,0,0,7.997928E-05,0.2255804,0,0,0,0.8900381,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.089832,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.155542,0,0,0,0,0,0
8,0,2.594733E-05,-0.22544,0,0,0,0.8079081,0,0,0,1,0,0,0,-0.4999241,0.2255979,0,0,0,0.8100106,0,0,0,1,0,0,0,-0.5000573,-0.2254574,0,0,0,0.7211626,0,0,0,1,0,0,0,7.997928E-05,0.2255804,0,0,0,0.8900381,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.089832,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.155542,0,0,0,0,0,0
9,0,1.121277E-05,-0.2253688,0,-0.0007367283,0.003559889,0.7020237,0,0,0,1,0,0,0,-0.5000323,0.2256151,0,-0.005412104,0.0008590523,0.7043841,0,0,0,1,0,0,0,-0.5000977,-0.2253963,0,-0.002017618,0.003051759,0.6046084,0,0,0,1,0,0,0,4.64905E-05,0.22557,0,-0.00167444,-0.0005215409,0.7925187,0,0,0,1,0,0,0,0.5,-0.225496,0,0,0,1.007913,0,0,0,0,0,0,0,0.5,0.225496,0,0,0,1.077683,0,0,0,0,0,0
