frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,x6,y6,z6,vx6,vy6,vz6,sdf6,nx6,ny6,nz6,x7,y7,z7,vx7,vy7,vz7,sdf7,nx7,ny7,nz7,x8,y8,z8,vx8,vy8,vz8,sdf8,nx8,ny8,nz8,x9,y9,z9,vx9,vy9,vz9,sdf9,nx9,ny9,nz9,x10,y10,z10,vx10,vy10,vz10,sdf10,nx10,ny10,nz10,x11,y11,z11,vx11,vy11,vz11,sdf11,nx11,ny11,nz11,x12,y12,z12,vx12,vy12,vz12,sdf12,nx12,ny12,nz12,x13,y13,z13,vx13,vy13,vz13,sdf13,nx13,ny13,nz13,x14,y14,z14,vx14,vy14,vz14,sdf14,nx14,ny14,nz14,x15,y15,z15,vx15,vy15,vz15,sdf15,nx15,ny15,nz15,x16,y16,z16,vx16,vy16,vz16,sdf16,nx16,ny16,nz16,x17,y17,z17,vx17,vy17,vz17,sdf17,nx17,ny17,nz17,x18,y18,z18,vx18,vy18,vz18,sdf18,nx18,ny18,nz18,x19,y19,z19,vx19,vy19,vz19,sdf19,nx19,ny19,nz19,x20,y20,z20,vx20,vy20,vz20,sdf20,nx20,ny20,nz20,x21,y21,z21,vx21,vy21,vz21,sdf21,nx21,ny21,nz21,x22,y22,z22,vx22,vy22,vz22,sdf22,nx22,ny22,nz22,x23,y23,z23,vx23,vy23,vz23,sdf23,nx23,ny23,nz23,x24,y24,z24,vx24,vy24,vz24,sdf24,nx24,ny24,nz24
0,0.1400038,-48.66634,24.86626,-19.50258,2408.321,-1243.341,55.12308,-0.04355715,-0.8934482,0.4470493,0.1400076,-23.66144,49.86798,-32.00364,1170.767,-2493.212,55.19877,-0.04349789,-0.4433032,0.8953158,0.1400076,-48.66773,49.8667,-32.00299,2407.931,-2493.618,69.94446,-0.03439276,-0.7054881,0.7078867,0.1400038,-23.67278,24.86498,-19.50194,1170.709,-1243.151,34.63353,-0.06895929,-0.7031114,0.707728,0.14,-48.66402,-0.1317788,-7.003372,2408.007,6.327463,49.25322,-0.04869608,-0.9988101,-0.002648648,0.1400076,1.337062,49.86529,-32.00229,-66.88121,-2493.401,49.42505,-0.04852832,0.006150467,0.9988029,0.14,-23.65911,-0.1292814,-7.004621,1170.341,6.399467,24.30804,-0.09766136,-0.9952061,-0.005211269,0.1399962,-48.66503,-25.13701,5.499439,2408.722,1256.445,55.24347,-0.04346322,-0.891495,-0.4509409,0.1400038,1.331118,24.86655,-19.50273,-66.85561,-1243.181,24.48612,-0.09696516,0.01205143,0.9952148,0.1400076,26.32792,49.86528,-32.00229,-1303.945,-2493.283,55.46786,-0.04328876,0.452008,0.8909629,0.1399962,-23.66568,-25.13237,5.497117,1171.074,1256.509,34.81831,-0.06859872,-0.6992319,-0.7115961,0.1399924,-48.65812,-50.13674,17.99949,2409.091,2505.904,70.12911,-0.03430305,-0.7035076,-0.7098594,0.1399924,-23.66932,-50.13338,17.99781,1171.356,2506.343,55.43999,-0.0433106,-0.4415325,-0.8961993,0.1400038,26.33578,24.85993,-19.49942,-1303.958,-1243.237,35.05655,-0.06813886,0.711705,0.699166,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,70.36699,-0.0341877,0.7097805,0.7035928,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,55.66096,-0.04313998,0.89564,0.4426828,0.14,1.327642,-0.1379364,-7.000293,-66.53378,6.901416,1.944895,-0.9909573,0.1217402,-0.05641813,0.1399962,1.33619,-25.14073,5.501298,-66.46449,1257.125,24.75906,-0.09591769,0.01212199,-0.9953154,0.1399924,1.333685,-50.14042,18.00134,-66.42277,2506.907,49.69984,-0.04826299,0.006049518,-0.9988164,0.14,26.33318,-0.1340253,-7.002248,-1304.332,6.960705,24.91926,-0.09531304,0.9954334,-0.00527259,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,49.85851,-0.04811077,0.9988382,-0.002750605,0.1399962,26.3249,-25.13122,5.496543,-1303.851,1257.085,35.23905,-0.06779113,0.7077663,-0.7031865,0.1399924,26.3356,-50.13937,18.00081,-1304.124,2507,55.71565,-0.04309822,0.4501522,-0.8919112,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,55.78415,-0.0430457,0.8936797,-0.446636,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,70.56218,-0.03409401,0.7078308,-0.7055587
1,0.1400038,-48.67082,24.86786,-19.50338,2408.305,-1242.95,55.11533,-0.03806958,-0.8936533,0.4471403,0.1400076,-23.66978,49.86856,-32.00393,1171.136,-2492.912,55.19053,-0.0380181,-0.4435186,0.8954585,0.1400076,-48.66731,49.87167,-32.00549,2408.773,-2493.083,69.93784,-0.0300584,-0.7055485,0.7080239,0.1400038,-23.67019,24.86704,-19.50297,1170.926,-1242.884,34.61341,-0.06029754,-0.7034404,0.708192,0.14,-48.66883,-0.130988,-7.003767,2408.4,6.629534,49.24408,-0.04256298,-0.9990904,-0.002633238,0.1400076,1.325037,49.86555,-32.00242,-66.66326,-2492.878,49.41135,-0.04242018,0.005911224,0.9990824,0.14,-23.667,-0.1369018,-7.000811,1171.198,6.957988,24.28797,-0.08541467,-0.9963302,-0.005522912,0.1399962,-48.66976,-25.13389,5.49788,2408.827,1256.845,55.23384,-0.03798877,-0.8917339,-0.4509629,0.1400038,1.333644,24.86444,-19.50168,-66.5823,-1243.145,24.45627,-0.08483849,0.01216703,0.9963204,0.1400076,26.33237,49.85902,-31.99916,-1303.762,-2492.861,55.45189,-0.03784052,0.4522164,0.8911052,0.1399962,-23.67207,-25.13239,5.497128,1170.958,1257.168,34.80314,-0.0599737,-0.699713,-0.7119023,0.1399924,-48.66993,-50.13581,17.99903,2408.776,2506.99,70.12695,-0.02997813,-0.7036965,-0.709868,0.1399924,-23.67702,-50.13795,18.0001,1171.077,2507.127,55.43509,-0.03785216,-0.4417088,-0.8963596,0.1400038,26.32967,24.8633,-19.5011,-1304.298,-1242.85,35.03505,-0.05958208,0.7119638,0.6996838,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,70.3572,-0.0298805,0.7098785,0.70369,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,55.64861,-0.03770801,0.8958369,0.4427802,0.14,1.333635,-0.1384754,-7.000024,-66.25413,7.12849,1.643395,-0.9878048,0.1416607,-0.06460562,0.1399962,1.332131,-25.13418,5.498023,-66.46363,1257.066,24.72501,-0.08393495,0.01197744,-0.9963992,0.1399924,1.326601,-50.1366,17.99942,-66.12982,2506.799,49.68216,-0.04219157,0.005910493,-0.999092,0.14,26.33273,-0.1373884,-7.000567,-1304.015,6.973923,24.89153,-0.08338435,0.9965028,-0.005410798,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,49.84473,-0.04205517,0.9991115,-0.002751358,0.1399962,26.32765,-25.13897,5.500419,-1303.946,1257.186,35.22705,-0.0592621,0.7080812,-0.7036397,0.1399924,26.3331,-50.1394,18.00083,-1303.753,2507.088,55.70221,-0.03767225,0.4502153,-0.892125,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,55.77183,-0.03762558,0.8938754,-0.4467337,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,70.55241,-0.02979862,0.7079281,-0.7056556
