frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5
0,0,0,-0.225496,0,0,0,0.54967,-0.9136205,0.4058419,-0.02428953,1,0.5,0,0,-0.5,0.225496,0,0,0,0.5517622,-0.9118031,-0.07035811,0.4045553,1,1,1,0,-0.5,-0.225496,0,0,0,0.4621887,-0.996686,-0.07690799,-0.02649791,1,1,0,0,0,0.225496,0,0,0,0.6323444,-0.8469155,0.3762106,0.3757655,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8333443,-0.7192441,0.6944942,-0.01912184,0,0,0,0,0.5,0.225496,0,0,0,0.8993584,-0.6853141,0.6617318,0.304065,0,0,1
1,0,0,-0.225496,0,0,0,0.5205171,-0.908363,0.4174354,-0.0249834,1,0.5,0,0,-0.5,0.225496,0,0,0,0.522669,-0.9064517,-0.07235968,0.4160642,1,1,1,0,-0.5,-0.225496,0,0,0,0.4302984,-0.9964545,-0.07954437,-0.02740625,1,1,0,0,0,0.225496,0,0,0,0.6053741,-0.8386301,0.3853899,0.3849339,1,0.5,1,0,0.5,-0.225496,0,0,0,0.8105171,-0.7073544,0.7065913,-0.01945491,0,0,0,0,0.5,0.225496,0,0,0,0.8776255,-0.672897,0.6721711,0.3088619,0,0,1
2,0,0.0001291806,-0.2254619,0,0.001291806,0.0003412366,0.4399227,-0.8909127,0.4533662,-0.02708932,1,0.5,0,0,-0.5000197,0.2255708,0,-0.0001966953,0.0007480383,0.4422365,-0.8887248,-0.07855742,0.4516602,1,1,1,0,-0.499965,-0.2254625,0,0.0003501773,0.0003354251,0.3410348,-0.9956651,-0.08794522,-0.03027514,1,1,0,0,6.125728E-05,0.2255638,0,0.0006125728,0.0006777048,0.5314325,-0.8118699,0.4130772,0.4125949,1,0.5,1,0,0.5,-0.225496,0,0,0,0.7487379,-0.6705883,0.7415487,-0.02041741,0,0,0,0,0.5,0.225496,0,0,0,0.8189932,-0.6348698,0.7020506,0.3225915,0,0,1
3,0,3.87327E-05,-0.2255027,0,-0.0009044785,-0.0004081428,0.3332883,-0.8588725,0.5112741,-0.03060487,1,0.5,0,0,-0.5000437,0.2254063,0,-0.0002408028,-0.001645237,0.3358606,-0.8562294,-0.08858385,0.508944,1,1,1,0,-0.5000003,-0.2256047,0,-0.0003531575,-0.001422316,0.2199594,-0.9940678,-0.102784,-0.03556406,1,1,0,0,4.284691E-05,0.2254167,0,-0.0001841036,-0.001470894,0.435255,-0.7652335,0.4555366,0.454867,1,0.5,1,0,0.5,-0.225496,0,0,0,0.6706135,-0.611379,0.7910382,-0.02178003,0,0,0,0,0.5,0.225496,0,0,0,0.7452842,-0.574719,0.7436054,0.3416858,0,0,1
4,0,1.678952E-05,-0.2255101,0,-0.0002194318,-7.376075E-05,0.2580666,-0.8264673,0.561978,-0.03365147,1,0.5,0,0,-0.4999333,0.2255587,0,0.001104176,0.001523793,0.2609798,-0.8233035,-0.09715545,0.5592247,1,1,1,0,-0.4999763,-0.2253493,0,0.0002396107,0.002553612,0.1313787,-0.9923004,-0.1171664,-0.04014916,1,1,0,0,8.775193E-05,0.2254471,0,0.0004490502,0.0003038347,0.3689533,-0.7210022,0.4903459,0.4896086,1,0.5,1,0,0.5,-0.225496,0,0,0,0.6183246,-0.5602285,0.8280243,-0.02279838,0,0,0,0,0.5,0.225496,0,0,0,0.6962637,-0.5237284,0.7740768,0.3556875,0,0,1
5,0,3.507205E-05,-0.2254521,0,0.0001828253,0.0005801022,0.1927901,-0.7877055,0.6149555,-0.03673847,1,0.5,0,0,-0.5000311,0.2256761,0,-0.0009772182,0.001174808,0.1960497,-0.7840167,-0.1063589,0.61156,1,1,1,0,-0.5000264,-0.2252982,0,-0.000500679,0.0005117059,0.05129325,-0.9898807,-0.1342777,-0.04588873,1,1,0,0,7.224153E-05,0.2255121,0,-0.0001551041,0.0006508827,0.3126515,-0.6715235,0.5242988,0.5236096,1,0.5,1,0,0.5,-0.225496,0,0,0,0.575142,-0.5075744,0.8612816,-0.02371407,0,0,0,0,0.5,0.225496,0,0,0,0.6559962,-0.472073,0.8010407,0.3680773,0,0,1
6,0,6.516797E-05,-0.2254888,0,0.0003009592,-0.0003677607,0.1297924,-0.7353142,0.6765169,-0.04047179,1,0.5,0,0,-0.4998966,0.2254091,0,0.001344681,-0.002670437,0.1331594,-0.7314039,-0.1167109,0.671883,1,1,1,0,-0.4999777,-0.2256088,0,0.0004866719,-0.003106743,-0.03033441,-0.9860107,-0.1575115,-0.05452565,1,1,0,0,2.652725E-05,0.2254957,0,-0.0004571428,-0.0001645088,0.2596067,-0.6096514,0.5608515,0.5601526,1,0.5,1,0,0.5,-0.225496,0,0,0,0.535656,-0.4471517,0.8941193,-0.0246182,0,0,0,0,0.5,0.225496,0,0,0,0.6193659,-0.4137121,0.8272541,0.3801223,0,0,1
7,0,4.622321E-05,-0.2255093,0,-0.0001894477,-0.000204742,0.07463926,-0.6695768,0.7414151,-0.04439185,1,0.5,0,0,-0.4999652,0.2256351,0,-0.0006863475,0.002260059,0.07851559,-0.6650903,-0.1278535,0.7357366,1,1,1,0,-0.5000138,-0.2253632,0,-0.0003609061,0.002456456,-0.1073608,-0.9799458,-0.1885034,-0.06459666,1,1,0,0,7.997047E-05,0.2255312,0,0.0005344322,0.0003552437,0.2146084,-0.5384279,0.5962426,0.5954747,1,0.5,1,0,0.5,-0.225496,0,0,0,0.5030804,-0.3835835,0.9231563,-0.02541769,0,0,0,0,0.5,0.225496,0,0,0,0.5892966,-0.3532234,0.8500899,0.3906154,0,0,1
8,0,4.696816E-05,-0.2254469,0,7.449562E-06,0.0006245077,0.04056448,-0.6136777,0.788152,-0.04707458,1,0.5,0,0,-0.5000024,0.2256243,0,-0.000372231,-0.0001078844,0.04468226,-0.6090384,-0.1358635,0.7814176,1,1,1,0,-0.500048,-0.2253507,0,-0.0003415346,0.0001250207,-0.1591597,-0.973278,-0.2172512,-0.07437698,1,1,0,0,1.81159E-05,0.2255927,0,-0.0006185457,0.0006143749,0.1875077,-0.4825144,0.6196557,0.6190369,1,0.5,1,0,0.5,-0.225496,0,0,0,0.4839575,-0.337141,0.9410976,-0.02591168,0,0,0,0,0.5,0.225496,0,0,0,0.5717132,-0.3095347,0.8640371,0.3970241,0,0,1
9,0,4.427188E-05,-0.2255416,0,-2.696281E-05,-0.0009475648,-0.01832968,-0.4634896,0.8845143,-0.05302715,1,0.5,0,0,-0.4999169,0.2254498,0,0.0008556247,-0.001744777,-0.01388121,-0.4592482,-0.1520552,0.8751973,1,1,1,0,-0.5000144,-0.2254994,0,0.0003355742,-0.001487285,-0.2634233,-0.943665,-0.3128559,-0.1077849,1,1,0,0,4.043485E-05,0.2254938,0,0.0002231895,-0.000988394,0.1421804,-0.3476425,0.663428,0.6625768,1,0.5,1,0,0.5,-0.225496,0,0,0,0.4528726,-0.2342907,0.9717983,-0.02675698,0,0,0,0,0.5,0.225496,0,0,0,0.5432464,-0.2139947,0.8876139,0.4078576,0,0,1
