frame,x0,y0,z0,vx0,vy0,vz0, sdf0, nx0, ny0, nz0,x1,y1,z1,vx1,vy1,vz1, sdf1, nx1, ny1, nz1,x2,y2,z2,vx2,vy2,vz2, sdf2, nx2, ny2, nz2,x3,y3,z3,vx3,vy3,vz3, sdf3, nx3, ny3, nz3,x4,y4,z4,vx4,vy4,vz4, sdf4, nx4, ny4, nz4,x5,y5,z5,vx5,vy5,vz5, sdf5, nx5, ny5, nz5,x6,y6,z6,vx6,vy6,vz6, sdf6, nx6, ny6, nz6,x7,y7,z7,vx7,vy7,vz7, sdf7, nx7, ny7, nz7,x8,y8,z8,vx8,vy8,vz8, sdf8, nx8, ny8, nz8,x9,y9,z9,vx9,vy9,vz9, sdf9, nx9, ny9, nz9,dx0,dy0,dz0,dx1,dy1,dz1,dx2,dy2,dz2,dx3,dy3,dz3,dx4,dy4,dz4,dx5,dy5,dz5,dx6,dy6,dz6,dx7,dy7,dz7,dx8,dy8,dz8,dx9,dy9,dz9
142,-0.2499591,-0.4998879,0,0.001142174,0.003057719,0,-0.5000317,-0.2499772,0,-0.00115037,-0.001677126,0,-0.5000046,-0.4998997,0,0.0009626154,-0.001704694,0,-0.2499801,-0.2499659,0,0.001058728,0.0006809834,0,-1.821325E-05,-0.4999423,0,0.0008276901,0.0002518297,0,-0.4999978,6.507329E-05,0,-0.0008836392,0.0002383799,0,2.998058E-05,-0.2499721,0,0.0009763279,-0.0001482666,0,0.2500176,-0.4999495,0,0.0002577902,0.00242442,0,-0.2499921,4.465899E-05,0,4.991891E-05,-0.0007097879,0,-0.5000198,0.2499923,0,0.0006824735,0.002535434,0,-3.311038E-05,-0.0001107156,0,1.001358E-05,-3.233552E-06,0,-1.913309E-05,-5.611777E-05,0,8.553267E-06,-1.779199E-05,0,5.213547E-05,-8.016825E-05,0,7.104874E-05,-1.879043E-05,0,1.935977E-05,-1.063943E-05,0,5.066395E-06,1.373887E-05,0,2.640486E-05,-2.483486E-05,0,4.351139E-05,-3.346801E-05,0,2.391025,2.490858,2.606016,2.266927,2.182243,2.392658,2.047905,1.980978,2.160534,2.313403,-0.8485063,-0.5291852,0,-0.9037962,-0.4279632,0,-0.8702784,-0.4925601,0,-0.8865699,-0.4625947,0,-0.8213695,-0.5703966,0,-0.9344664,-0.3560513,0,-0.864657,-0.5023625,0,-0.7872204,-0.6166718,0,-0.9220279,-0.3871235,0,-0.9607987,-0.277247,0
143,-0.2499591,-0.4998879,0,0.001142174,0.003057719,0,-0.5000317,-0.2499772,0,-0.00115037,-0.001677126,0,-0.5000046,-0.4998997,0,0.0009626154,-0.001704694,0,-0.2499801,-0.2499659,0,0.001058728,0.0006809834,0,-1.821325E-05,-0.4999423,0,0.0008276901,0.0002518297,0,-0.4999978,6.507329E-05,0,-0.0008836392,0.0002383799,0,2.998058E-05,-0.2499721,0,0.0009763279,-0.0001482666,0,0.2500176,-0.4999495,0,0.0002577902,0.00242442,0,-0.2499921,4.465899E-05,0,4.991891E-05,-0.0007097879,0,-0.5000198,0.2499923,0,0.0006824735,0.002535434,0,-3.311038E-05,-0.0001107156,0,1.001358E-05,-3.233552E-06,0,-1.913309E-05,-5.611777E-05,0,8.553267E-06,-1.779199E-05,0,5.213547E-05,-8.016825E-05,0,7.104874E-05,-1.879043E-05,0,1.935977E-05,-1.063943E-05,0,5.066395E-06,1.373887E-05,0,2.640486E-05,-2.483486E-05,0,4.351139E-05,-3.346801E-05,0,2.391025,2.490858,2.606016,2.266927,2.182243,2.392658,2.047905,1.980978,2.160534,2.313403,-0.8485063,-0.5291852,0,-0.9037962,-0.4279632,0,-0.8702784,-0.4925601,0,-0.8865699,-0.4625947,0,-0.8213695,-0.5703966,0,-0.9344664,-0.3560513,0,-0.864657,-0.5023625,0,-0.7872204,-0.6166718,0,-0.9220279,-0.3871235,0,-0.9607987,-0.277247,0
144,-0.2499922,-0.4999986,0,-0.00165552,-0.005535784,0,-0.5000217,-0.2499804,0,0.0005006792,-0.0001616777,0,-0.5000238,-0.4999558,0,-0.0009566549,-0.00280589,0,-0.2499715,-0.2499837,0,0.0004276635,-0.0008895997,0,3.392222E-05,-0.5000225,0,0.002606774,-0.004008414,0,-0.4999268,4.628286E-05,0,0.003552438,-0.0009395221,0,4.934035E-05,-0.2499828,0,0.000967989,-0.0005319717,0,0.2500226,-0.4999358,0,0.0002533198,0.0006869438,0,-0.2499657,1.982413E-05,0,0.001320243,-0.001241744,0,-0.4999763,0.2499589,0,0.00217557,-0.001673401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372993,2.47154,2.587471,2.24799,2.164713,2.372629,2.029429,1.96417,2.140818,2.292834,-0.8464015,-0.5325452,0,-0.902473,-0.4307464,0,-0.868587,-0.4955369,0,-0.8848958,-0.4657891,0,-0.8187298,-0.5741791,0,-0.9335142,-0.3585404,0,-0.8625123,-0.5060362,0,-0.7839113,-0.6208727,0,-0.9208051,-0.3900231,0,-0.9602036,-0.2793009,0
145,-0.2499922,-0.4999986,0,-0.00165552,-0.005535784,0,-0.5000217,-0.2499804,0,0.0005006792,-0.0001616777,0,-0.5000238,-0.4999558,0,-0.0009566549,-0.00280589,0,-0.2499715,-0.2499837,0,0.0004276635,-0.0008895997,0,3.392222E-05,-0.5000225,0,0.002606774,-0.004008414,0,-0.4999268,4.628286E-05,0,0.003552438,-0.0009395221,0,4.934035E-05,-0.2499828,0,0.000967989,-0.0005319717,0,0.2500226,-0.4999358,0,0.0002533198,0.0006869438,0,-0.2499657,1.982413E-05,0,0.001320243,-0.001241744,0,-0.4999763,0.2499589,0,0.00217557,-0.001673401,0,4.047155E-05,-5.245209E-06,0,3.021955E-05,-1.086295E-05,0,2.157688E-05,-6.002188E-05,0,-1.484156E-05,-2.342463E-05,0,-2.693893E-05,2.542138E-05,0,-5.441904E-05,-1.666669E-05,0,-6.704149E-05,1.758337E-05,0,2.3067E-05,-8.407235E-05,0,-6.523728E-05,2.060318E-05,0,1.245737E-05,3.650784E-05,0,2.372993,2.47154,2.587471,2.24799,2.164713,2.372629,2.029429,1.96417,2.140818,2.292834,-0.8464015,-0.5325452,0,-0.902473,-0.4307464,0,-0.868587,-0.4955369,0,-0.8848958,-0.4657891,0,-0.8187298,-0.5741791,0,-0.9335142,-0.3585404,0,-0.8625123,-0.5060362,0,-0.7839113,-0.6208727,0,-0.9208051,-0.3900231,0,-0.9602036,-0.2793009,0
146,-0.2499922,-0.4999986,0,-0.00165552,-0.005535784,0,-0.5000217,-0.2499804,0,0.0005006792,-0.0001616777,0,-0.5000238,-0.4999558,0,-0.0009566549,-0.00280589,0,-0.2499715,-0.2499837,0,0.0004276635,-0.0008895997,0,3.392222E-05,-0.5000225,0,0.002606774,-0.004008414,0,-0.4999268,4.628286E-05,0,0.003552438,-0.0009395221,0,4.934035E-05,-0.2499828,0,0.000967989,-0.0005319717,0,0.2500226,-0.4999358,0,0.0002533198,0.0006869438,0,-0.2499657,1.982413E-05,0,0.001320243,-0.001241744,0,-0.4999763,0.2499589,0,0.00217557,-0.001673401,0,4.047155E-05,-5.245209E-06,0,3.021955E-05,-1.086295E-05,0,2.157688E-05,-6.002188E-05,0,-1.484156E-05,-2.342463E-05,0,-2.693893E-05,2.542138E-05,0,-5.441904E-05,-1.666669E-05,0,-6.704149E-05,1.758337E-05,0,2.3067E-05,-8.407235E-05,0,-6.523728E-05,2.060318E-05,0,1.245737E-05,3.650784E-05,0,2.372993,2.47154,2.587471,2.24799,2.164713,2.372629,2.029429,1.96417,2.140818,2.292834,-0.8464015,-0.5325452,0,-0.902473,-0.4307464,0,-0.868587,-0.4955369,0,-0.8848958,-0.4657891,0,-0.8187298,-0.5741791,0,-0.9335142,-0.3585404,0,-0.8625123,-0.5060362,0,-0.7839113,-0.6208727,0,-0.9208051,-0.3900231,0,-0.9602036,-0.2793009,0
147,-0.2499922,-0.4999986,0,-0.00165552,-0.005535784,0,-0.5000217,-0.2499804,0,0.0005006792,-0.0001616777,0,-0.5000238,-0.4999558,0,-0.0009566549,-0.00280589,0,-0.2499715,-0.2499837,0,0.0004276635,-0.0008895997,0,3.392222E-05,-0.5000225,0,0.002606774,-0.004008414,0,-0.4999268,4.628286E-05,0,0.003552438,-0.0009395221,0,4.934035E-05,-0.2499828,0,0.000967989,-0.0005319717,0,0.2500226,-0.4999358,0,0.0002533198,0.0006869438,0,-0.2499657,1.982413E-05,0,0.001320243,-0.001241744,0,-0.4999763,0.2499589,0,0.00217557,-0.001673401,0,4.047155E-05,-5.245209E-06,0,3.021955E-05,-1.086295E-05,0,2.157688E-05,-6.002188E-05,0,-1.484156E-05,-2.342463E-05,0,-2.693893E-05,2.542138E-05,0,-5.441904E-05,-1.666669E-05,0,-6.704149E-05,1.758337E-05,0,2.3067E-05,-8.407235E-05,0,-6.523728E-05,2.060318E-05,0,1.245737E-05,3.650784E-05,0,2.372993,2.47154,2.587471,2.24799,2.164713,2.372629,2.029429,1.96417,2.140818,2.292834,-0.8464015,-0.5325452,0,-0.902473,-0.4307464,0,-0.868587,-0.4955369,0,-0.8848958,-0.4657891,0,-0.8187298,-0.5741791,0,-0.9335142,-0.3585404,0,-0.8625123,-0.5060362,0,-0.7839113,-0.6208727,0,-0.9208051,-0.3900231,0,-0.9602036,-0.2793009,0
148,-0.2499922,-0.4999986,0,-0.00165552,-0.005535784,0,-0.5000217,-0.2499804,0,0.0005006792,-0.0001616777,0,-0.5000238,-0.4999558,0,-0.0009566549,-0.00280589,0,-0.2499715,-0.2499837,0,0.0004276635,-0.0008895997,0,3.392222E-05,-0.5000225,0,0.002606774,-0.004008414,0,-0.4999268,4.628286E-05,0,0.003552438,-0.0009395221,0,4.934035E-05,-0.2499828,0,0.000967989,-0.0005319717,0,0.2500226,-0.4999358,0,0.0002533198,0.0006869438,0,-0.2499657,1.982413E-05,0,0.001320243,-0.001241744,0,-0.4999763,0.2499589,0,0.00217557,-0.001673401,0,4.047155E-05,-5.245209E-06,0,3.021955E-05,-1.086295E-05,0,2.157688E-05,-6.002188E-05,0,-1.484156E-05,-2.342463E-05,0,-2.693893E-05,2.542138E-05,0,-5.441904E-05,-1.666669E-05,0,-6.704149E-05,1.758337E-05,0,2.3067E-05,-8.407235E-05,0,-6.523728E-05,2.060318E-05,0,1.245737E-05,3.650784E-05,0,2.372993,2.47154,2.587471,2.24799,2.164713,2.372629,2.029429,1.96417,2.140818,2.292834,-0.8464015,-0.5325452,0,-0.902473,-0.4307464,0,-0.868587,-0.4955369,0,-0.8848958,-0.4657891,0,-0.8187298,-0.5741791,0,-0.9335142,-0.3585404,0,-0.8625123,-0.5060362,0,-0.7839113,-0.6208727,0,-0.9208051,-0.3900231,0,-0.9602036,-0.2793009,0
149,-0.2499922,-0.4999986,0,-0.00165552,-0.005535784,0,-0.5000217,-0.2499804,0,0.0005006792,-0.0001616777,0,-0.5000238,-0.4999558,0,-0.0009566549,-0.00280589,0,-0.2499715,-0.2499837,0,0.0004276635,-0.0008895997,0,3.392222E-05,-0.5000225,0,0.002606774,-0.004008414,0,-0.4999268,4.628286E-05,0,0.003552438,-0.0009395221,0,4.934035E-05,-0.2499828,0,0.000967989,-0.0005319717,0,0.2500226,-0.4999358,0,0.0002533198,0.0006869438,0,-0.2499657,1.982413E-05,0,0.001320243,-0.001241744,0,-0.4999763,0.2499589,0,0.00217557,-0.001673401,0,4.047155E-05,-5.245209E-06,0,3.021955E-05,-1.086295E-05,0,2.157688E-05,-6.002188E-05,0,-1.484156E-05,-2.342463E-05,0,-2.693893E-05,2.542138E-05,0,-5.441904E-05,-1.666669E-05,0,-6.704149E-05,1.758337E-05,0,2.3067E-05,-8.407235E-05,0,-6.523728E-05,2.060318E-05,0,1.245737E-05,3.650784E-05,0,2.372993,2.47154,2.587471,2.24799,2.164713,2.372629,2.029429,1.96417,2.140818,2.292834,-0.8464015,-0.5325452,0,-0.902473,-0.4307464,0,-0.868587,-0.4955369,0,-0.8848958,-0.4657891,0,-0.8187298,-0.5741791,0,-0.9335142,-0.3585404,0,-0.8625123,-0.5060362,0,-0.7839113,-0.6208727,0,-0.9208051,-0.3900231,0,-0.9602036,-0.2793009,0
150,-0.2499517,-0.5000039,0,0.002023578,-0.0002622606,0,-0.4999915,-0.2499913,0,0.001510978,-0.0005431476,0,-0.5000022,-0.5000159,0,0.001078845,-0.003001095,0,-0.2499864,-0.2500072,0,-0.0007420781,-0.001171232,0,6.983286E-06,-0.499997,0,-0.001346947,0.00127107,0,-0.4999812,2.961616E-05,0,-0.002720953,-0.000833335,0,-1.770114E-05,-0.2499652,0,-0.003352076,0.0008791689,0,0.2500457,-0.5000198,0,0.00115335,-0.004203619,0,-0.250031,4.042731E-05,0,-0.003261866,0.001030159,0,-0.4999638,0.2499954,0,0.0006228688,0.001825393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.354875,2.452224,2.568917,2.2291,2.147232,2.352724,2.011048,1.947469,2.121183,2.272275,-0.8442645,-0.5359266,0,-0.9011207,-0.4335685,0,-0.8668596,-0.4985523,0,-0.8831867,-0.4690217,0,-0.8160644,-0.5779611,0,-0.9325472,-0.3610481,0,-0.8603324,-0.5097334,0,-0.7805096,-0.6251438,0,-0.9195654,-0.3929369,0,-0.9596025,-0.281359,0
151,-0.2499517,-0.5000039,0,0.002023578,-0.0002622606,0,-0.4999915,-0.2499913,0,0.001510978,-0.0005431476,0,-0.5000022,-0.5000159,0,0.001078845,-0.003001095,0,-0.2499864,-0.2500072,0,-0.0007420781,-0.001171232,0,6.983286E-06,-0.499997,0,-0.001346947,0.00127107,0,-0.4999812,2.961616E-05,0,-0.002720953,-0.000833335,0,-1.770114E-05,-0.2499652,0,-0.003352076,0.0008791689,0,0.2500457,-0.5000198,0,0.00115335,-0.004203619,0,-0.250031,4.042731E-05,0,-0.003261866,0.001030159,0,-0.4999638,0.2499954,0,0.0006228688,0.001825393,0,9.819865E-06,5.698204E-05,0,-2.82526E-05,-3.626943E-05,0,2.622604E-05,8.368492E-05,0,-2.758205E-05,4.264712E-05,0,-1.933073E-05,4.437566E-05,0,-3.942847E-05,-6.935488E-06,0,-5.861037E-06,3.519654E-05,0,-5.662441E-06,7.754564E-05,0,2.649426E-05,9.927506E-06,0,-8.374453E-06,5.313754E-05,0,2.354875,2.452224,2.568917,2.2291,2.147232,2.352724,2.011048,1.947469,2.121183,2.272275,-0.8442645,-0.5359266,0,-0.9011207,-0.4335685,0,-0.8668596,-0.4985523,0,-0.8831867,-0.4690217,0,-0.8160644,-0.5779611,0,-0.9325472,-0.3610481,0,-0.8603324,-0.5097334,0,-0.7805096,-0.6251438,0,-0.9195654,-0.3929369,0,-0.9596025,-0.281359,0
152,-0.2499517,-0.5000039,0,0.002023578,-0.0002622606,0,-0.4999915,-0.2499913,0,0.001510978,-0.0005431476,0,-0.5000022,-0.5000159,0,0.001078845,-0.003001095,0,-0.2499864,-0.2500072,0,-0.0007420781,-0.001171232,0,6.983286E-06,-0.499997,0,-0.001346947,0.00127107,0,-0.4999812,2.961616E-05,0,-0.002720953,-0.000833335,0,-1.770114E-05,-0.2499652,0,-0.003352076,0.0008791689,0,0.2500457,-0.5000198,0,0.00115335,-0.004203619,0,-0.250031,4.042731E-05,0,-0.003261866,0.001030159,0,-0.4999638,0.2499954,0,0.0006228688,0.001825393,0,9.819865E-06,5.698204E-05,0,-2.82526E-05,-3.626943E-05,0,2.622604E-05,8.368492E-05,0,-2.758205E-05,4.264712E-05,0,-1.933073E-05,4.437566E-05,0,-3.942847E-05,-6.935488E-06,0,-5.861037E-06,3.519654E-05,0,-5.662441E-06,7.754564E-05,0,2.649426E-05,9.927506E-06,0,-8.374453E-06,5.313754E-05,0,2.354875,2.452224,2.568917,2.2291,2.147232,2.352724,2.011048,1.947469,2.121183,2.272275,-0.8442645,-0.5359266,0,-0.9011207,-0.4335685,0,-0.8668596,-0.4985523,0,-0.8831867,-0.4690217,0,-0.8160644,-0.5779611,0,-0.9325472,-0.3610481,0,-0.8603324,-0.5097334,0,-0.7805096,-0.6251438,0,-0.9195654,-0.3929369,0,-0.9596025,-0.281359,0
153,-0.2499517,-0.5000039,0,0.002023578,-0.0002622606,0,-0.4999915,-0.2499913,0,0.001510978,-0.0005431476,0,-0.5000022,-0.5000159,0,0.001078845,-0.003001095,0,-0.2499864,-0.2500072,0,-0.0007420781,-0.001171232,0,6.983286E-06,-0.499997,0,-0.001346947,0.00127107,0,-0.4999812,2.961616E-05,0,-0.002720953,-0.000833335,0,-1.770114E-05,-0.2499652,0,-0.003352076,0.0008791689,0,0.2500457,-0.5000198,0,0.00115335,-0.004203619,0,-0.250031,4.042731E-05,0,-0.003261866,0.001030159,0,-0.4999638,0.2499954,0,0.0006228688,0.001825393,0,9.819865E-06,5.698204E-05,0,-2.82526E-05,-3.626943E-05,0,2.622604E-05,8.368492E-05,0,-2.758205E-05,4.264712E-05,0,-1.933073E-05,4.437566E-05,0,-3.942847E-05,-6.935488E-06,0,-5.861037E-06,3.519654E-05,0,-5.662441E-06,7.754564E-05,0,2.649426E-05,9.927506E-06,0,-8.374453E-06,5.313754E-05,0,2.354875,2.452224,2.568917,2.2291,2.147232,2.352724,2.011048,1.947469,2.121183,2.272275,-0.8442645,-0.5359266,0,-0.9011207,-0.4335685,0,-0.8668596,-0.4985523,0,-0.8831867,-0.4690217,0,-0.8160644,-0.5779611,0,-0.9325472,-0.3610481,0,-0.8603324,-0.5097334,0,-0.7805096,-0.6251438,0,-0.9195654,-0.3929369,0,-0.9596025,-0.281359,0
154,-0.2499517,-0.5000039,0,0.002023578,-0.0002622606,0,-0.4999915,-0.2499913,0,0.001510978,-0.0005431476,0,-0.5000022,-0.5000159,0,0.001078845,-0.003001095,0,-0.2499864,-0.2500072,0,-0.0007420781,-0.001171232,0,6.983286E-06,-0.499997,0,-0.001346947,0.00127107,0,-0.4999812,2.961616E-05,0,-0.002720953,-0.000833335,0,-1.770114E-05,-0.2499652,0,-0.003352076,0.0008791689,0,0.2500457,-0.5000198,0,0.00115335,-0.004203619,0,-0.250031,4.042731E-05,0,-0.003261866,0.001030159,0,-0.4999638,0.2499954,0,0.0006228688,0.001825393,0,9.819865E-06,5.698204E-05,0,-2.82526E-05,-3.626943E-05,0,2.622604E-05,8.368492E-05,0,-2.758205E-05,4.264712E-05,0,-1.933073E-05,4.437566E-05,0,-3.942847E-05,-6.935488E-06,0,-5.861037E-06,3.519654E-05,0,-5.662441E-06,7.754564E-05,0,2.649426E-05,9.927506E-06,0,-8.374453E-06,5.313754E-05,0,2.354875,2.452224,2.568917,2.2291,2.147232,2.352724,2.011048,1.947469,2.121183,2.272275,-0.8442645,-0.5359266,0,-0.9011207,-0.4335685,0,-0.8668596,-0.4985523,0,-0.8831867,-0.4690217,0,-0.8160644,-0.5779611,0,-0.9325472,-0.3610481,0,-0.8603324,-0.5097334,0,-0.7805096,-0.6251438,0,-0.9195654,-0.3929369,0,-0.9596025,-0.281359,0
155,-0.2499419,-0.4999469,0,0.0004909934,0.002849103,0,-0.5000197,-0.2500275,0,-0.001412631,-0.001813472,0,-0.499976,-0.4999322,0,0.001311303,0.004184248,0,-0.2500139,-0.2499645,0,-0.001379103,0.002132357,0,-1.234744E-05,-0.4999527,0,-0.0009665368,0.002218784,0,-0.5000206,2.268068E-05,0,-0.001971424,-0.0003467746,0,-2.356218E-05,-0.24993,0,-0.0002930519,0.001759828,0,0.25004,-0.4999423,0,-0.0002831222,0.003877284,0,-0.2500045,5.035481E-05,0,0.001324714,0.0004963755,0,-0.4999722,0.2500485,0,-0.0004187228,0.002656878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.339793,2.436201,2.553403,2.213363,2.132685,2.336136,1.995705,1.933527,2.104761,2.255155,-0.8424637,-0.538753,0,-0.8999725,-0.4359468,0,-0.8654137,-0.501058,0,-0.8817451,-0.4717262,0,-0.8138052,-0.5811377,0,-0.9317259,-0.3631622,0,-0.8584764,-0.512853,0,-0.7776533,-0.6286933,0,-0.9185045,-0.3954104,0,-0.9590939,-0.283088,0
156,-0.2499419,-0.4999469,0,0.0004909934,0.002849103,0,-0.5000197,-0.2500275,0,-0.001412631,-0.001813472,0,-0.499976,-0.4999322,0,0.001311303,0.004184248,0,-0.2500139,-0.2499645,0,-0.001379103,0.002132357,0,-1.234744E-05,-0.4999527,0,-0.0009665368,0.002218784,0,-0.5000206,2.268068E-05,0,-0.001971424,-0.0003467746,0,-2.356218E-05,-0.24993,0,-0.0002930519,0.001759828,0,0.25004,-0.4999423,0,-0.0002831222,0.003877284,0,-0.2500045,5.035481E-05,0,0.001324714,0.0004963755,0,-0.4999722,0.2500485,0,-0.0004187228,0.002656878,0,-4.468858E-05,-4.976988E-05,0,1.382828E-05,6.198883E-05,0,-4.261732E-05,7.450581E-07,0,1.183152E-05,1.989305E-05,0,4.547492E-05,-4.455447E-05,0,1.15633E-05,6.813595E-05,0,2.204733E-05,-1.049042E-05,0,-2.005696E-05,1.254678E-05,0,-1.692772E-05,-4.922006E-05,0,-3.936887E-05,-9.231269E-05,0,2.339793,2.436201,2.553403,2.213363,2.132685,2.336136,1.995705,1.933527,2.104761,2.255155,-0.8424637,-0.538753,0,-0.8999725,-0.4359468,0,-0.8654137,-0.501058,0,-0.8817451,-0.4717262,0,-0.8138052,-0.5811377,0,-0.9317259,-0.3631622,0,-0.8584764,-0.512853,0,-0.7776533,-0.6286933,0,-0.9185045,-0.3954104,0,-0.9590939,-0.283088,0
157,-0.2499419,-0.4999469,0,0.0004909934,0.002849103,0,-0.5000197,-0.2500275,0,-0.001412631,-0.001813472,0,-0.499976,-0.4999322,0,0.001311303,0.004184248,0,-0.2500139,-0.2499645,0,-0.001379103,0.002132357,0,-1.234744E-05,-0.4999527,0,-0.0009665368,0.002218784,0,-0.5000206,2.268068E-05,0,-0.001971424,-0.0003467746,0,-2.356218E-05,-0.24993,0,-0.0002930519,0.001759828,0,0.25004,-0.4999423,0,-0.0002831222,0.003877284,0,-0.2500045,5.035481E-05,0,0.001324714,0.0004963755,0,-0.4999722,0.2500485,0,-0.0004187228,0.002656878,0,-4.468858E-05,-4.976988E-05,0,1.382828E-05,6.198883E-05,0,-4.261732E-05,7.450581E-07,0,1.183152E-05,1.989305E-05,0,4.547492E-05,-4.455447E-05,0,1.15633E-05,6.813595E-05,0,2.204733E-05,-1.049042E-05,0,-2.005696E-05,1.254678E-05,0,-1.692772E-05,-4.922006E-05,0,-3.936887E-05,-9.231269E-05,0,2.339793,2.436201,2.553403,2.213363,2.132685,2.336136,1.995705,1.933527,2.104761,2.255155,-0.8424637,-0.538753,0,-0.8999725,-0.4359468,0,-0.8654137,-0.501058,0,-0.8817451,-0.4717262,0,-0.8138052,-0.5811377,0,-0.9317259,-0.3631622,0,-0.8584764,-0.512853,0,-0.7776533,-0.6286933,0,-0.9185045,-0.3954104,0,-0.9590939,-0.283088,0
158,-0.2499419,-0.4999469,0,0.0004909934,0.002849103,0,-0.5000197,-0.2500275,0,-0.001412631,-0.001813472,0,-0.499976,-0.4999322,0,0.001311303,0.004184248,0,-0.2500139,-0.2499645,0,-0.001379103,0.002132357,0,-1.234744E-05,-0.4999527,0,-0.0009665368,0.002218784,0,-0.5000206,2.268068E-05,0,-0.001971424,-0.0003467746,0,-2.356218E-05,-0.24993,0,-0.0002930519,0.001759828,0,0.25004,-0.4999423,0,-0.0002831222,0.003877284,0,-0.2500045,5.035481E-05,0,0.001324714,0.0004963755,0,-0.4999722,0.2500485,0,-0.0004187228,0.002656878,0,-4.468858E-05,-4.976988E-05,0,1.382828E-05,6.198883E-05,0,-4.261732E-05,7.450581E-07,0,1.183152E-05,1.989305E-05,0,4.547492E-05,-4.455447E-05,0,1.15633E-05,6.813595E-05,0,2.204733E-05,-1.049042E-05,0,-2.005696E-05,1.254678E-05,0,-1.692772E-05,-4.922006E-05,0,-3.936887E-05,-9.231269E-05,0,2.339793,2.436201,2.553403,2.213363,2.132685,2.336136,1.995705,1.933527,2.104761,2.255155,-0.8424637,-0.538753,0,-0.8999725,-0.4359468,0,-0.8654137,-0.501058,0,-0.8817451,-0.4717262,0,-0.8138052,-0.5811377,0,-0.9317259,-0.3631622,0,-0.8584764,-0.512853,0,-0.7776533,-0.6286933,0,-0.9185045,-0.3954104,0,-0.9590939,-0.283088,0
159,-0.2499419,-0.4999469,0,0.0004909934,0.002849103,0,-0.5000197,-0.2500275,0,-0.001412631,-0.001813472,0,-0.499976,-0.4999322,0,0.001311303,0.004184248,0,-0.2500139,-0.2499645,0,-0.001379103,0.002132357,0,-1.234744E-05,-0.4999527,0,-0.0009665368,0.002218784,0,-0.5000206,2.268068E-05,0,-0.001971424,-0.0003467746,0,-2.356218E-05,-0.24993,0,-0.0002930519,0.001759828,0,0.25004,-0.4999423,0,-0.0002831222,0.003877284,0,-0.2500045,5.035481E-05,0,0.001324714,0.0004963755,0,-0.4999722,0.2500485,0,-0.0004187228,0.002656878,0,-4.468858E-05,-4.976988E-05,0,1.382828E-05,6.198883E-05,0,-4.261732E-05,7.450581E-07,0,1.183152E-05,1.989305E-05,0,4.547492E-05,-4.455447E-05,0,1.15633E-05,6.813595E-05,0,2.204733E-05,-1.049042E-05,0,-2.005696E-05,1.254678E-05,0,-1.692772E-05,-4.922006E-05,0,-3.936887E-05,-9.231269E-05,0,2.339793,2.436201,2.553403,2.213363,2.132685,2.336136,1.995705,1.933527,2.104761,2.255155,-0.8424637,-0.538753,0,-0.8999725,-0.4359468,0,-0.8654137,-0.501058,0,-0.8817451,-0.4717262,0,-0.8138052,-0.5811377,0,-0.9317259,-0.3631622,0,-0.8584764,-0.512853,0,-0.7776533,-0.6286933,0,-0.9185045,-0.3954104,0,-0.9590939,-0.283088,0
160,-0.2499419,-0.4999469,0,0.0004909934,0.002849103,0,-0.5000197,-0.2500275,0,-0.001412631,-0.001813472,0,-0.499976,-0.4999322,0,0.001311303,0.004184248,0,-0.2500139,-0.2499645,0,-0.001379103,0.002132357,0,-1.234744E-05,-0.4999527,0,-0.0009665368,0.002218784,0,-0.5000206,2.268068E-05,0,-0.001971424,-0.0003467746,0,-2.356218E-05,-0.24993,0,-0.0002930519,0.001759828,0,0.25004,-0.4999423,0,-0.0002831222,0.003877284,0,-0.2500045,5.035481E-05,0,0.001324714,0.0004963755,0,-0.4999722,0.2500485,0,-0.0004187228,0.002656878,0,-4.468858E-05,-4.976988E-05,0,1.382828E-05,6.198883E-05,0,-4.261732E-05,7.450581E-07,0,1.183152E-05,1.989305E-05,0,4.547492E-05,-4.455447E-05,0,1.15633E-05,6.813595E-05,0,2.204733E-05,-1.049042E-05,0,-2.005696E-05,1.254678E-05,0,-1.692772E-05,-4.922006E-05,0,-3.936887E-05,-9.231269E-05,0,2.339793,2.436201,2.553403,2.213363,2.132685,2.336136,1.995705,1.933527,2.104761,2.255155,-0.8424637,-0.538753,0,-0.8999725,-0.4359468,0,-0.8654137,-0.501058,0,-0.8817451,-0.4717262,0,-0.8138052,-0.5811377,0,-0.9317259,-0.3631622,0,-0.8584764,-0.512853,0,-0.7776533,-0.6286933,0,-0.9185045,-0.3954104,0,-0.9590939,-0.283088,0
