frame,x0,y0,z0,vx0,vy0,vz0,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3,x4,y4,z4,vx4,vy4,vz4,x5,y5,z5,vx5,vy5,vz5,x6,y6,z6,vx6,vy6,vz6,x7,y7,z7,vx7,vy7,vz7,x8,y8,z8,vx8,vy8,vz8,x9,y9,z9,vx9,vy9,vz9,dx0,dy0,dz0,dx1,dy1,dz1,dx2,dy2,dz2,dx3,dy3,dz3,dx4,dy4,dz4,dx5,dy5,dz5,dx6,dy6,dz6,dx7,dy7,dz7,dx8,dy8,dz8,dx9,dy9,dz9
1,-0,4660969,-0,4124999,0,1201941,0,0,0,-0,4774206,-0,4124999,0,06057475,0,0,0,-0,4960571,-0,4499999,0,06266653,0,0,0,-0,4842914,-0,4499999,0,1243446,0,0,0,-0,4999998,-0,4499999,0,0,0,0,-0,4474226,-0,4124999,0,1779181,0,0,0,-0,4648881,-0,4499999,0,184062,0,0,0,-0,4812151,-0,4124999,0,0,0,0,-0,4960571,-0,4499999,-0,06266659,0,0,0,-0,4216921,-0,4124999,0,2328362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0,466097,-0,4949999,0,1322135,-5,960467E-06,-4,125002,0,6009734,-0,4774207,-0,4949999,0,06663226,-5,960467E-06,-4,125002,0,3028755,-0,4960572,-0,54,0,06893321,-5,960467E-06,-4,500003,0,3133343,-0,4842915,-0,54,0,1367791,-5,960467E-06,-4,500003,0,6217266,-0,4999999,-0,54,0,-5,960467E-06,-4,500003,0,-0,4474227,-0,4949999,0,19571,-5,960467E-06,-4,125002,0,8895952,-0,4648882,-0,54,0,2024682,-5,960467E-06,-4,500003,0,9203147,-0,4812152,-0,4949999,0,-5,960467E-06,-4,125002,0,-0,4960572,-0,54,-0,06893328,-5,960467E-06,-4,500003,-0,3133347,-0,4216922,-0,4949999,0,2561199,-4,47035E-06,-4,125002,1,164188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0,4664985,-0,4965909,0,1324012,-0,02007187,-0,0795469,0,009384755,-0,4776977,-0,4967208,0,06679991,-0,01385063,-0,08604232,0,008382652,-0,4962834,-0,5417348,0,06913856,-0,01130701,-0,08674268,0,01026765,-0,4844064,-0,5417126,0,1369592,-0,00574142,-0,08563105,0,009001795,-0,4995111,-0,5420962,0,0001789439,0,0244394,-0,1048118,0,0089472,-0,4479743,-0,4964114,0,1959271,-0,02757908,-0,07057044,0,01085476,-0,4653573,-0,5414442,0,2027266,-0,02345295,-0,07221404,0,01291857,-0,4810885,-0,4969542,0,0001499802,0,006337466,-0,09771291,0,007499011,-0,4957993,-0,5420133,-0,06876472,0,01289547,-0,1006663,0,0084281,-0,4226398,-0,4961072,0,2564687,-0,04737826,-0,05536231,0,01743735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0,4680289,-0,5104864,0,1320077,-0,07652196,-0,6947774,-0,01967476,-0,4797855,-0,5105729,0,06650934,-0,1043886,-0,6926063,-0,01452827,-0,497988,-0,5557318,0,06887124,-0,08522872,-0,6998512,-0,01336597,-0,48585,-0,5556162,0,1366998,-0,07218274,-0,6951812,-0,01296849,-0,5008551,-0,5562639,-0,0001644878,-0,06720278,-0,7083836,-0,01717159,-0,4511217,-0,5093552,0,1959673,-0,1573697,-0,6471949,0,002013893,-0,4685027,-0,5543579,0,2029716,-0,1572699,-0,6456854,0,01224727,-0,4827099,-0,5110246,-0,0001713373,-0,08107278,-0,7035199,-0,01606588,-0,496407,-0,5563887,-0,06912398,-0,03038199,-0,7187727,-0,01796298,-0,4248773,-0,5091926,0,2561474,-0,111878,-0,654273,-0,01606197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0,4605121,-0,5107865,0,127936,0,3758417,-0,01500547,-0,2035857,-0,4776526,-0,5085808,0,06367664,0,1066432,0,09960536,-0,1416352,-0,4950803,-0,5540256,0,06567694,0,1453847,0,08531217,-0,1597152,-0,4769363,-0,5565352,0,1321126,0,4456865,-0,04594924,-0,2293603,-0,5026546,-0,5522738,-0,003009961,-0,08997325,0,1995028,-0,1422737,-0,4529653,-0,5063859,0,1935328,-0,09218011,0,1484663,-0,1217269,-0,4697659,-0,5517049,0,2000349,-0,06315859,0,1326532,-0,1468339,-0,4829841,-0,5076742,-0,002911339,-0,01370758,0,1675189,-0,1370001,-0,4993143,-0,5519188,-0,07208534,-0,1453683,0,2234966,-0,1480684,-0,4222158,-0,5085242,0,2514701,0,1330749,0,03342034,-0,2338679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0,4604895,-0,4944558,0,1232418,0,001128018,0,8165348,-0,2347105,-0,4689642,-0,4955078,0,05716826,0,4344212,0,6536501,-0,3254189,-0,477351,-0,543521,0,05816133,0,8864645,0,5252274,-0,375781,-0,4708037,-0,5420265,0,1266351,0,3066303,0,7254335,-0,273876,-0,4804816,-0,542729,-0,01076308,1,108653,0,4772426,-0,3876564,-0,4452218,-0,4924184,0,1877081,0,3871755,0,698376,-0,2912374,-0,4611525,-0,5380514,0,1943341,0,4306691,0,6826761,-0,285037,-0,4732512,-0,4945188,-0,009495044,0,4866423,0,6577688,-0,3291854,-0,4877822,-0,5382028,-0,07925086,0,5766096,0,6858024,-0,3582758,-0,414688,-0,49391,0,2459056,0,3763916,0,7307145,-0,2782227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0,4588298,-0,5054591,0,1173929,0,08298311,-0,5501615,-0,2924429,-0,4607795,-0,5083032,0,05095033,0,4092337,-0,6397712,-0,310897,-0,4750414,-0,5549001,0,05240308,0,1154811,-0,5689504,-0,2879123,-0,4747324,-0,5514273,0,1211731,-0,1964376,-0,4700394,-0,2730993,-0,4749414,-0,5552087,-0,01667118,0,2770082,-0,6239893,-0,2954049,-0,4300316,-0,5094937,0,1768343,0,7595095,-0,8537654,-0,5436892,-0,4463669,-0,5549514,0,1833983,0,7392812,-0,8450005,-0,5467909,-0,4601402,-0,5087473,-0,01573912,0,655553,-0,7114249,-0,3122038,-0,4753882,-0,5519637,-0,08567703,0,6196993,-0,6880465,-0,3213086,-0,3985427,-0,5116405,0,2344203,0,8072633,-0,88653,-0,5742679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0,4484824,-0,5171567,0,1153013,0,5173715,-0,5848827,-0,104582,-0,4611084,-0,5181104,0,04983875,-0,01644642,-0,4903587,-0,05557893,-0,472529,-0,5654917,0,05205632,0,1256198,-0,5295815,-0,01733788,-0,4659752,-0,5623536,0,1205802,0,4378619,-0,5463156,-0,0296455,-0,4555635,-0,5709069,-0,0146168,0,9688977,-0,78491,0,1027191,-0,3996978,-0,5298981,0,1581671,1,51669,-1,02022,-0,9333584,-0,4158809,-0,5752769,0,1654712,1,5243,-1,016277,-0,8963559,-0,4431705,-0,5237297,-0,0142444,0,8484829,-0,7491174,0,07473564,-0,4437087,-0,5719877,-0,08259978,1,583972,-1,001203,0,1538624,-0,3652874,-0,532235,0,2140335,1,662766,-1,029724,-1,019337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0,4267986,-0,5244377,0,1050691,1,084194,-0,3640474,-0,5116081,-0,470069,-0,5133628,0,0556997,-0,4480259,0,2373786,0,2930477,-0,4861516,-0,5592978,0,05831702,-0,6811309,0,3096939,0,313035,-0,4422574,-0,5703629,0,1102085,1,185892,-0,4004629,-0,5185859,-0,4523908,-0,5725031,-0,0004125511,0,1586319,-0,07981065,0,7102127,-0,3658283,-0,5417586,0,1242181,1,693473,-0,5930247,-1,697451,-0,3786351,-0,5886358,0,1278398,1,862291,-0,6679448,-1,88157,-0,4342326,-0,5271448,0,001091752,0,4468979,-0,1707555,0,7668082,-0,4206244,-0,5814228,-0,06107726,1,154219,-0,4717531,1,076127,-0,3265135,-0,5475844,0,1765104,1,938698,-0,7674697,-1,876156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0,407481,-0,5304474,0,06362058,0,9658802,-0,300488,-2,072429,-0,47075,-0,5111538,0,05656357,-0,03405215,0,1104504,0,04319364,-0,4858652,-0,5576183,0,05698821,0,01432002,0,08397403,-0,06644077,-0,4206716,-0,5772736,0,067196,1,079292,-0,3455372,-2,150625,-0,4371942,-0,5720137,0,009969617,0,7598314,0,0244707,0,5191086,-0,3457072,-0,545463,0,08213882,1,006058,-0,1852215,-2,103965,-0,3559993,-0,593098,0,08327976,1,131791,-0,2231092,-2,228005,-0,4261999,-0,5246838,0,00878738,0,4016311,0,1230509,0,3847815,-0,3847766,-0,5833422,-0,0338378,1,792388,-0,09596948,1,361973,-0,2925389,-0,5552252,0,119412,1,698732,-0,3820391,-2,854925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-0,3934905,-0,5326606,0,03564693,0,6995249,-0,110659,-1,398683,-0,4548692,-0,5163613,0,05554929,0,7940385,-0,260374,-0,05071389,-0,4677269,-0,5633852,0,05744381,0,9069148,-0,2883435,0,02278035,-0,4046094,-0,5801243,0,03559094,0,8031058,-0,1425356,-1,580253,-0,4327339,-0,5734211,-0,001264221,0,2230168,-0,07036629,-0,5616921,-0,3350682,-0,5452919,0,06403746,0,5319479,0,00855625,-0,9050682,-0,3447761,-0,5930524,0,06626478,0,5611601,0,002279879,-0,8507494,-0,4246814,-0,5253972,-0,003326601,0,07592592,-0,03567041,-0,6056993,-0,3735169,-0,5832019,-0,03541127,0,562987,0,007012489,-0,07867369,-0,2780055,-0,5546072,0,09501132,0,7266659,0,03090204,-1,220033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0,3821961,-0,5296897,0,008201798,0,564717,0,1485468,-1,372257,-0,4437935,-0,5151535,0,02885824,0,553787,0,06039145,-1,334553,-0,4556967,-0,5624631,0,0293329,0,6015095,0,04610421,-1,405546,-0,3926234,-0,5772614,0,006060094,0,5993011,0,1431466,-1,476543,-0,4152005,-0,5711614,-0,02598542,0,876667,0,1129836,-1,236061,-0,3255822,-0,5425091,0,04001253,0,4743012,0,1391411,-1,201247,-0,3327108,-0,5905857,0,03652447,0,6032618,0,123334,-1,487016,-0,4098791,-0,5226794,-0,0282134,0,7401186,0,1358867,-1,244341,-0,3476811,-0,5775706,-0,03903336,1,29179,0,2815665,-0,1811045,-0,2687082,-0,5523875,0,07139636,0,4648657,0,1109839,-1,180748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
