frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5,x6,y6,z6,vx6,vy6,vz6,sdf6,nx6,ny6,nz6,md6,u6,v6,x7,y7,z7,vx7,vy7,vz7,sdf7,nx7,ny7,nz7,md7,u7,v7,x8,y8,z8,vx8,vy8,vz8,sdf8,nx8,ny8,nz8,md8,u8,v8,x9,y9,z9,vx9,vy9,vz9,sdf9,nx9,ny9,nz9,md9,u9,v9,x10,y10,z10,vx10,vy10,vz10,sdf10,nx10,ny10,nz10,md10,u10,v10,x11,y11,z11,vx11,vy11,vz11,sdf11,nx11,ny11,nz11,md11,u11,v11,x12,y12,z12,vx12,vy12,vz12,sdf12,nx12,ny12,nz12,md12,u12,v12,x13,y13,z13,vx13,vy13,vz13,sdf13,nx13,ny13,nz13,md13,u13,v13,x14,y14,z14,vx14,vy14,vz14,sdf14,nx14,ny14,nz14,md14,u14,v14,x15,y15,z15,vx15,vy15,vz15,sdf15,nx15,ny15,nz15,md15,u15,v15,x16,y16,z16,vx16,vy16,vz16,sdf16,nx16,ny16,nz16,md16,u16,v16,x17,y17,z17,vx17,vy17,vz17,sdf17,nx17,ny17,nz17,md17,u17,v17,x18,y18,z18,vx18,vy18,vz18,sdf18,nx18,ny18,nz18,md18,u18,v18,x19,y19,z19,vx19,vy19,vz19,sdf19,nx19,ny19,nz19,md19,u19,v19,x20,y20,z20,vx20,vy20,vz20,sdf20,nx20,ny20,nz20,md20,u20,v20,x21,y21,z21,vx21,vy21,vz21,sdf21,nx21,ny21,nz21,md21,u21,v21,x22,y22,z22,vx22,vy22,vz22,sdf22,nx22,ny22,nz22,md22,u22,v22,x23,y23,z23,vx23,vy23,vz23,sdf23,nx23,ny23,nz23,md23,u23,v23,x24,y24,z24,vx24,vy24,vz24,sdf24,nx24,ny24,nz24,md24,u24,v24
0,0.1400038,-48.6701,24.8576,-19.49826,2408.72,-1243.092,54.95954,-0.013399,-0.8938271,0.4482115,1,0.75,0,0.1400076,-23.67126,49.86595,-32.00262,1171.113,-2493.466,55.09648,-0.01336593,-0.4419777,0.8969265,1,1,0.25,0.1400076,-48.67411,49.858,-31.99865,2408.424,-2493.328,69.81413,-0.01056827,-0.7050538,0.709075,1,1,0,0.1400038,-23.67146,24.8609,-19.4999,1171.07,-1243.191,34.46326,-0.02125381,-0.7028122,0.7110578,1,0.75,0.25,0.14,-48.66883,-0.1350574,-7.001732,2408.44,6.898403,49.07572,-0.01498932,-0.9998839,-0.002724265,1,0.5,0,0.1400076,1.327389,49.85777,-31.99853,-66.67292,-2493.193,49.36513,-0.01490217,0.008548012,0.9998524,1,1,0.5,0.14,-23.67271,-0.1358415,-7.00134,1170.862,6.996361,24.08546,-0.03022544,-0.9995279,-0.005525278,1,0.5,0.25,0.1399962,-48.66799,-25.13916,5.500515,2408.088,1256.95,55.08443,-0.01336904,-0.8917809,-0.4522699,1,0.25,0,0.1400038,1.330183,24.85793,-19.49842,-66.56017,-1243.101,24.37273,-0.02987619,0.01724944,0.9994048,1,0.75,0.5,0.1400076,26.32567,49.86367,-32.00148,-1303.96,-2492.99,55.47629,-0.01327524,0.4542018,0.8907999,1,1,0.75,0.1399962,-23.66302,-25.132,5.496933,1170.882,1256.762,34.65065,-0.02114073,-0.6988255,-0.7149797,1,0.25,0.25,0.1399924,-48.66519,-50.13744,17.99984,2408.616,2506.695,70.00628,-0.01053969,-0.7030059,-0.7111059,1,0,0,0.1399924,-23.66303,-50.13906,18.00066,1171.091,2507.463,55.33795,-0.01330841,-0.4399189,-0.8979389,1,0,0.25,0.1400038,26.33381,24.85819,-19.49855,-1303.945,-1242.92,35.07109,-0.02089063,0.7149814,0.6988312,1,0.75,0.75,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,70.42102,-0.01047784,0.7110566,0.7030568,0,1,1,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,55.72914,-0.01321561,0.8968457,0.4421461,0,0.75,1,0.14,1.331591,-0.1421708,-6.998176,-66.57438,7.064884,0.3704633,-0.8536907,0.494506,-0.1633278,1,0.5,0.5,0.1399962,1.331743,-25.13766,5.499763,-66.87189,1256.952,24.65233,-0.02954439,0.01711973,-0.9994168,1,0.25,0.5,0.1399924,1.339258,-50.13407,17.99816,-66.54224,2507.008,49.64149,-0.01482034,0.008737608,-0.999852,1,0,0.5,0.14,26.33592,-0.1433461,-6.997588,-1304.102,6.870224,24.94603,-0.02920323,0.9995576,-0.00563334,1,0.5,0.75,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,49.93452,-0.01473408,0.9998877,-0.00274646,0,0.5,1,0.1399962,26.32939,-25.13773,5.4998,-1303.783,1256.931,35.26386,-0.02077825,0.711004,-0.7028809,1,0.25,0.75,0.1399924,26.32474,-50.13647,17.99936,-1303.974,2506.954,55.71901,-0.0132182,0.4522242,-0.8918064,1,0,0.75,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,55.85217,-0.0131869,0.8948876,-0.4460968,0,0.25,1,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,70.61607,-0.01044931,0.7091064,-0.705024,0,0,1
1,0.1400038,-48.66019,24.86499,-19.50195,2408.199,-1243.025,54.77533,-0.009059608,-0.8930638,0.4498388,1,0.75,0,0.1400076,-23.66108,49.86142,-32.00036,1170.521,-2492.975,54.99846,-0.009023116,-0.4390263,0.8984289,1,1,0.25,0.1400076,-48.65419,49.86395,-32.00162,2407.934,-2493.185,69.66349,-0.007137174,-0.7034768,0.7106823,1,1,0,0.1400038,-23.66576,24.86008,-19.49949,1170.74,-1242.813,34.31622,-0.01438332,-0.69996,0.7140372,1,0.75,0.25,0.14,-48.6599,-0.1351855,-7.001668,2408.159,6.853763,48.86683,-0.01014399,-0.9999448,-0.002738387,1,0.5,0,0.1400076,1.339236,49.86059,-31.99994,-67.0094,-2492.822,49.36715,-0.01004206,0.01273451,0.9998685,1,1,0.5,0.14,-23.65953,-0.1399917,-6.999265,1170.493,6.760251,23.86928,-0.0205495,-0.9997723,-0.005744598,1,0.5,0.25,0.1399962,-48.65564,-25.13183,5.49685,2408.287,1256.875,54.89182,-0.009040694,-0.8911034,-0.4537102,1,0.25,0,0.1400038,1.335528,24.86448,-19.50169,-67.02864,-1243.084,24.37753,-0.02012952,0.02537731,0.9994753,1,0.75,0.5,0.1400076,26.32883,49.85464,-31.99697,-1303.74,-2493.098,55.55673,-0.008933254,0.4571196,0.8893604,1,1,0.75,0.1399962,-23.66721,-25.13749,5.49968,1170.999,1257.01,34.51586,-0.01430153,-0.6960108,-0.7178888,1,0.25,0.25,0.1399924,-48.66478,-50.13766,17.99996,2408.307,2507.008,69.8657,-0.007116881,-0.7016057,-0.7125299,1,0,0,0.1399924,-23.66571,-50.14075,18.0015,1170.768,2506.895,55.25158,-0.008982424,-0.4371162,-0.8993602,1,0,0.25,0.1400038,26.32548,24.85773,-19.49832,-1303.826,-1242.951,35.20164,-0.0140266,0.7176498,0.696263,1,0.75,0.75,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,70.55907,-0.007047221,0.7124467,0.7016909,0,1,1,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,55.90316,-0.008878454,0.8975703,0.4407819,0,0.75,1,0.14,1.333527,-0.1404462,-6.999038,-66.53548,7.084712,0.3164265,-0.6133763,0.7708286,-0.1720256,1,0.5,0.5,0.1399962,1.338775,-25.13525,5.498556,-66.74586,1257.03,24.64824,-0.01991314,0.02523329,-0.9994833,1,0.25,0.5,0.1399924,1.335223,-50.14104,18.00165,-66.74981,2507.042,49.64751,-0.009986224,0.01258329,-0.999871,1,0,0.5,0.14,26.33372,-0.1423028,-6.99811,-1304.266,6.957963,25.13481,-0.01953503,0.9997938,-0.005551157,1,0.5,0.75,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,50.12847,-0.009891207,0.9999473,-0.002735939,0,0.5,1,0.1399962,26.32405,-25.1375,5.499682,-1303.914,1256.786,35.39598,-0.01395088,0.7137248,-0.7002873,1,0.25,0.75,0.1399924,26.32576,-50.14353,18.00289,-1303.707,2507.131,55.81242,-0.008892964,0.4549895,-0.8904524,1,0,0.75,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,56.02582,-0.008859322,0.8956226,-0.4447264,0,0.25,1,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,70.75374,-0.007028183,0.7105003,-0.7036618,0,0,1
2,0.1400038,-48.66232,24.86232,-19.50061,2408.145,-1243.191,54.62132,-0.00415871,-0.8924904,0.4510473,1,0.75,0,0.1400076,-23.66742,49.86077,-32.00003,1170.552,-2492.863,54.92388,-0.004135939,-0.4366412,0.8996263,1,1,0.25,0.1400076,-48.6667,49.8638,-32.00154,2408.416,-2493.257,69.55037,-0.003272356,-0.7023464,0.7118278,1,1,0,0.1400038,-23.66878,24.86177,-19.50034,1170.962,-1242.636,34.19702,-0.006606723,-0.6975156,0.7165391,1,0.75,0.25,0.14,-48.66609,-0.1363666,-7.001078,2408.041,6.507139,48.69974,-0.004659321,-0.9999853,-0.002771694,1,0.5,0,0.1400076,1.337119,49.86085,-32.00008,-66.68518,-2493.338,49.36786,-0.004596743,0.01612641,0.9998594,1,1,0.5,0.14,-23.66593,-0.1396087,-6.999457,1170.754,6.724399,23.70035,-0.009472484,-0.9999385,-0.00576887,1,0.5,0.25,0.1399962,-48.67545,-25.13886,5.500361,2408.403,1256.614,54.75829,-0.00414854,-0.8905157,-0.4549337,1,0.25,0,0.1400038,1.335107,24.86015,-19.49953,-66.8304,-1243.349,24.37414,-0.009215738,0.03224948,0.9994374,1,0.75,0.5,0.1400076,26.32625,49.86546,-32.00238,-1303.788,-2492.869,55.6419,-0.004083043,0.4594309,0.8882042,1,1,0.75,0.1399962,-23.66807,-25.14382,5.502844,1171.169,1256.795,34.39918,-0.00656867,-0.6934547,-0.7204702,1,0.25,0.25,0.1399924,-48.67082,-50.14334,18.0028,2408.852,2506.523,69.75252,-0.003263157,-0.7003841,-0.7137586,1,0,0,0.1399924,-23.67004,-50.14235,18.0023,1170.952,2506.719,55.17846,-0.004117302,-0.4346918,-0.9005699,1,0,0.25,0.1400038,26.32583,24.86045,-19.49968,-1303.808,-1243.137,35.32413,-0.006398859,0.7199869,0.6939582,1,0.75,0.75,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,70.67981,-0.003220432,0.7136444,0.7005007,0,1,1,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,56.05519,-0.004053272,0.8981859,0.4395971,0,0.75,1,0.14,1.330513,-0.1346593,-7.001931,-66.50599,6.766299,0.3407276,-0.2726655,0.9486828,-0.1601699,1,0.5,0.5,0.1399962,1.332363,-25.1367,5.499285,-66.58398,1257.051,24.65046,-0.009114793,0.03178605,-0.9994531,1,0.25,0.5,0.1399924,1.325037,-50.13647,17.99936,-66.31767,2506.753,49.64326,-0.004571802,0.01579689,-0.9998648,1,0,0.5,0.14,26.33459,-0.1385605,-6.99998,-1304.218,6.666137,25.30306,-0.008884118,0.9999461,-0.005369925,1,0.5,0.75,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,50.29778,-0.004512744,0.9999861,-0.00272682,0,0.5,1,0.1399962,26.336,-25.14138,5.501625,-1303.805,1256.887,35.52694,-0.006363051,0.7162161,-0.6978496,1,0.25,0.75,0.1399924,26.32401,-50.14154,18.0019,-1304.204,2506.785,55.88623,-0.004065621,0.4574004,-0.8892516,1,0,0.75,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,56.17751,-0.004044659,0.8962474,-0.4435361,0,0.25,1,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,70.87414,-0.003211878,0.7117014,-0.7024748,0,0,1
3,0.1400038,-48.67044,24.86527,-19.50209,2408.76,-1243.246,54.47508,0.0008867253,-0.891865,0.4523007,1,0.75,0,0.1400076,-23.66622,49.86473,-32.00201,1171.012,-2493.325,54.85114,0.0008807698,-0.4340675,0.9008799,1,1,0.25,0.1400076,-48.66339,49.86531,-32.0023,2408.37,-2493.05,69.42736,0.000697175,-0.7010604,0.7131015,1,1,0,0.1400038,-23.66474,24.86243,-19.50067,1170.988,-1243.462,34.0735,0.001409976,-0.6948864,0.7191182,1,0.75,0.25,0.14,-48.66847,-0.1369073,-7.000807,2408.467,6.851473,48.52859,0.000994195,-0.9999956,-0.002792398,1,0.5,0,0.1400076,1.335885,49.8586,-31.99895,-66.76923,-2492.695,49.36818,0.0009776097,0.01957109,0.999808,1,1,0.5,0.14,-23.66908,-0.1362299,-7.001146,1171.007,7.039676,23.52942,0.002028512,-0.9999819,-0.005669294,1,0.5,0.25,0.1399962,-48.66078,-25.1389,5.500385,2408.051,1257.065,54.59079,0.0008847244,-0.8898165,-0.4563178,1,0.25,0,0.1400038,1.333103,24.86586,-19.50239,-66.40845,-1242.92,24.38494,0.001958927,0.0391077,0.9992331,1,0.75,0.5,0.1400076,26.32917,49.86353,-32.00141,-1303.745,-2493.303,55.72078,0.0008671457,0.4619157,0.8869234,1,1,0.75,0.1399962,-23.66621,-25.13564,5.498754,1170.699,1256.872,34.2715,0.001401727,-0.6909716,-0.7228805,1,0.25,0.25,0.1399924,-48.6627,-50.13282,17.99754,2408.27,2506.812,69.61789,0.000695063,-0.6991456,-0.7149791,1,0,0,0.1399924,-23.66205,-50.13307,17.99766,1170.949,2506.748,55.0912,0.0008766918,-0.432118,-0.9018166,1,0,0.25,0.1400038,26.32808,24.86475,-19.50183,-1303.957,-1243.039,35.4528,0.001355883,0.7222849,0.6915942,1,0.75,0.75,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,70.80303,0.0006837242,0.7148377,0.6992901,0,1,1,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,56.2102,0.0008595948,0.8987818,0.4383955,0,0.75,1,0.14,1.329063,-0.1396571,-6.999432,-66.49852,7.329386,0.4803765,0.04971965,0.9885521,-0.1424526,1,0.5,0.5,0.1399962,1.333882,-25.14205,5.50196,-66.81331,1256.812,24.66096,0.001937135,0.03870965,-0.9992486,1,0.25,0.5,0.1399924,1.331909,-50.1391,18.00068,-66.6139,2506.989,49.64855,0.0009718396,0.0193824,-0.9998116,1,0,0.5,0.14,26.33107,-0.138887,-6.999817,-1304.272,7.122057,25.47158,0.00187682,0.9999839,-0.005347652,1,0.5,0.75,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,50.4703,0.0009563211,0.9999959,-0.00271759,0,0.5,1,0.1399962,26.32758,-25.14217,5.502018,-1304.17,1256.915,35.64486,0.001348467,0.7184333,-0.6955946,1,0.25,0.75,0.1399924,26.32951,-50.13804,18.00014,-1304.002,2507.208,55.96455,0.0008631317,0.4599276,-0.887956,1,0,0.75,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,56.33219,0.0008576154,0.8968525,-0.442329,0,0.25,1,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,70.99703,0.0006816555,0.712898,-0.7012674,0,0,1
4,0.1400038,-48.67212,24.85482,-19.49687,2408.723,-1242.669,54.30369,0.005573757,-0.8912264,0.4535246,1,0.75,0,0.1400076,-23.6805,49.85982,-31.99956,1170.793,-2493.081,54.77169,0.005526633,-0.4315207,0.9020861,1,1,0.25,0.1400076,-48.67821,49.85423,-31.99676,2408.335,-2492.871,69.29771,0.004376451,-0.6998594,0.7142673,1,1,0,0.1400038,-23.67087,24.85378,-19.49634,1170.908,-1242.902,33.94138,0.008869056,-0.6922268,0.7216256,1,0.75,0.25,0.14,-48.67319,-0.1470093,-6.995756,2408.633,7.163991,48.34474,0.006253666,-0.9999759,-0.003009727,1,0.5,0,0.1400076,1.325556,49.8589,-31.9991,-66.42309,-2492.707,49.37322,0.006124856,0.02316237,0.9997129,1,1,0.5,0.14,-23.67264,-0.1344268,-7.002047,1170.919,7.142361,23.34535,0.01280999,-0.9999021,-0.005637444,1,0.5,0.25,0.1399962,-48.66518,-25.15076,5.506311,2408.552,1257.328,54.43237,0.005560562,-0.8890123,-0.4578494,1,0.25,0,0.1400038,1.333731,24.85893,-19.49892,-66.68863,-1242.845,24.38801,0.01227348,0.04674365,0.9988315,1,0.75,0.5,0.1400076,26.33088,49.85212,-31.99571,-1303.918,-2492.967,55.80008,0.005425681,0.4646619,0.8854716,1,1,0.75,0.1399962,-23.66577,-25.13777,5.499816,1171.125,1256.862,34.14336,0.008817125,-0.6880438,-0.7256157,1,0.25,0.25,0.1399924,-48.67036,-50.14685,18.00455,2408.477,2507.246,69.50156,0.004363489,-0.6977093,-0.7163677,1,0,0,0.1399924,-23.66689,-50.14451,18.00338,1171.009,2507.168,55.02279,0.005501363,-0.4293239,-0.9031338,1,0,0.25,0.1400038,26.3277,24.85572,-19.49732,-1303.843,-1242.688,35.58471,0.008465151,0.7248868,0.688816,1,0.75,0.75,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,70.93928,0.004275887,0.7161275,0.6979564,0,1,1,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,56.38141,0.005370164,0.8994086,0.4370759,0,0.75,1,0.14,1.328516,-0.1371843,-7.000669,-66.6888,7.218823,0.7055776,0.2533712,0.9606532,-0.1137914,1,0.5,0.5,0.1399962,1.338162,-25.14748,5.504672,-66.66333,1257.129,24.67643,0.01213257,0.04638414,-0.99885,1,0.25,0.5,0.1399924,1.33625,-50.14228,18.00227,-66.69674,2507.321,49.65676,0.006089928,0.02324464,-0.9997113,1,0,0.5,0.14,26.32525,-0.1410615,-6.99873,-1303.975,6.856352,25.65704,0.01167788,0.9999172,-0.005392868,1,0.5,0.75,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,50.66072,0.005970569,0.9999785,-0.002707475,0,0.5,1,0.1399962,26.3295,-25.14104,5.501455,-1303.744,1257.107,35.78313,0.008418648,0.7209722,-0.6929128,1,0.25,0.75,0.1399924,26.32632,-50.13971,18.00098,-1303.842,2507.024,56.05278,0.005401168,0.462505,-0.8866003,1,0,0.75,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,56.50304,0.005358572,0.8974895,-0.4410033,0,0.25,1,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,71.1329,0.004264116,0.7141917,-0.6999372,0,0,1
5,0.1400038,-48.66089,24.86722,-19.50307,2408.117,-1242.869,54.14851,0.003723358,-0.8904635,0.4550393,1,0.75,0,0.1400076,-23.66053,49.86267,-32.00098,1170.599,-2492.739,54.69261,0.003686721,-0.4287195,0.9034301,1,1,0.25,0.1400076,-48.65187,49.86327,-32.00128,2407.507,-2493.092,69.16742,0.002920731,-0.6983679,0.715733,1,1,0,0.1400038,-23.66583,24.8625,-19.5007,1170.711,-1242.473,33.82686,0.005927601,-0.6894732,0.724287,1,0.75,0.25,0.14,-48.66416,-0.1427233,-6.9979,2408.353,7.078825,48.16641,0.004180956,-0.999987,-0.002932685,1,0.5,0,0.1400076,1.342489,49.85843,-31.99886,-67.15878,-2492.792,49.37687,0.004079642,0.02688355,0.9996303,1,1,0.5,0.14,-23.66189,-0.1403175,-6.999102,1170.563,7.349585,23.1648,0.008598091,-0.9999455,-0.005929376,1,0.5,0.25,0.1399962,-48.66519,-25.13834,5.500101,2408.076,1257.336,54.27624,0.003714536,-0.8884658,-0.4589278,1,0.25,0,0.1400038,1.336866,24.86297,-19.50094,-66.90261,-1243.076,24.39963,0.008171846,0.05362508,0.9985277,1,0.75,0.5,0.1400076,26.32735,49.86349,-32.00139,-1303.761,-2492.96,55.88663,0.003608652,0.4668789,0.8843139,1,1,0.75,0.1399962,-23.66702,-25.13909,5.500476,1170.802,1257.418,34.02854,0.005892758,-0.6854807,-0.7280669,1,0.25,0.25,0.1399924,-48.66046,-50.14328,18.00277,2407.891,2507.183,69.37409,0.002911873,-0.6964253,-0.7176234,1,0,0,0.1399924,-23.66541,-50.14277,18.00251,1170.8,2506.952,54.94787,0.003669474,-0.4268338,-0.9043226,1,0,0.25,0.1400038,26.32701,24.86159,-19.50025,-1303.963,-1243.254,35.71003,0.005619326,0.7270192,0.6865942,1,0.75,0.75,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,71.05986,0.00284349,0.717279,0.6967803,0,1,1,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,56.53278,0.003567702,0.8999804,0.4359159,0,0.75,1,0.14,1.32546,-0.1423572,-6.998082,-66.51218,7.134367,0.8469272,0.1510639,0.9828577,-0.1056903,1,0.5,0.5,0.1399962,1.327322,-25.14226,5.502061,-66.71571,1256.856,24.67801,0.008081193,0.0526531,-0.9985802,1,0.25,0.5,0.1399924,1.336115,-50.138,18.00013,-66.74605,2506.856,49.65617,0.00405662,0.02660675,-0.9996377,1,0,0.5,0.14,26.33025,-0.1395677,-6.999477,-1304.201,6.802175,25.82979,0.00772783,0.9999561,-0.005300755,1,0.5,0.75,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,50.82897,0.00396408,0.9999885,-0.0026986,0,0.5,1,0.1399962,26.32888,-25.13708,5.499475,-1303.839,1256.884,35.90108,0.005589623,0.7232547,-0.6905587,1,0.25,0.75,0.1399924,26.32618,-50.14047,18.00136,-1303.887,2507.034,56.13118,0.0035928,0.4648421,-0.8853863,1,0,0.75,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,56.65409,0.003559996,0.8980702,-0.4398378,0,0.25,1,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,71.25317,0.002835617,0.7153466,-0.6987641,0,0,1
6,0.1400038,-48.6688,24.86064,-19.49977,2408.616,-1242.979,54.15087,-0.002169087,-0.8905403,0.4548992,1,0.75,0,0.1400076,-23.67004,49.86195,-32.00062,1170.978,-2493.411,54.6951,-0.002147631,-0.4288431,0.9033764,1,1,0.25,0.1400076,-48.66925,49.86496,-32.00213,2408.623,-2493.207,69.17944,-0.0017012,-0.6984736,0.7156337,1,1,0,0.1400038,-23.67128,24.858,-19.49845,1170.998,-1243.166,33.82585,-0.003453447,-0.6896052,0.7241772,1,0.75,0.25,0.14,-48.66847,-0.1418286,-6.998346,2408.165,6.788114,48.16882,-0.002435775,-0.9999928,-0.002914158,1,0.5,0,0.1400076,1.330186,49.85853,-31.99891,-66.6059,-2493.224,49.37641,-0.002376648,0.02666964,0.9996414,1,1,0.5,0.14,-23.66603,-0.1379847,-7.000269,1170.598,6.713072,23.16673,-0.005008986,-0.9999704,-0.005830323,1,0.5,0.25,0.1399962,-48.66116,-25.13675,5.49931,2407.77,1256.674,54.27024,-0.002164499,-0.8884599,-0.4589491,1,0.25,0,0.1400038,1.328445,24.86741,-19.50316,-66.22276,-1243.36,24.40315,-0.004760141,0.05334446,0.9985648,1,0.75,0.5,0.1400076,26.32742,49.86214,-32.00072,-1303.836,-2493.214,55.88599,-0.002102272,0.4669141,0.8843002,1,1,0.75,0.1399962,-23.66231,-25.13675,5.499306,1170.478,1256.79,34.02209,-0.003434037,-0.6854252,-0.728135,1,0.25,0.25,0.1399924,-48.65825,-50.14109,18.00167,2408.02,2506.606,69.36965,-0.001696788,-0.6964146,-0.7176375,1,0,0,0.1399924,-23.66578,-50.1413,18.00178,1170.759,2507.002,54.94577,-0.002138197,-0.4268275,-0.9043305,1,0,0.25,0.1400038,26.3324,24.8578,-19.49835,-1303.845,-1243.175,35.71214,-0.003273557,0.7271703,0.6864493,1,0.75,0.75,0.1400076,51.33,49.8615,-32.0004,-2541.501,-2493.076,71.06083,-0.001656475,0.7172919,0.6967709,0,1,1,0.1400038,51.33,24.86149,-19.5002,-2541.501,-1243.075,56.534,-0.002078453,0.8999895,0.4359066,0,0.75,1,0.14,1.332145,-0.1336897,-7.002416,-66.60945,6.601349,0.844075,-0.08819919,0.9911243,-0.09946597,1,0.5,0.5,0.1399962,1.339064,-25.13753,5.4997,-67.15505,1256.784,24.67345,-0.004709332,0.05319348,-0.9985731,1,0.25,0.5,0.1399924,1.336459,-50.14031,18.00128,-67.03161,2506.784,49.65826,-0.002363598,0.02664484,-0.9996422,1,0,0.5,0.14,26.32608,-0.1389237,-6.999799,-1304.114,6.85253,25.82671,-0.004502891,0.9999759,-0.00527691,1,0.5,0.75,0.14,51.33,-0.1385164,-7.000003,-2541.501,6.925822,50.83033,-0.002309479,0.9999937,-0.002698529,0,0.5,1,0.1399962,26.32608,-25.14015,5.501008,-1304.285,1256.666,35.90198,-0.003256695,0.7232048,-0.690626,1,0.25,0.75,0.1399924,26.32784,-50.13995,18.0011,-1303.746,2506.892,56.132,-0.002093409,0.4648933,-0.8853642,1,0,0.75,0.1399962,51.33,-25.13853,5.500196,-2541.501,1256.927,56.6553,-0.002074176,0.8980794,-0.4398284,0,0.25,1,0.1399924,51.33,-50.13853,18.00039,-2541.501,2506.928,71.25414,-0.001652225,0.7153595,-0.6987546,0,0,1
