frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5
0,-4.672109E-08,1.499965,0.2255329,-0.001761686,-74.9971,0.009553883,0.3074312,-0.6192479,0.5820493,0.5270206,1,0.5,0,9.080992E-09,0.9999331,-0.2255993,-25.00335,-50.00103,0.002499671,0.001556933,-0.9968958,-0.05994703,-0.05103973,1,1,1,9.037748E-09,0.9998974,0.2254195,-25.00514,-49.99921,0.003220142,0.1571818,-0.7608245,-0.04580551,0.6473392,1,1,0,-4.681389E-08,1.499957,-0.2254896,-0.002134175,-74.99653,0.007311258,0.1866657,-0.7281565,0.6844049,-0.03712089,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
1,-1.112548E-07,1.499962,0.2254917,-0.001899275,-75.00462,0.0006586316,0.3074079,-0.6192658,0.5820625,0.5269849,1,0.5,0,-9.912722E-08,1.000032,-0.2254957,-24.99839,-50.00127,0.002074243,0.001545846,-0.9969181,-0.05975084,-0.05083419,1,1,1,-9.859023E-08,0.9999713,0.2254921,-25.00144,-50.00432,-0.001987816,0.1572255,-0.7607741,-0.0456901,0.6474065,1,1,0,-1.103385E-07,1.500099,-0.225521,0.004957865,-75.006,-0.0004172327,0.1867639,-0.7280524,0.6845134,-0.0371613,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
2,-8.79484E-08,1.499904,0.2255001,-0.004783823,-74.99798,0.004646929,0.3073788,-0.6192881,0.5820122,0.5270142,1,0.5,0,-1.675519E-07,0.9999502,-0.2255588,-25.00249,-50.00438,0.0009715561,0.001554012,-0.996902,-0.05991327,-0.05095916,1,1,1,-1.667956E-07,0.9999596,0.2254614,-25.00202,-49.99981,0.002715738,0.1572062,-0.7607965,-0.04570913,0.6473789,1,1,0,-8.747762E-08,1.499932,-0.2255148,-0.003407623,-74.99493,0.006564709,0.1866491,-0.7281741,0.6843843,-0.03715849,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
3,-1.944403E-08,1.500112,0.2255282,0.005589669,-74.99871,0.001943112,0.3075144,-0.619184,0.5821715,0.5269606,1,0.5,0,-1.354954E-07,0.9998746,-0.2254239,-25.00627,-49.99032,-0.003316255,0.001551628,-0.9969066,-0.06006436,-0.05069046,1,1,1,-1.356098E-07,0.9999387,0.2255624,-25.00307,-50.00256,-0.002360345,0.1572725,-0.7607197,-0.04573635,0.6474672,1,1,0,-2.091351E-08,1.500114,-0.225462,0.005679153,-74.99702,0.003592671,0.1867715,-0.7280442,0.684527,-0.03707488,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
4,-1.745312E-08,1.499888,0.2254569,-0.005589663,-74.99632,0.001262129,0.3073466,-0.6193127,0.5820155,0.5269818,1,0.5,0,-3.0341E-08,1.000147,-0.2256651,-24.99268,-49.99693,-0.001818687,0.001547575,-0.9969145,-0.0595227,-0.05117173,1,1,1,-3.830742E-08,0.9999542,0.2253801,-25.00229,-49.99921,-0.003749134,0.1571537,-0.760857,-0.04572104,0.6473069,1,1,0,-3.107401E-08,1.499903,-0.2255988,-0.004868498,-74.99394,-0.002991409,0.1866323,-0.7281919,0.6843585,-0.03728173,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
5,-8.493193E-08,1.499991,0.2253888,-0.0004415651,-74.99492,-0.002133847,0.3073706,-0.6192943,0.5821256,0.5268817,1,0.5,0,4.586327E-08,1.000127,-0.2257503,-24.99366,-50.00011,-0.0002771617,0.001552999,-0.9969035,-0.05956103,-0.05134112,1,1,1,3.662298E-08,1.000061,0.2252273,-24.99694,-49.99354,0.0004433097,0.1570498,-0.7609773,-0.04556516,0.6471766,1,1,0,-8.900822E-08,1.499923,-0.2256652,-0.003844457,-74.99548,-0.008767102,0.1866487,-0.7281745,0.6843718,-0.03737754,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
6,-1.056506E-07,1.499929,0.2254627,-0.003545628,-74.99464,-0.006148966,0.3073734,-0.6192923,0.5820466,0.5269713,1,0.5,0,2.585813E-08,0.9999335,-0.2253959,-25.00333,-49.99876,0.001817942,0.001546502,-0.9969165,-0.05994744,-0.05063524,1,1,1,2.124359E-08,1.000085,0.2255449,-24.99575,-49.99796,-0.003604592,0.1572544,-0.7607404,-0.0455147,0.6474585,1,1,0,-9.884887E-08,1.500003,-0.2255029,0.0001623629,-74.99982,-0.006668272,0.1866975,-0.7281228,0.6844398,-0.03713853,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
7,-5.109455E-08,1.500052,0.2254969,0.002618946,-74.99459,0.002206863,0.3074632,-0.6192233,0.5821347,0.5269551,1,0.5,0,-6.981317E-08,1.000029,-0.2256992,-24.99858,-49.99909,-0.005788358,0.001556396,-0.996897,-0.05975671,-0.05123896,1,1,1,-6.647318E-08,0.9998756,0.2253816,-25.00622,-49.99618,0.002195687,0.1571583,-0.7608517,-0.04584035,0.6473047,1,1,0,-4.572036E-08,1.499974,-0.2255005,-0.001298989,-75.00546,0.001886488,0.1866775,-0.728144,0.6844175,-0.03713601,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
8,-1.720496E-08,1.499905,0.2254667,-0.004771703,-74.99528,0.0004999341,0.3073612,-0.6193014,0.5820251,0.5269843,1,0.5,0,-1.546303E-07,1.000172,-0.225733,-24.9914,-50.00127,-0.01121685,0.001549661,-0.9969106,-0.05947158,-0.05130691,1,1,1,-1.433776E-07,0.9999965,0.2252625,-25.00018,-50.00254,-0.007471445,0.1570757,-0.7609475,-0.04566215,0.6472047,1,1,0,-1.595772E-08,1.499938,-0.2255691,-0.003119244,-74.99503,-0.004313143,0.1866551,-0.7281676,0.6843868,-0.03723722,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
9,-5.944512E-08,1.499965,0.2255164,-0.001756775,-74.99871,-0.007240477,0.3074226,-0.6192545,0.5820556,0.5270059,1,0.5,0,-1.523476E-07,0.999977,-0.22537,-25.00115,-49.99646,-0.005517157,0.001542807,-0.9969242,-0.05986125,-0.05058383,1,1,1,-1.392406E-07,1.000028,0.225635,-24.99858,-50.00608,-0.007615241,0.1573154,-0.76067,-0.04559698,0.6475353,1,1,0,-5.632833E-08,1.499962,-0.2254596,-0.001884261,-74.99989,-0.00216365,0.1866679,-0.7281542,0.6844099,-0.03707703,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
10,-9.793158E-08,1.499955,0.2254584,-0.002256593,-75.00195,-0.003237278,0.3073862,-0.6192824,0.5820695,0.5269577,1,0.5,0,-6.658702E-08,1.000005,-0.225493,-24.99974,-49.99474,-0.006686154,0.001547217,-0.9969152,-0.05980415,-0.05082865,1,1,1,-6.346511E-08,0.9999776,0.2255799,-25.00112,-49.99652,0.0008523468,0.1572821,-0.7607085,-0.04567647,0.6474845,1,1,0,-9.876074E-08,1.500065,-0.2255985,0.003273148,-75.00482,-0.006497654,0.1867437,-0.7280738,0.6844844,-0.03727514,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
11,-6.982344E-08,1.499903,0.2253809,-0.004866504,-74.99966,-0.004812332,0.3073149,-0.6193371,0.5820562,0.5269082,1,0.5,0,2.465361E-08,1.000095,-0.2257704,-24.99526,-49.99925,-0.009650741,0.001555979,-0.9968976,-0.05962437,-0.05138081,1,1,1,1.277153E-08,0.9999532,0.2253105,-25.00235,-49.99536,-0.007487836,0.1571087,-0.7609091,-0.04572571,0.6472453,1,1,0,-7.757826E-08,1.499898,-0.2256507,-0.005089972,-75.00144,-0.008763377,0.1866311,-0.7281932,0.6843531,-0.03735734,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
12,-2.37611E-08,1.499907,0.2254448,-0.004656395,-74.99712,-0.005591663,0.3073511,-0.6193092,0.5820354,0.5269638,1,0.5,0,3.895381E-08,0.9999633,-0.225444,-25.00184,-49.99871,-0.005786123,0.001547158,-0.9969152,-0.05988795,-0.05073109,1,1,1,1.926354E-08,1.000028,0.2255256,-24.99862,-50.00419,-0.009541217,0.1572445,-0.7607518,-0.04560299,0.6474389,1,1,0,-3.251097E-08,1.499895,-0.2254531,-0.005263791,-74.99763,-0.002352894,0.1866214,-0.7282034,0.6843579,-0.03707009,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
13,-3.881881E-08,1.500106,0.2254304,0.00530407,-74.99722,-0.003130735,0.3074595,-0.6192262,0.5822039,0.5268753,1,0.5,0,-3.639616E-08,1.000003,-0.2255006,-24.99986,-50.00288,0.002648682,0.001547754,-0.9969141,-0.05980908,-0.05084386,1,1,1,-4.644183E-08,0.9999807,0.2255211,-25.00097,-50.00219,0.002691151,0.1572438,-0.7607527,-0.0456745,0.6474327,1,1,0,-3.520848E-08,1.500045,-0.2255395,0.002231826,-74.99664,-0.002799929,0.1867272,-0.7280912,0.6844707,-0.03719013,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
14,-8.773356E-08,1.500042,0.2254104,0.002107061,-74.99852,6.780031E-05,0.3074117,-0.6192628,0.5821591,0.5268816,1,0.5,0,-1.305655E-07,0.9999911,-0.2256938,-25.00045,-49.99846,-0.01018644,0.001558423,-0.996893,-0.05983134,-0.05122794,1,1,1,-1.216307E-07,0.9999999,0.225324,-25,-50.00928,-0.008723889,0.1571154,-0.7609015,-0.04565413,0.6472593,1,1,0,-7.780007E-08,1.499915,-0.2255906,-0.004237154,-74.99718,-0.004247578,0.1866405,-0.7281832,0.6843686,-0.03726926,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
15,-8.815283E-08,1.499942,0.2255391,-0.00290782,-74.99553,0.001315773,0.3074211,-0.6192557,0.5820281,0.5270349,1,0.5,0,-1.571347E-07,0.9999972,-0.225529,-25.00014,-50.00707,-0.005623701,0.001549661,-0.9969106,-0.05982015,-0.05090033,1,1,1,-1.378485E-07,1,0.2254952,-25,-49.99925,-0.002085418,0.1572262,-0.7607732,-0.04564634,0.6474106,1,1,0,-8.822269E-08,1.500094,-0.2255033,0.004707567,-74.99789,-0.001645834,0.1867597,-0.7280568,0.6845103,-0.03713566,1,0.5,1,-5.960464E-08,2,0.225496,25.00002,-100.0001,0,0.6713016,-0.4268756,0.8281388,0.3632677,0,0,0,-5.960464E-08,2,-0.225496,25.00002,-100.0001,0,0.5915817,-0.458051,0.888619,-0.02335692,0,0,1
