x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5
0.1785503,0.03275466,-0.2256518,0.3453849,-0.4383485,0.2246328,0.3751483,-0.426942,-0.2251917,0.1815025,0.03397007,0.2253625,0,0.5,-0.225496,0,0.5,0.225496
0.1965669,0.04013696,-0.2255811,0.5136346,-0.3476052,0.2238602,0.5326218,-0.3301737,-0.2263686,0.1993482,0.04138229,0.2253792,0,0.5,-0.225496,0,0.5,0.225496
0.2037215,0.04335383,-0.2254736,0.5891651,-0.2726389,0.2273713,0.5946802,-0.2681974,-0.2236267,0.2004984,0.04183959,0.2255469,0,0.5,-0.225496,0,0.5,0.225496
0.1997469,0.04159444,-0.2254198,0.5846233,-0.2714665,0.2296702,0.5795341,-0.2836696,-0.2211549,0.1921504,0.03842352,0.2255019,0,0.5,-0.225496,0,0.5,0.225496
0.186655,0.0359452,-0.2255043,0.5017751,-0.3477137,0.2286596,0.4839463,-0.3660553,-0.2215302,0.1766083,0.03205573,0.2254095,0,0.5,-0.225496,0,0.5,0.225496
0.1551427,0.0247252,-0.2256564,0.3212207,-0.4470268,0.2249993,0.3014552,-0.4534827,-0.2255676,0.1590062,0.02596854,0.2253741,0,0.5,-0.225496,0,0.5,0.225496
0.07771379,0.006005738,-0.2252034,0.07509261,-0.4895152,0.2304309,0.06454093,-0.4938724,-0.2203912,0.09959114,0.009873576,0.2251995,0,0.5,-0.225496,0,0.5,0.225496
-0.05040152,0.002440192,-0.2253098,-0.1655599,-0.4808166,0.2290449,-0.167305,-0.4837458,-0.2219018,-0.03120722,0.0007225962,0.2252931,0,0.5,-0.225496,0,0.5,0.225496
-0.1804089,0.03294752,-0.2263837,-0.3587748,-0.4337732,0.2221147,-0.2936957,-0.4540491,-0.2237843,-0.1834024,0.03459235,0.2246816,0,0.5,-0.225496,0,0.5,0.225496
-0.2091893,0.04448052,-0.2205548,-0.3648262,-0.4022833,0.2542551,-0.1949743,-0.4517555,-0.1605751,-0.2887259,0.0907967,0.2212639,0,0.5,-0.225496,0,0.5,0.225496
-0.2093604,0.04562766,-0.2250274,-0.1666026,-0.4352866,0.2428191,-0.08851492,-0.4389161,-0.2012986,-0.2369342,0.05939564,0.224935,0,0.5,-0.225496,0,0.5,0.225496
-0.08611067,0.007503692,-0.2253603,0.05834476,-0.4792675,0.216883,0.04266553,-0.4755045,-0.2338415,-0.0678138,0.004391349,0.2252848,0,0.5,-0.225496,0,0.5,0.225496
0.1168188,0.01308244,-0.2238441,0.2421285,-0.4665087,0.2303789,0.1394052,-0.4861378,-0.2082877,0.1638481,0.02734043,0.2246179,0,0.5,-0.225496,0,0.5,0.225496
0.260674,0.07305256,-0.2244658,0.3399698,-0.4008689,0.2468221,0.2737446,-0.4260546,-0.1986531,0.295573,0.09662707,0.2246161,0,0.5,-0.225496,0,0.5,0.225496
0.2884578,0.09099518,-0.2246736,0.3957916,-0.3814876,0.2409588,0.4304475,-0.3882247,-0.2087532,0.3158815,0.1119154,0.2249753,0,0.5,-0.225496,0,0.5,0.225496
0.2509292,0.06762592,-0.2239451,0.4573697,-0.3876169,0.2268853,0.5056741,-0.3625896,-0.2207511,0.2018365,0.04229444,0.2236586,0,0.5,-0.225496,0,0.5,0.225496
